NEEM bottom depth;Age at bottom of sample;Acc mean;Acc min;Acc max;2 sigma
(m);(years b2k);(m/year i.e.);(m/year i.e.);(m/year i.e.);(m/year i.e.)
2058.11;81280;0.1049;0.0899;0.1190;0.0264
2058.26;81300;0.1040;0.0903;0.1192;0.0261
2058.41;81320;0.1028;0.0907;0.1193;0.0258
2058.56;81340;0.1018;0.0909;0.1191;0.0253
2058.71;81360;0.1010;0.0910;0.1186;0.0247
2058.85;81380;0.1007;0.0909;0.1180;0.0242
2059.00;81400;0.1007;0.0906;0.1171;0.0234
2059.15;81420;0.1005;0.0903;0.1161;0.0226
2059.29;81440;0.1003;0.0898;0.1152;0.0218
2059.44;81460;0.1005;0.0894;0.1144;0.0213
2059.59;81480;0.1009;0.0890;0.1140;0.0212
2059.74;81500;0.1015;0.0887;0.1140;0.0214
2059.89;81520;0.1022;0.0885;0.1144;0.0218
2060.05;81540;0.1029;0.0885;0.1151;0.0224
2060.20;81560;0.1037;0.0886;0.1159;0.0231
2060.36;81580;0.1046;0.0888;0.1168;0.0237
2060.52;81600;0.1053;0.0890;0.1174;0.0242
2060.68;81620;0.1057;0.0893;0.1177;0.0243
2060.84;81640;0.1060;0.0895;0.1178;0.0243
2061.01;81660;0.1062;0.0898;0.1178;0.0241
2061.17;81680;0.1064;0.0900;0.1178;0.0239
2061.33;81700;0.1069;0.0902;0.1180;0.0240
2061.49;81720;0.1073;0.0905;0.1184;0.0242
2061.65;81740;0.1077;0.0906;0.1189;0.0244
2061.82;81760;0.1079;0.0908;0.1196;0.0246
2061.98;81780;0.1081;0.0909;0.1201;0.0247
2062.14;81800;0.1083;0.0911;0.1204;0.0249
2062.30;81820;0.1084;0.0912;0.1204;0.0248
2062.46;81840;0.1081;0.0912;0.1201;0.0244
2062.63;81860;0.1078;0.0912;0.1197;0.0240
2062.79;81880;0.1073;0.0912;0.1193;0.0236
2062.94;81900;0.1069;0.0911;0.1190;0.0234
2063.10;81920;0.1064;0.0909;0.1190;0.0234
2063.26;81940;0.1059;0.0907;0.1191;0.0236
2063.41;81960;0.1055;0.0906;0.1194;0.0238
2063.57;81980;0.1052;0.0904;0.1196;0.0240
2063.72;82000;0.1052;0.0903;0.1198;0.0242
2063.87;82020;0.1052;0.0904;0.1198;0.0242
2064.02;82040;0.1052;0.0904;0.1197;0.0240
2064.18;82060;0.1054;0.0906;0.1196;0.0238
2064.33;82080;0.1059;0.0908;0.1195;0.0237
2064.49;82100;0.1066;0.0909;0.1196;0.0240
2064.65;82120;0.1071;0.0910;0.1201;0.0244
2064.80;82140;0.1076;0.0911;0.1208;0.0249
2064.96;82160;0.1079;0.0913;0.1218;0.0256
2065.13;82180;0.1086;0.0916;0.1230;0.0265
2065.29;82200;0.1090;0.0920;0.1244;0.0273
2065.45;82220;0.1092;0.0926;0.1256;0.0279
2065.61;82240;0.1090;0.0932;0.1266;0.0281
2065.77;82260;0.1095;0.0939;0.1272;0.0284
2065.93;82280;0.1096;0.0944;0.1273;0.0284
2066.09;82300;0.1099;0.0947;0.1270;0.0284
2066.25;82320;0.1098;0.0948;0.1264;0.0280
2066.42;82340;0.1099;0.0948;0.1254;0.0278
2066.59;82360;0.1100;0.0945;0.1243;0.0276
2066.76;82380;0.1102;0.0940;0.1233;0.0275
2066.93;82400;0.1102;0.0935;0.1231;0.0275
2067.10;82420;0.1102;0.0931;0.1224;0.0274
2067.27;82440;0.1102;0.0926;0.1226;0.0277
2067.45;82460;0.1104;0.0922;0.1224;0.0280
2067.62;82480;0.1099;0.0920;0.1224;0.0276
2067.79;82500;0.1097;0.0919;0.1227;0.0274
2067.95;82520;0.1094;0.0918;0.1231;0.0273
2068.11;82540;0.1089;0.0919;0.1229;0.0267
2068.27;82560;0.1085;0.0920;0.1231;0.0263
2068.43;82580;0.1080;0.0922;0.1225;0.0254
2068.58;82600;0.1075;0.0922;0.1224;0.0247
2068.74;82620;0.1080;0.0921;0.1222;0.0250
2068.89;82640;0.1082;0.0920;0.1221;0.0253
2069.05;82660;0.1083;0.0918;0.1214;0.0254
2069.22;82680;0.1087;0.0916;0.1212;0.0258
2069.38;82700;0.1091;0.0914;0.1209;0.0261
2069.55;82720;0.1094;0.0912;0.1211;0.0267
2069.72;82740;0.1099;0.0911;0.1216;0.0276
2069.89;82760;0.1099;0.0911;0.1221;0.0278
2070.06;82780;0.1100;0.0913;0.1223;0.0279
2070.22;82800;0.1102;0.0916;0.1232;0.0282
2070.39;82820;0.1102;0.0920;0.1234;0.0279
2070.56;82840;0.1103;0.0925;0.1238;0.0278
2070.72;82860;0.1103;0.0929;0.1240;0.0274
2070.89;82880;0.1103;0.0934;0.1240;0.0268
2071.05;82900;0.1103;0.0937;0.1239;0.0265
2071.22;82920;0.1100;0.0939;0.1239;0.0260
2071.37;82940;0.1097;0.0939;0.1238;0.0257
2071.53;82960;0.1098;0.0939;0.1240;0.0257
2071.69;82980;0.1099;0.0939;0.1244;0.0259
2071.84;83000;0.1104;0.0939;0.1249;0.0263
2072.00;83020;0.1110;0.0940;0.1257;0.0269
2072.15;83040;0.1116;0.0942;0.1266;0.0274
2072.31;83060;0.1125;0.0945;0.1276;0.0280
2072.46;83080;0.1135;0.0948;0.1286;0.0285
2072.62;83100;0.1139;0.0953;0.1293;0.0288
2072.78;83120;0.1141;0.0957;0.1296;0.0285
2072.93;83140;0.1143;0.0962;0.1294;0.0279
2073.09;83160;0.1142;0.0964;0.1287;0.0272
2073.25;83180;0.1140;0.0965;0.1277;0.0266
2073.41;83200;0.1134;0.0963;0.1262;0.0257
2073.58;83220;0.1128;0.0958;0.1246;0.0251
2073.74;83240;0.1123;0.0951;0.1231;0.0246
2073.90;83260;0.1120;0.0943;0.1218;0.0247
2074.07;83280;0.1114;0.0934;0.1209;0.0249
2074.23;83300;0.1110;0.0927;0.1203;0.0253
2074.40;83320;0.1104;0.0921;0.1200;0.0252
2074.56;83340;0.1103;0.0918;0.1201;0.0256
2074.72;83360;0.1102;0.0916;0.1204;0.0258
2074.88;83380;0.1103;0.0917;0.1208;0.0259
2075.05;83400;0.1103;0.0918;0.1213;0.0259
2075.21;83420;0.1108;0.0920;0.1218;0.0262
2075.37;83440;0.1111;0.0923;0.1225;0.0264
2075.53;83460;0.1118;0.0927;0.1235;0.0268
2075.70;83480;0.1127;0.0933;0.1249;0.0273
2075.86;83500;0.1139;0.0940;0.1267;0.0282
2076.03;83520;0.1152;0.0948;0.1289;0.0292
2076.20;83540;0.1169;0.0957;0.1314;0.0304
2076.37;83560;0.1184;0.0966;0.1339;0.0315
2076.54;83580;0.1199;0.0976;0.1363;0.0324
2076.72;83600;0.1211;0.0986;0.1384;0.0333
2076.89;83620;0.1220;0.0995;0.1400;0.0337
2077.07;83640;0.1225;0.1003;0.1410;0.0338
2077.24;83660;0.1228;0.1009;0.1413;0.0335
2077.41;83680;0.1226;0.1014;0.1411;0.0329
2077.59;83700;0.1221;0.1016;0.1403;0.0320
2077.76;83720;0.1213;0.1017;0.1390;0.0307
2077.93;83740;0.1203;0.1017;0.1373;0.0294
2078.10;83760;0.1193;0.1014;0.1354;0.0281
2078.27;83780;0.1181;0.1008;0.1335;0.0271
2078.43;83800;0.1170;0.1002;0.1319;0.0263
2078.59;83820;0.1158;0.0994;0.1307;0.0259
2078.76;83840;0.1150;0.0986;0.1302;0.0261
2078.92;83860;0.1147;0.0979;0.1303;0.0267
2079.08;83880;0.1146;0.0975;0.1310;0.0275
2079.24;83900;0.1149;0.0973;0.1320;0.0284
2079.40;83920;0.1155;0.0974;0.1331;0.0293
2079.56;83940;0.1162;0.0978;0.1341;0.0298
2079.72;83960;0.1171;0.0983;0.1349;0.0300
2079.88;83980;0.1178;0.0989;0.1354;0.0300
2080.05;84000;0.1185;0.0994;0.1357;0.0299
2080.22;84020;0.1190;0.0998;0.1356;0.0296
2080.38;84040;0.1192;0.1000;0.1354;0.0294
2080.55;84060;0.1190;0.1000;0.1351;0.0291
2080.71;84080;0.1187;0.0999;0.1347;0.0288
2080.88;84100;0.1185;0.0997;0.1342;0.0286
2081.04;84120;0.1181;0.0995;0.1336;0.0283
2081.21;84140;0.1173;0.0992;0.1329;0.0278
2081.37;84160;0.1167;0.0989;0.1323;0.0275
2081.53;84180;0.1161;0.0986;0.1316;0.0271
2081.69;84200;0.1157;0.0983;0.1311;0.0270
2081.85;84220;0.1151;0.0979;0.1308;0.0269
2082.00;84240;0.1148;0.0976;0.1306;0.0271
2082.16;84260;0.1144;0.0973;0.1305;0.0273
2082.31;84280;0.1144;0.0971;0.1307;0.0279
2082.46;84300;0.1146;0.0970;0.1310;0.0288
2082.62;84320;0.1152;0.0970;0.1316;0.0298
2082.77;84340;0.1161;0.0971;0.1326;0.0310
2082.92;84360;0.1172;0.0974;0.1339;0.0323
2083.07;84380;0.1184;0.0981;0.1356;0.0335
2083.22;84400;0.1199;0.0989;0.1374;0.0346
2083.38;84420;0.1215;0.0999;0.1393;0.0356
2083.54;84440;0.1231;0.1012;0.1410;0.0359
2083.70;84460;0.1243;0.1023;0.1422;0.0361
2083.86;84480;0.1254;0.1033;0.1432;0.0361
2084.02;84500;0.1264;0.1040;0.1440;0.0364
2084.18;84520;0.1274;0.1043;0.1452;0.0372
2084.35;84540;0.1284;0.1043;0.1467;0.0384
2084.51;84560;0.1292;0.1044;0.1482;0.0393
2084.68;84580;0.1298;0.1044;0.1496;0.0403
2084.85;84600;0.1308;0.1048;0.1510;0.0409
2085.02;84620;0.1317;0.1056;0.1519;0.0408
2085.19;84640;0.1319;0.1067;0.1521;0.0395
2085.36;84660;0.1306;0.1074;0.1509;0.0376
2085.53;84680;0.1285;0.1077;0.1486;0.0355
2085.69;84700;0.1261;0.1072;0.1455;0.0333
2085.85;84720;0.1243;0.1059;0.1418;0.0315
2086.01;84740;0.1210;0.1038;0.1375;0.0295
2086.17;84760;0.1171;0.1009;0.1331;0.0283
2086.32;84780;0.1138;0.0971;0.1288;0.0282
2086.46;84800;0.1104;0.0933;0.1246;0.0279
2086.60;84820;0.1075;0.0894;0.1208;0.0278
2086.74;84840;0.1050;0.0854;0.1175;0.0287
2086.88;84860;0.1037;0.0871;0.1148;0.0246
2087.01;84880;0.1040;0.0894;0.1140;0.0224
2087.15;84900;0.1050;0.0925;0.1136;0.0198
2087.28;84920;0.1065;0.0966;0.1139;0.0166
2087.43;84940;0.1091;0.1014;0.1145;0.0132
2087.58;84960;0.1120;0.1071;0.1154;0.0093
2087.74;84980;0.1150;0.1130;0.1171;0.0058
2087.91;85000;0.1162;0.1134;0.1189;0.0077
2088.09;85020;0.1165;0.1135;0.1196;0.0086
2088.27;85040;0.1167;0.1133;0.1202;0.0099
2088.46;85060;0.1159;0.1126;0.1192;0.0093
2088.65;85080;0.1150;0.1119;0.1181;0.0089
2088.83;85100;0.1137;0.1103;0.1172;0.0097
2089.01;85120;0.1124;0.1090;0.1157;0.0095
2089.19;85140;0.1112;0.1079;0.1145;0.0093
2089.36;85160;0.1102;0.1071;0.1133;0.0088
2089.53;85180;0.1092;0.1064;0.1121;0.0080
2089.70;85200;0.1091;0.1059;0.1122;0.0089
2089.87;85220;0.1087;0.1054;0.1120;0.0094
2090.03;85240;0.1081;0.1050;0.1113;0.0090
2090.20;85260;0.1073;0.1045;0.1101;0.0078
2090.36;85280;0.1063;0.1039;0.1088;0.0068
2090.53;85300;0.1052;0.1031;0.1074;0.0062
2090.69;85320;0.1041;0.1020;0.1061;0.0058
2090.86;85340;0.1028;0.1008;0.1047;0.0056
2091.02;85360;0.1016;0.0996;0.1037;0.0059
2091.18;85380;0.1010;0.0989;0.1030;0.0058
2091.34;85400;0.1006;0.0983;0.1028;0.0063
2091.51;85420;0.1003;0.0981;0.1024;0.0062
2091.67;85440;0.0997;0.0977;0.1017;0.0057
2091.82;85460;0.0991;0.0974;0.1008;0.0048
2091.98;85480;0.0985;0.0969;0.1001;0.0046
2092.13;85500;0.0979;0.0964;0.0993;0.0041
2092.29;85520;0.0971;0.0958;0.0984;0.0037
2092.44;85540;0.0961;0.0949;0.0974;0.0035
2092.59;85560;0.0951;0.0939;0.0963;0.0033
2092.74;85580;0.0945;0.0934;0.0956;0.0031
2092.88;85600;0.0940;0.0930;0.0950;0.0028
2093.03;85620;0.0937;0.0929;0.0946;0.0024
2093.17;85640;0.0933;0.0923;0.0943;0.0028
2093.32;85660;0.0929;0.0917;0.0941;0.0034
2093.46;85680;0.0927;0.0914;0.0940;0.0037
2093.60;85700;0.0925;0.0911;0.0938;0.0037
2093.75;85720;0.0922;0.0909;0.0935;0.0036
2093.89;85740;0.0918;0.0906;0.0931;0.0035
2094.03;85760;0.0914;0.0902;0.0926;0.0034
2094.17;85780;0.0913;0.0903;0.0922;0.0027
2094.32;85800;0.0912;0.0904;0.0920;0.0022
2094.46;85820;0.0914;0.0907;0.0920;0.0018
2094.60;85840;0.0916;0.0909;0.0924;0.0021
2094.74;85860;0.0921;0.0911;0.0932;0.0030
2094.89;85880;0.0929;0.0916;0.0942;0.0037
2095.03;85900;0.0938;0.0922;0.0954;0.0045
2095.18;85920;0.0946;0.0928;0.0964;0.0050
2095.32;85940;0.0952;0.0935;0.0970;0.0049
2095.47;85960;0.0955;0.0938;0.0972;0.0047
2095.62;85980;0.0959;0.0938;0.0979;0.0059
2095.77;86000;0.0959;0.0934;0.0985;0.0071
2095.92;86020;0.0956;0.0924;0.0988;0.0091
2096.07;86040;0.0951;0.0912;0.0991;0.0112
2096.23;86060;0.0946;0.0898;0.0995;0.0138
2096.39;86080;0.0942;0.0883;0.1001;0.0167
2096.54;86100;0.0939;0.0869;0.1009;0.0199
2096.70;86120;0.0933;0.0858;0.1007;0.0211
2096.86;86140;0.0927;0.0849;0.1005;0.0221
2097.02;86160;0.0923;0.0843;0.1003;0.0226
2097.17;86180;0.0917;0.0838;0.0996;0.0222
2097.33;86200;0.0912;0.0836;0.0988;0.0215
2097.48;86220;0.0908;0.0835;0.0980;0.0205
2097.63;86240;0.0902;0.0837;0.0967;0.0184
2097.78;86260;0.0899;0.0842;0.0957;0.0162
2097.93;86280;0.0898;0.0849;0.0946;0.0138
2098.08;86300;0.0897;0.0859;0.0936;0.0110
2098.22;86320;0.0900;0.0869;0.0931;0.0088
2098.36;86340;0.0902;0.0879;0.0926;0.0066
2098.51;86360;0.0904;0.0887;0.0921;0.0047
2098.65;86380;0.0907;0.0894;0.0921;0.0038
2098.79;86400;0.0910;0.0897;0.0924;0.0038
2098.94;86420;0.0911;0.0896;0.0926;0.0042
2099.08;86440;0.0911;0.0893;0.0929;0.0051
2099.23;86460;0.0909;0.0886;0.0931;0.0063
2099.37;86480;0.0906;0.0877;0.0934;0.0080
2099.52;86500;0.0901;0.0867;0.0934;0.0095
2099.66;86520;0.0896;0.0856;0.0935;0.0111
2099.81;86540;0.0889;0.0846;0.0933;0.0122
2099.95;86560;0.0882;0.0836;0.0927;0.0129
2100.10;86580;0.0876;0.0829;0.0922;0.0132
2100.24;86600;0.0870;0.0824;0.0917;0.0132
2100.38;86620;0.0866;0.0821;0.0910;0.0126
2100.52;86640;0.0863;0.0821;0.0906;0.0121
2100.66;86660;0.0862;0.0823;0.0902;0.0112
2100.80;86680;0.0860;0.0827;0.0894;0.0095
2100.94;86700;0.0860;0.0832;0.0888;0.0079
2101.08;86720;0.0860;0.0839;0.0882;0.0062
2101.21;86740;0.0863;0.0845;0.0881;0.0051
2101.35;86760;0.0867;0.0852;0.0881;0.0041
2101.49;86780;0.0871;0.0858;0.0883;0.0035
2101.63;86800;0.0875;0.0864;0.0885;0.0030
2101.76;86820;0.0880;0.0868;0.0891;0.0033
2101.90;86840;0.0886;0.0871;0.0900;0.0041
2102.04;86860;0.0891;0.0873;0.0909;0.0052
2102.18;86880;0.0893;0.0872;0.0914;0.0058
2102.33;86900;0.0893;0.0871;0.0916;0.0064
2102.47;86920;0.0892;0.0867;0.0917;0.0070
2102.61;86940;0.0890;0.0863;0.0917;0.0077
2102.75;86960;0.0887;0.0857;0.0917;0.0085
2102.89;86980;0.0883;0.0851;0.0915;0.0090
2103.03;87000;0.0879;0.0845;0.0913;0.0096
2103.17;87020;0.0871;0.0839;0.0904;0.0093
2103.31;87040;0.0865;0.0832;0.0898;0.0093
2103.45;87060;0.0859;0.0826;0.0891;0.0093
2103.59;87080;0.0852;0.0819;0.0885;0.0093
2103.72;87100;0.0846;0.0813;0.0879;0.0093
2103.86;87120;0.0839;0.0807;0.0870;0.0089
2103.99;87140;0.0832;0.0802;0.0862;0.0085
2104.12;87160;0.0829;0.0799;0.0860;0.0086
2104.26;87180;0.0828;0.0798;0.0858;0.0086
2104.39;87200;0.0828;0.0799;0.0857;0.0082
2104.52;87220;0.0829;0.0803;0.0855;0.0074
2104.65;87240;0.0832;0.0809;0.0855;0.0066
2104.79;87260;0.0837;0.0817;0.0858;0.0058
2104.92;87280;0.0842;0.0825;0.0860;0.0050
2105.05;87300;0.0848;0.0832;0.0864;0.0046
2105.18;87320;0.0853;0.0837;0.0868;0.0045
2105.32;87340;0.0855;0.0838;0.0872;0.0048
2105.45;87360;0.0855;0.0836;0.0875;0.0054
2105.59;87380;0.0852;0.0830;0.0875;0.0064
2105.72;87400;0.0847;0.0820;0.0875;0.0077
2105.86;87420;0.0842;0.0809;0.0876;0.0095
2105.99;87440;0.0837;0.0797;0.0876;0.0111
2106.13;87460;0.0832;0.0788;0.0876;0.0125
2106.26;87480;0.0831;0.0781;0.0881;0.0140
2106.40;87500;0.0834;0.0780;0.0887;0.0152
2106.53;87520;0.0839;0.0784;0.0894;0.0156
2106.67;87540;0.0850;0.0793;0.0907;0.0160
2106.81;87560;0.0863;0.0808;0.0918;0.0156
2106.95;87580;0.0877;0.0825;0.0929;0.0147
2107.10;87600;0.0900;0.0845;0.0955;0.0157
2107.25;87620;0.0920;0.0864;0.0977;0.0160
2107.40;87640;0.0943;0.0881;0.1006;0.0176
2107.56;87660;0.0964;0.0893;0.1034;0.0199
2107.72;87680;0.0982;0.0900;0.1064;0.0232
2107.89;87700;0.0997;0.0900;0.1094;0.0275
2108.06;87720;0.1008;0.0892;0.1124;0.0328
2108.23;87740;0.1006;0.0877;0.1135;0.0365
2108.41;87760;0.1002;0.0858;0.1146;0.0407
2108.58;87780;0.0982;0.0837;0.1127;0.0410
2108.75;87800;0.0961;0.0815;0.1107;0.0413
2108.92;87820;0.0937;0.0796;0.1078;0.0398
2109.08;87840;0.0915;0.0782;0.1048;0.0376
2109.24;87860;0.0895;0.0772;0.1018;0.0348
2109.39;87880;0.0881;0.0768;0.0994;0.0319
2109.54;87900;0.0869;0.0769;0.0970;0.0284
2109.69;87920;0.0871;0.0774;0.0969;0.0277
2109.84;87940;0.0877;0.0781;0.0972;0.0269
2109.98;87960;0.0884;0.0791;0.0978;0.0263
2110.13;87980;0.0896;0.0803;0.0989;0.0263
2110.29;88000;0.0908;0.0815;0.1001;0.0263
2110.44;88020;0.0918;0.0826;0.1009;0.0259
2110.60;88040;0.0929;0.0836;0.1021;0.0263
2110.75;88060;0.0938;0.0843;0.1033;0.0269
2110.91;88080;0.0944;0.0847;0.1042;0.0275
2111.07;88100;0.0949;0.0848;0.1050;0.0285
2111.22;88120;0.0950;0.0846;0.1053;0.0292
2111.38;88140;0.0950;0.0843;0.1057;0.0302
2111.53;88160;0.0949;0.0838;0.1061;0.0315
2111.67;88180;0.0949;0.0835;0.1064;0.0323
2111.82;88200;0.0950;0.0834;0.1066;0.0329
2111.96;88220;0.0954;0.0837;0.1072;0.0333
2112.10;88240;0.0961;0.0843;0.1080;0.0335
2112.25;88260;0.0969;0.0851;0.1087;0.0334
2112.39;88280;0.0979;0.0861;0.1097;0.0333
2112.54;88300;0.0988;0.0871;0.1106;0.0332
2112.69;88320;0.0996;0.0879;0.1113;0.0332
2112.84;88340;0.1002;0.0884;0.1121;0.0335
2112.99;88360;0.1006;0.0885;0.1126;0.0340
2113.15;88380;0.1006;0.0883;0.1129;0.0347
2113.31;88400;0.1006;0.0880;0.1132;0.0356
2113.47;88420;0.1004;0.0876;0.1132;0.0363
2113.63;88440;0.1002;0.0872;0.1132;0.0368
2113.79;88460;0.1001;0.0870;0.1132;0.0371
2113.96;88480;0.1001;0.0869;0.1132;0.0372
2114.12;88500;0.1003;0.0870;0.1136;0.0376
2114.29;88520;0.1006;0.0871;0.1140;0.0380
2114.45;88540;0.1008;0.0873;0.1144;0.0383
2114.62;88560;0.1011;0.0874;0.1147;0.0387
2114.78;88580;0.1013;0.0874;0.1151;0.0392
2114.95;88600;0.1015;0.0874;0.1157;0.0401
2115.12;88620;0.1018;0.0873;0.1163;0.0410
2115.29;88640;0.1015;0.0871;0.1160;0.0409
2115.46;88660;0.1012;0.0868;0.1157;0.0409
2115.62;88680;0.1007;0.0863;0.1151;0.0407
2115.79;88700;0.1000;0.0856;0.1144;0.0407
2115.96;88720;0.0991;0.0846;0.1137;0.0411
2116.13;88740;0.0977;0.0833;0.1121;0.0407
2116.30;88760;0.0962;0.0819;0.1105;0.0405
2116.48;88780;0.0949;0.0803;0.1095;0.0413
2116.65;88800;0.0936;0.0787;0.1084;0.0421
2116.83;88820;0.0925;0.0773;0.1077;0.0431
2117.00;88840;0.0918;0.0762;0.1073;0.0440
2117.18;88860;0.0913;0.0758;0.1069;0.0440
2117.36;88880;0.0919;0.0761;0.1077;0.0446
2117.54;88900;0.0929;0.0774;0.1085;0.0440
2117.72;88920;0.0946;0.0795;0.1096;0.0426
2117.90;88940;0.0966;0.0824;0.1108;0.0402
2118.08;88960;0.0989;0.0858;0.1120;0.0370
2118.27;88980;0.1014;0.0893;0.1135;0.0341
2118.46;89000;0.1038;0.0925;0.1150;0.0317
2118.66;89020;0.1056;0.0950;0.1162;0.0300
2118.86;89040;0.1069;0.0965;0.1174;0.0296
2119.06;89060;0.1077;0.0968;0.1185;0.0308
2119.27;89080;0.1079;0.0961;0.1197;0.0333
2119.48;89100;0.1077;0.0948;0.1206;0.0365
2119.69;89120;0.1070;0.0931;0.1209;0.0393
2119.90;89140;0.1062;0.0914;0.1210;0.0420
2120.11;89160;0.1054;0.0898;0.1210;0.0441
2120.33;89180;0.1048;0.0886;0.1209;0.0456
2120.53;89200;0.1042;0.0880;0.1205;0.0459
2120.73;89220;0.1040;0.0879;0.1201;0.0455
2120.93;89240;0.1044;0.0883;0.1205;0.0457
2121.13;89260;0.1050;0.0891;0.1210;0.0452
2121.32;89280;0.1059;0.0902;0.1217;0.0445
2121.50;89300;0.1069;0.0914;0.1223;0.0437
2121.69;89320;0.1078;0.0926;0.1230;0.0431
2121.87;89340;0.1086;0.0935;0.1237;0.0427
2122.06;89360;0.1094;0.0942;0.1247;0.0431
2122.25;89380;0.1098;0.0946;0.1251;0.0431
2122.43;89400;0.1101;0.0948;0.1255;0.0434
2122.62;89420;0.1103;0.0949;0.1258;0.0437
2122.81;89440;0.1106;0.0950;0.1262;0.0441
2123.00;89460;0.1108;0.0951;0.1265;0.0445
2123.19;89480;0.1111;0.0952;0.1269;0.0448
2123.38;89500;0.1111;0.0952;0.1269;0.0448
2123.57;89520;0.1112;0.0951;0.1273;0.0454
2123.76;89540;0.1112;0.0949;0.1276;0.0463
2123.96;89560;0.1111;0.0945;0.1277;0.0469
2124.17;89580;0.1110;0.0942;0.1278;0.0475
2124.38;89600;0.1112;0.0942;0.1282;0.0480
2124.60;89620;0.1116;0.0947;0.1286;0.0479
2124.83;89640;0.1120;0.0958;0.1283;0.0460
2125.06;89660;0.1124;0.0972;0.1277;0.0431
2125.28;89680;0.1128;0.0985;0.1271;0.0404
2125.50;89700;0.1128;0.0995;0.1261;0.0376
2125.70;89720;0.1124;0.0998;0.1250;0.0357
2125.91;89740;0.1115;0.0993;0.1237;0.0345
2126.10;89760;0.1102;0.0980;0.1224;0.0345
2126.29;89780;0.1088;0.0960;0.1215;0.0361
2126.47;89800;0.1072;0.0938;0.1207;0.0381
2126.65;89820;0.1059;0.0917;0.1200;0.0400
2126.83;89840;0.1051;0.0902;0.1200;0.0422
2127.02;89860;0.1048;0.0892;0.1203;0.0440
2127.20;89880;0.1047;0.0888;0.1206;0.0450
2127.38;89900;0.1049;0.0888;0.1210;0.0454
2127.55;89920;0.1049;0.0891;0.1207;0.0448
2127.72;89940;0.1049;0.0892;0.1205;0.0442
2127.88;89960;0.1041;0.0891;0.1192;0.0425
2128.04;89980;0.1033;0.0887;0.1179;0.0413
2128.20;90000;0.1011;0.0879;0.1142;0.0372
2128.34;90020;0.0987;0.0868;0.1106;0.0337
2128.48;90040;0.0962;0.0855;0.1070;0.0304
2128.61;90060;0.0936;0.0839;0.1034;0.0275
2128.74;90080;0.0910;0.0823;0.0998;0.0247
2128.87;90100;0.0888;0.0806;0.0970;0.0233
2128.99;90120;0.0863;0.0789;0.0938;0.0211
2129.11;90140;0.0849;0.0774;0.0925;0.0214
2129.22;90160;0.0836;0.0760;0.0912;0.0215
2129.34;90180;0.0825;0.0749;0.0900;0.0213
2129.45;90200;0.0818;0.0740;0.0895;0.0219
2129.56;90220;0.0812;0.0734;0.0891;0.0222
2129.67;90240;0.0809;0.0729;0.0888;0.0226
2129.79;90260;0.0808;0.0725;0.0892;0.0236
2129.90;90280;0.0808;0.0722;0.0895;0.0245
2130.01;90300;0.0809;0.0719;0.0899;0.0255
2130.13;90320;0.0809;0.0717;0.0902;0.0263
2130.24;90340;0.0810;0.0715;0.0906;0.0270
2130.35;90360;0.0812;0.0714;0.0911;0.0279
2130.47;90380;0.0813;0.0714;0.0913;0.0282
2130.59;90400;0.0815;0.0715;0.0915;0.0284
2130.70;90420;0.0818;0.0717;0.0918;0.0284
2130.82;90440;0.0820;0.0720;0.0920;0.0282
2130.93;90460;0.0823;0.0725;0.0922;0.0279
2131.05;90480;0.0828;0.0730;0.0926;0.0278
2131.17;90500;0.0832;0.0735;0.0929;0.0275
2131.29;90520;0.0836;0.0740;0.0932;0.0271
2131.40;90540;0.0839;0.0745;0.0934;0.0268
2131.52;90560;0.0843;0.0749;0.0936;0.0265
2131.64;90580;0.0845;0.0753;0.0937;0.0259
2131.76;90600;0.0847;0.0757;0.0937;0.0255
2131.88;90620;0.0847;0.0759;0.0935;0.0248
2131.99;90640;0.0847;0.0761;0.0933;0.0243
2132.11;90660;0.0845;0.0760;0.0931;0.0241
2132.23;90680;0.0844;0.0759;0.0929;0.0241
2132.34;90700;0.0840;0.0755;0.0925;0.0241
2132.46;90720;0.0837;0.0749;0.0924;0.0247
2132.58;90740;0.0833;0.0743;0.0923;0.0256
2132.69;90760;0.0830;0.0735;0.0925;0.0268
2132.81;90780;0.0827;0.0728;0.0926;0.0280
2132.92;90800;0.0824;0.0721;0.0927;0.0291
2133.04;90820;0.0822;0.0716;0.0927;0.0299
2133.16;90840;0.0821;0.0712;0.0929;0.0306
2133.27;90860;0.0821;0.0711;0.0930;0.0310
2133.39;90880;0.0822;0.0711;0.0932;0.0312
2133.51;90900;0.0822;0.0713;0.0931;0.0308
2133.62;90920;0.0823;0.0716;0.0930;0.0303
2133.74;90940;0.0826;0.0719;0.0934;0.0304
2133.86;90960;0.0830;0.0721;0.0938;0.0307
2133.98;90980;0.0831;0.0722;0.0941;0.0309
2134.10;91000;0.0833;0.0722;0.0943;0.0312
2134.21;91020;0.0833;0.0722;0.0945;0.0316
2134.33;91040;0.0834;0.0720;0.0948;0.0322
2134.45;91060;0.0834;0.0718;0.0951;0.0330
2134.57;91080;0.0833;0.0716;0.0950;0.0330
2134.70;91100;0.0832;0.0715;0.0948;0.0329
2134.82;91120;0.0832;0.0715;0.0949;0.0330
2134.95;91140;0.0832;0.0716;0.0949;0.0330
2135.08;91160;0.0833;0.0717;0.0950;0.0330
2135.21;91180;0.0833;0.0717;0.0950;0.0328
