NEEM bottom depth;Age at bottom of sample;Acc mean;Acc min;Acc max;2 sigma
(m);(years b2k);(m/year i.e.);(m/year i.e.);(m/year i.e.);(m/year i.e.)
1721.84;35400;0.0791;0.0675;0.0943;0.0241
1722.16;35420;0.0787;0.0654;0.0954;0.0264
1722.48;35440;0.0776;0.0624;0.0959;0.0293
1722.80;35460;0.0748;0.0584;0.0930;0.0304
1723.10;35480;0.0713;0.0538;0.0898;0.0318
1723.38;35500;0.0667;0.0493;0.0839;0.0309
1723.64;35520;0.0621;0.0455;0.0779;0.0296
1723.88;35540;0.0577;0.0426;0.0714;0.0269
1724.10;35560;0.0539;0.0406;0.0651;0.0233
1724.29;35580;0.0511;0.0395;0.0607;0.0203
1724.48;35600;0.0493;0.0389;0.0586;0.0185
1724.66;35620;0.0485;0.0385;0.0574;0.0177
1724.84;35640;0.0479;0.0381;0.0570;0.0174
1725.01;35660;0.0478;0.0376;0.0571;0.0179
1725.19;35680;0.0476;0.0373;0.0575;0.0186
1725.37;35700;0.0475;0.0371;0.0578;0.0195
1725.55;35720;0.0468;0.0370;0.0573;0.0192
1725.72;35740;0.0465;0.0368;0.0567;0.0194
1725.90;35760;0.0458;0.0366;0.0559;0.0188
1726.08;35780;0.0453;0.0364;0.0549;0.0185
1726.25;35800;0.0447;0.0362;0.0540;0.0178
1726.43;35820;0.0443;0.0360;0.0532;0.0176
1726.60;35840;0.0440;0.0359;0.0524;0.0170
1726.78;35860;0.0441;0.0359;0.0523;0.0173
1726.95;35880;0.0440;0.0361;0.0520;0.0169
1727.12;35900;0.0441;0.0362;0.0523;0.0170
1727.30;35920;0.0442;0.0363;0.0525;0.0172
1727.47;35940;0.0442;0.0364;0.0526;0.0172
1727.65;35960;0.0443;0.0365;0.0527;0.0173
1727.82;35980;0.0443;0.0365;0.0529;0.0175
1728.00;36000;0.0441;0.0365;0.0527;0.0171
1728.18;36020;0.0444;0.0364;0.0535;0.0179
1728.35;36040;0.0441;0.0365;0.0531;0.0174
1728.53;36060;0.0440;0.0365;0.0526;0.0170
1728.70;36080;0.0439;0.0364;0.0524;0.0167
1728.88;36100;0.0439;0.0365;0.0523;0.0163
1729.05;36120;0.0440;0.0366;0.0521;0.0160
1729.23;36140;0.0444;0.0367;0.0529;0.0166
1729.40;36160;0.0443;0.0369;0.0521;0.0160
1729.57;36180;0.0445;0.0368;0.0524;0.0163
1729.75;36200;0.0447;0.0367;0.0532;0.0170
1729.92;36220;0.0449;0.0366;0.0539;0.0176
1730.11;36240;0.0451;0.0366;0.0546;0.0181
1730.29;36260;0.0452;0.0367;0.0551;0.0182
1730.47;36280;0.0450;0.0368;0.0546;0.0177
1730.66;36300;0.0452;0.0369;0.0551;0.0179
1730.84;36320;0.0454;0.0370;0.0554;0.0178
1731.03;36340;0.0457;0.0371;0.0559;0.0180
1731.22;36360;0.0461;0.0373;0.0565;0.0182
1731.40;36380;0.0465;0.0374;0.0568;0.0180
1731.60;36400;0.0475;0.0377;0.0586;0.0190
1731.81;36420;0.0489;0.0381;0.0625;0.0217
1732.02;36440;0.0498;0.0386;0.0643;0.0225
1732.24;36460;0.0506;0.0392;0.0656;0.0229
1732.46;36480;0.0508;0.0398;0.0649;0.0217
1732.67;36500;0.0510;0.0405;0.0644;0.0209
1732.89;36520;0.0514;0.0413;0.0647;0.0206
1733.10;36540;0.0518;0.0421;0.0644;0.0198
1733.31;36560;0.0523;0.0432;0.0634;0.0178
1733.52;36580;0.0532;0.0447;0.0627;0.0158
1733.73;36600;0.0546;0.0464;0.0635;0.0149
1733.95;36620;0.0567;0.0480;0.0666;0.0159
1734.18;36640;0.0589;0.0493;0.0698;0.0171
1734.42;36660;0.0608;0.0503;0.0726;0.0185
1734.67;36680;0.0620;0.0512;0.0742;0.0191
1734.92;36700;0.0629;0.0518;0.0753;0.0194
1735.17;36720;0.0638;0.0521;0.0769;0.0204
1735.43;36740;0.0646;0.0526;0.0785;0.0215
1735.69;36760;0.0653;0.0534;0.0790;0.0213
1735.96;36780;0.0663;0.0544;0.0809;0.0221
1736.23;36800;0.0672;0.0549;0.0829;0.0234
1736.51;36820;0.0678;0.0546;0.0848;0.0252
1736.79;36840;0.0672;0.0536;0.0834;0.0251
1737.06;36860;0.0663;0.0524;0.0823;0.0255
1737.32;36880;0.0654;0.0510;0.0808;0.0256
1737.58;36900;0.0644;0.0497;0.0797;0.0256
1737.84;36920;0.0633;0.0489;0.0779;0.0248
1738.09;36940;0.0624;0.0489;0.0759;0.0231
1738.33;36960;0.0619;0.0498;0.0739;0.0207
1738.58;36980;0.0628;0.0512;0.0760;0.0210
1738.83;37000;0.0638;0.0527;0.0777;0.0211
1739.09;37020;0.0645;0.0540;0.0785;0.0207
1739.35;37040;0.0649;0.0549;0.0786;0.0201
1739.60;37060;0.0651;0.0555;0.0784;0.0195
1739.86;37080;0.0653;0.0560;0.0777;0.0185
1740.12;37100;0.0660;0.0565;0.0786;0.0189
1740.38;37120;0.0668;0.0572;0.0791;0.0186
1740.64;37140;0.0680;0.0584;0.0808;0.0191
1740.91;37160;0.0697;0.0601;0.0832;0.0199
1741.19;37180;0.0718;0.0625;0.0860;0.0206
1741.48;37200;0.0738;0.0652;0.0884;0.0207
1741.78;37220;0.0761;0.0677;0.0915;0.0214
1742.08;37240;0.0778;0.0699;0.0936;0.0217
1742.39;37260;0.0788;0.0717;0.0940;0.0207
1742.70;37280;0.0798;0.0734;0.0941;0.0195
1743.00;37300;0.0804;0.0744;0.0943;0.0189
1743.31;37320;0.0805;0.0742;0.0943;0.0188
1743.61;37340;0.0803;0.0735;0.0935;0.0184
1743.92;37360;0.0804;0.0731;0.0938;0.0187
1744.23;37380;0.0809;0.0732;0.0951;0.0196
1744.54;37400;0.0816;0.0736;0.0961;0.0202
1744.86;37420;0.0829;0.0735;0.0993;0.0230
1745.19;37440;0.0844;0.0736;0.1024;0.0257
1745.54;37460;0.0861;0.0741;0.1063;0.0287
1745.89;37480;0.0874;0.0749;0.1094;0.0311
1746.24;37500;0.0877;0.0757;0.1095;0.0306
1746.59;37520;0.0877;0.0767;0.1076;0.0281
1746.94;37540;0.0884;0.0775;0.1090;0.0289
1747.29;37560;0.0881;0.0782;0.1073;0.0267
1747.62;37580;0.0873;0.0788;0.1040;0.0231
1747.95;37600;0.0868;0.0798;0.1016;0.0200
1748.28;37620;0.0874;0.0811;0.1013;0.0189
1748.60;37640;0.0882;0.0819;0.1025;0.0194
1748.94;37660;0.0888;0.0820;0.1048;0.0216
1749.27;37680;0.0883;0.0818;0.1030;0.0200
1749.60;37700;0.0880;0.0815;0.1029;0.0201
1749.94;37720;0.0883;0.0813;0.1049;0.0222
1750.28;37740;0.0885;0.0811;0.1053;0.0227
1750.62;37760;0.0892;0.0807;0.1070;0.0242
1750.96;37780;0.0895;0.0806;0.1077;0.0248
1751.31;37800;0.0898;0.0809;0.1075;0.0242
1751.65;37820;0.0909;0.0815;0.1094;0.0253
1752.01;37840;0.0922;0.0827;0.1112;0.0259
1752.37;37860;0.0935;0.0838;0.1134;0.0271
1752.73;37880;0.0939;0.0845;0.1129;0.0260
1753.08;37900;0.0939;0.0852;0.1112;0.0238
1753.44;37920;0.0948;0.0859;0.1124;0.0242
1753.80;37940;0.0955;0.0864;0.1138;0.0252
1754.16;37960;0.0953;0.0864;0.1130;0.0244
1754.53;37980;0.0958;0.0864;0.1151;0.0266
1754.89;38000;0.0962;0.0862;0.1162;0.0276
1755.27;38020;0.0972;0.0859;0.1196;0.0309
1755.66;38040;0.0978;0.0853;0.1208;0.0323
1756.04;38060;0.0988;0.0849;0.1229;0.0341
1756.44;38080;0.1004;0.0847;0.1258;0.0363
1756.85;38100;0.1023;0.0851;0.1297;0.0391
1757.26;38120;0.1025;0.0855;0.1298;0.0389
1757.66;38140;0.1011;0.0836;0.1282;0.0390
1758.06;38160;0.0979;0.0800;0.1249;0.0393
1758.43;38180;0.0931;0.0756;0.1193;0.0389
1758.77;38200;0.0864;0.0705;0.1102;0.0357
1759.08;38220;0.0790;0.0649;0.0996;0.0319
1759.36;38240;0.0718;0.0591;0.0900;0.0289
1759.61;38260;0.0658;0.0531;0.0821;0.0265
1759.83;38280;0.0609;0.0496;0.0747;0.0230
1760.05;38300;0.0577;0.0481;0.0699;0.0202
1760.25;38320;0.0558;0.0474;0.0676;0.0184
1760.46;38340;0.0547;0.0471;0.0657;0.0169
1760.66;38360;0.0540;0.0471;0.0647;0.0158
1760.86;38380;0.0536;0.0471;0.0647;0.0158
1761.06;38400;0.0529;0.0471;0.0636;0.0151
1761.25;38420;0.0519;0.0469;0.0612;0.0133
1761.44;38440;0.0517;0.0467;0.0613;0.0136
1761.63;38460;0.0515;0.0466;0.0610;0.0134
1761.82;38480;0.0516;0.0466;0.0610;0.0135
1762.01;38500;0.0515;0.0466;0.0608;0.0132
1762.20;38520;0.0517;0.0464;0.0617;0.0141
1762.39;38540;0.0516;0.0461;0.0611;0.0136
1762.58;38560;0.0517;0.0458;0.0612;0.0139
1762.77;38580;0.0514;0.0456;0.0595;0.0124
1762.96;38600;0.0515;0.0454;0.0601;0.0129
1763.14;38620;0.0515;0.0452;0.0601;0.0130
1763.33;38640;0.0516;0.0451;0.0604;0.0134
1763.51;38660;0.0511;0.0452;0.0587;0.0119
1763.70;38680;0.0510;0.0453;0.0588;0.0120
1763.88;38700;0.0513;0.0453;0.0602;0.0133
1764.07;38720;0.0513;0.0453;0.0608;0.0139
1764.26;38740;0.0512;0.0452;0.0612;0.0144
1764.45;38760;0.0509;0.0452;0.0606;0.0140
1764.64;38780;0.0511;0.0450;0.0621;0.0156
1764.83;38800;0.0506;0.0447;0.0612;0.0150
1765.02;38820;0.0505;0.0445;0.0612;0.0153
1765.21;38840;0.0501;0.0444;0.0604;0.0147
1765.39;38860;0.0499;0.0444;0.0595;0.0140
1765.57;38880;0.0500;0.0445;0.0593;0.0135
1765.76;38900;0.0509;0.0449;0.0616;0.0153
1765.95;38920;0.0512;0.0453;0.0616;0.0148
1766.15;38940;0.0518;0.0457;0.0629;0.0155
1766.34;38960;0.0520;0.0459;0.0629;0.0153
1766.54;38980;0.0523;0.0458;0.0644;0.0166
1766.74;39000;0.0522;0.0456;0.0644;0.0169
1766.93;39020;0.0514;0.0451;0.0630;0.0162
1767.12;39040;0.0503;0.0444;0.0607;0.0147
1767.30;39060;0.0495;0.0439;0.0592;0.0140
1767.48;39080;0.0488;0.0435;0.0581;0.0135
1767.66;39100;0.0486;0.0432;0.0581;0.0138
1767.84;39120;0.0483;0.0430;0.0573;0.0132
1768.02;39140;0.0483;0.0427;0.0579;0.0139
1768.20;39160;0.0483;0.0424;0.0579;0.0140
1768.38;39180;0.0484;0.0421;0.0585;0.0147
1768.56;39200;0.0485;0.0418;0.0591;0.0154
1768.74;39220;0.0485;0.0417;0.0594;0.0157
1768.92;39240;0.0483;0.0419;0.0586;0.0148
1769.10;39260;0.0482;0.0422;0.0580;0.0140
1769.28;39280;0.0482;0.0427;0.0575;0.0131
1769.45;39300;0.0484;0.0434;0.0572;0.0123
1769.63;39320;0.0489;0.0441;0.0578;0.0123
1769.81;39340;0.0495;0.0447;0.0587;0.0127
1769.99;39360;0.0498;0.0450;0.0587;0.0125
1770.17;39380;0.0504;0.0451;0.0599;0.0134
1770.36;39400;0.0506;0.0451;0.0599;0.0133
1770.54;39420;0.0505;0.0447;0.0592;0.0130
1770.72;39440;0.0505;0.0441;0.0592;0.0136
1770.89;39460;0.0500;0.0435;0.0578;0.0129
1771.06;39480;0.0495;0.0430;0.0560;0.0116
1771.24;39500;0.0497;0.0427;0.0569;0.0125
1771.41;39520;0.0492;0.0426;0.0552;0.0111
1771.58;39540;0.0493;0.0425;0.0555;0.0114
1771.75;39560;0.0494;0.0425;0.0557;0.0116
1771.92;39580;0.0498;0.0425;0.0569;0.0124
1772.09;39600;0.0497;0.0426;0.0567;0.0121
1772.26;39620;0.0496;0.0425;0.0562;0.0117
1772.43;39640;0.0497;0.0423;0.0562;0.0118
1772.60;39660;0.0496;0.0420;0.0561;0.0120
1772.77;39680;0.0497;0.0417;0.0558;0.0120
1772.94;39700;0.0498;0.0415;0.0558;0.0123
1773.10;39720;0.0496;0.0414;0.0547;0.0117
1773.26;39740;0.0498;0.0412;0.0550;0.0122
1773.43;39760;0.0499;0.0411;0.0550;0.0125
1773.59;39780;0.0497;0.0410;0.0542;0.0119
1773.75;39800;0.0498;0.0412;0.0543;0.0120
1773.92;39820;0.0500;0.0419;0.0548;0.0120
1774.09;39840;0.0504;0.0428;0.0563;0.0125
1774.26;39860;0.0510;0.0438;0.0578;0.0130
1774.44;39880;0.0513;0.0448;0.0584;0.0126
1774.62;39900;0.0519;0.0461;0.0594;0.0122
1774.80;39920;0.0531;0.0477;0.0612;0.0126
1775.00;39940;0.0548;0.0493;0.0644;0.0140
1775.20;39960;0.0567;0.0510;0.0675;0.0153
1775.41;39980;0.0585;0.0529;0.0698;0.0158
1775.63;40000;0.0605;0.0547;0.0722;0.0162
1775.86;40020;0.0627;0.0566;0.0750;0.0171
1776.09;40040;0.0647;0.0580;0.0776;0.0184
1776.34;40060;0.0661;0.0583;0.0801;0.0204
1776.58;40080;0.0662;0.0577;0.0799;0.0209
1776.81;40100;0.0653;0.0560;0.0778;0.0207
1777.04;40120;0.0640;0.0535;0.0760;0.0213
1777.27;40140;0.0625;0.0507;0.0749;0.0228
1777.49;40160;0.0605;0.0477;0.0728;0.0237
1777.70;40180;0.0582;0.0449;0.0704;0.0237
1777.90;40200;0.0560;0.0428;0.0669;0.0227
1778.09;40220;0.0547;0.0415;0.0658;0.0227
1778.28;40240;0.0537;0.0408;0.0645;0.0219
1778.47;40260;0.0531;0.0407;0.0639;0.0213
1778.66;40280;0.0525;0.0408;0.0629;0.0203
1778.85;40300;0.0524;0.0409;0.0629;0.0199
1779.04;40320;0.0527;0.0410;0.0638;0.0207
1779.23;40340;0.0525;0.0409;0.0638;0.0208
1779.42;40360;0.0518;0.0406;0.0624;0.0200
1779.60;40380;0.0512;0.0402;0.0623;0.0202
1779.78;40400;0.0506;0.0396;0.0615;0.0202
1779.96;40420;0.0500;0.0390;0.0604;0.0199
1780.13;40440;0.0496;0.0384;0.0599;0.0199
1780.30;40460;0.0491;0.0381;0.0591;0.0195
1780.48;40480;0.0489;0.0379;0.0591;0.0194
1780.65;40500;0.0490;0.0381;0.0592;0.0194
1780.83;40520;0.0494;0.0385;0.0591;0.0192
1781.00;40540;0.0498;0.0392;0.0594;0.0188
1781.18;40560;0.0504;0.0402;0.0600;0.0185
1781.36;40580;0.0509;0.0413;0.0603;0.0181
1781.54;40600;0.0515;0.0424;0.0606;0.0178
1781.73;40620;0.0521;0.0433;0.0609;0.0178
1781.91;40640;0.0526;0.0439;0.0616;0.0179
1782.09;40660;0.0528;0.0440;0.0623;0.0180
1782.27;40680;0.0534;0.0437;0.0643;0.0198
1782.46;40700;0.0533;0.0431;0.0643;0.0204
1782.64;40720;0.0526;0.0422;0.0636;0.0202
1782.82;40740;0.0522;0.0414;0.0631;0.0200
1783.00;40760;0.0521;0.0409;0.0637;0.0203
1783.18;40780;0.0519;0.0407;0.0629;0.0196
1783.37;40800;0.0525;0.0410;0.0639;0.0203
1783.56;40820;0.0525;0.0416;0.0631;0.0191
1783.74;40840;0.0528;0.0424;0.0634;0.0188
1783.93;40860;0.0537;0.0434;0.0644;0.0193
1784.13;40880;0.0542;0.0444;0.0646;0.0188
1784.31;40900;0.0547;0.0456;0.0641;0.0177
1784.51;40920;0.0561;0.0469;0.0663;0.0184
1784.71;40940;0.0570;0.0486;0.0668;0.0175
1784.91;40960;0.0587;0.0506;0.0688;0.0177
1785.12;40980;0.0602;0.0523;0.0701;0.0170
1785.33;41000;0.0615;0.0531;0.0711;0.0169
1785.54;41020;0.0629;0.0539;0.0730;0.0174
1785.75;41040;0.0644;0.0550;0.0752;0.0181
1785.97;41060;0.0660;0.0564;0.0771;0.0188
1786.20;41080;0.0671;0.0572;0.0779;0.0189
1786.42;41100;0.0681;0.0575;0.0794;0.0198
1786.65;41120;0.0689;0.0582;0.0806;0.0205
1786.89;41140;0.0704;0.0600;0.0831;0.0211
1787.13;41160;0.0718;0.0621;0.0843;0.0207
1787.39;41180;0.0730;0.0638;0.0851;0.0198
1787.64;41200;0.0742;0.0649;0.0869;0.0201
1787.90;41220;0.0758;0.0662;0.0893;0.0207
1788.17;41240;0.0767;0.0676;0.0895;0.0198
1788.43;41260;0.0776;0.0684;0.0902;0.0197
1788.70;41280;0.0782;0.0688;0.0903;0.0195
1788.97;41300;0.0789;0.0693;0.0909;0.0197
1789.23;41320;0.0797;0.0702;0.0916;0.0198
1789.51;41340;0.0806;0.0710;0.0930;0.0204
1789.79;41360;0.0814;0.0710;0.0955;0.0225
1790.07;41380;0.0818;0.0700;0.0980;0.0253
1790.36;41400;0.0808;0.0681;0.0976;0.0266
1790.64;41420;0.0789;0.0655;0.0964;0.0285
1790.91;41440;0.0754;0.0617;0.0946;0.0302
1791.16;41460;0.0716;0.0571;0.0922;0.0321
1791.40;41480;0.0669;0.0524;0.0864;0.0317
1791.61;41500;0.0622;0.0482;0.0798;0.0302
1791.81;41520;0.0575;0.0454;0.0724;0.0266
1791.98;41540;0.0544;0.0438;0.0686;0.0245
1792.15;41560;0.0523;0.0430;0.0651;0.0216
1792.32;41580;0.0519;0.0429;0.0632;0.0202
1792.48;41600;0.0514;0.0430;0.0614;0.0185
1792.65;41620;0.0510;0.0433;0.0603;0.0171
1792.81;41640;0.0509;0.0436;0.0599;0.0164
1792.98;41660;0.0511;0.0436;0.0599;0.0168
1793.15;41680;0.0512;0.0435;0.0603;0.0174
1793.31;41700;0.0512;0.0431;0.0605;0.0181
1793.48;41720;0.0505;0.0427;0.0599;0.0178
1793.64;41740;0.0504;0.0421;0.0598;0.0184
1793.81;41760;0.0500;0.0416;0.0594;0.0185
1793.97;41780;0.0496;0.0410;0.0588;0.0184
1794.13;41800;0.0491;0.0407;0.0582;0.0179
1794.29;41820;0.0490;0.0406;0.0577;0.0177
1794.45;41840;0.0488;0.0407;0.0572;0.0170
1794.61;41860;0.0488;0.0408;0.0569;0.0168
1794.77;41880;0.0489;0.0410;0.0572;0.0168
1794.93;41900;0.0488;0.0412;0.0571;0.0166
1795.09;41920;0.0486;0.0413;0.0572;0.0164
1795.25;41940;0.0486;0.0411;0.0573;0.0167
1795.41;41960;0.0485;0.0408;0.0575;0.0170
1795.56;41980;0.0484;0.0403;0.0576;0.0172
1795.72;42000;0.0485;0.0399;0.0580;0.0179
1795.88;42020;0.0483;0.0396;0.0577;0.0178
1796.04;42040;0.0483;0.0393;0.0580;0.0181
1796.21;42060;0.0483;0.0392;0.0576;0.0182
1796.37;42080;0.0481;0.0392;0.0573;0.0177
1796.53;42100;0.0480;0.0393;0.0570;0.0176
1796.69;42120;0.0479;0.0393;0.0569;0.0175
1796.85;42140;0.0480;0.0393;0.0569;0.0175
1797.01;42160;0.0479;0.0394;0.0565;0.0170
1797.16;42180;0.0481;0.0395;0.0562;0.0166
1797.32;42200;0.0486;0.0400;0.0568;0.0165
1797.49;42220;0.0501;0.0407;0.0592;0.0175
1797.67;42240;0.0517;0.0419;0.0621;0.0184
1797.85;42260;0.0536;0.0434;0.0650;0.0194
1798.04;42280;0.0550;0.0450;0.0665;0.0191
1798.24;42300;0.0564;0.0466;0.0679;0.0191
1798.44;42320;0.0578;0.0483;0.0695;0.0192
1798.64;42340;0.0591;0.0497;0.0710;0.0197
1798.84;42360;0.0596;0.0508;0.0705;0.0189
1799.04;42380;0.0599;0.0516;0.0700;0.0184
1799.24;42400;0.0601;0.0518;0.0695;0.0183
1799.44;42420;0.0602;0.0515;0.0695;0.0187
1799.64;42440;0.0604;0.0508;0.0703;0.0202
1799.84;42460;0.0602;0.0497;0.0704;0.0212
1800.03;42480;0.0598;0.0484;0.0705;0.0221
1800.23;42500;0.0595;0.0473;0.0710;0.0233
1800.43;42520;0.0591;0.0465;0.0708;0.0234
1800.63;42540;0.0585;0.0464;0.0697;0.0222
1800.83;42560;0.0589;0.0471;0.0703;0.0219
1801.03;42580;0.0593;0.0484;0.0703;0.0206
1801.23;42600;0.0599;0.0497;0.0706;0.0195
1801.43;42620;0.0608;0.0510;0.0712;0.0191
1801.63;42640;0.0616;0.0521;0.0718;0.0186
1801.83;42660;0.0624;0.0530;0.0728;0.0185
1802.03;42680;0.0636;0.0535;0.0747;0.0196
1802.24;42700;0.0643;0.0537;0.0753;0.0200
1802.43;42720;0.0648;0.0534;0.0764;0.0206
1802.63;42740;0.0656;0.0536;0.0778;0.0213
1802.83;42760;0.0665;0.0543;0.0787;0.0210
1803.04;42780;0.0680;0.0555;0.0802;0.0214
1803.25;42800;0.0693;0.0570;0.0811;0.0212
1803.47;42820;0.0709;0.0587;0.0829;0.0216
1803.69;42840;0.0723;0.0602;0.0844;0.0220
1803.93;42860;0.0737;0.0616;0.0856;0.0223
1804.17;42880;0.0746;0.0625;0.0864;0.0226
1804.42;42900;0.0752;0.0629;0.0879;0.0238
1804.66;42920;0.0749;0.0628;0.0875;0.0237
1804.91;42940;0.0750;0.0627;0.0879;0.0241
1805.16;42960;0.0749;0.0627;0.0878;0.0237
1805.41;42980;0.0751;0.0633;0.0881;0.0234
1805.66;43000;0.0754;0.0641;0.0885;0.0230
1805.92;43020;0.0763;0.0652;0.0902;0.0236
1806.17;43040;0.0769;0.0664;0.0897;0.0224
1806.43;43060;0.0781;0.0674;0.0915;0.0230
1806.69;43080;0.0791;0.0680;0.0933;0.0241
1806.95;43100;0.0794;0.0681;0.0934;0.0243
1807.22;43120;0.0798;0.0678;0.0941;0.0249
1807.49;43140;0.0802;0.0675;0.0956;0.0262
1807.75;43160;0.0798;0.0673;0.0941;0.0252
1808.02;43180;0.0797;0.0674;0.0942;0.0253
1808.28;43200;0.0798;0.0677;0.0942;0.0251
1808.55;43220;0.0798;0.0683;0.0934;0.0241
1808.81;43240;0.0805;0.0688;0.0944;0.0242
1809.08;43260;0.0804;0.0685;0.0950;0.0250
1809.34;43280;0.0792;0.0671;0.0941;0.0260
1809.60;43300;0.0768;0.0646;0.0929;0.0270
1809.84;43320;0.0739;0.0614;0.0910;0.0278
1810.07;43340;0.0701;0.0577;0.0877;0.0280
1810.28;43360;0.0663;0.0537;0.0844;0.0284
1810.48;43380;0.0621;0.0496;0.0799;0.0286
1810.66;43400;0.0582;0.0462;0.0746;0.0273
1810.83;43420;0.0550;0.0438;0.0698;0.0250
1811.00;43440;0.0536;0.0422;0.0677;0.0244
1811.16;43460;0.0519;0.0410;0.0648;0.0227
1811.32;43480;0.0507;0.0401;0.0621;0.0212
1811.48;43500;0.0497;0.0394;0.0601;0.0202
1811.64;43520;0.0485;0.0389;0.0581;0.0188
1811.79;43540;0.0475;0.0385;0.0564;0.0174
1811.95;43560;0.0470;0.0383;0.0561;0.0171
1812.09;43580;0.0463;0.0383;0.0543;0.0156
1812.24;43600;0.0465;0.0386;0.0543;0.0156
1812.39;43620;0.0467;0.0390;0.0548;0.0156
1812.55;43640;0.0469;0.0396;0.0548;0.0150
1812.70;43660;0.0473;0.0403;0.0550;0.0146
1812.86;43680;0.0478;0.0409;0.0557;0.0145
1813.01;43700;0.0482;0.0414;0.0554;0.0139
1813.17;43720;0.0489;0.0419;0.0563;0.0143
1813.32;43740;0.0493;0.0422;0.0566;0.0143
1813.48;43760;0.0495;0.0426;0.0564;0.0139
1813.63;43780;0.0499;0.0427;0.0571;0.0145
1813.79;43800;0.0503;0.0426;0.0580;0.0153
1813.95;43820;0.0503;0.0425;0.0580;0.0155
1814.11;43840;0.0501;0.0423;0.0580;0.0157
1814.27;43860;0.0499;0.0421;0.0578;0.0156
1814.43;43880;0.0499;0.0419;0.0585;0.0163
1814.59;43900;0.0496;0.0414;0.0581;0.0164
1814.75;43920;0.0493;0.0409;0.0578;0.0165
1814.91;43940;0.0492;0.0406;0.0581;0.0170
1815.07;43960;0.0489;0.0403;0.0578;0.0170
1815.23;43980;0.0486;0.0402;0.0576;0.0170
1815.39;44000;0.0486;0.0401;0.0582;0.0176
1815.55;44020;0.0482;0.0402;0.0568;0.0166
1815.70;44040;0.0479;0.0405;0.0566;0.0158
1815.85;44060;0.0482;0.0410;0.0572;0.0160
1816.00;44080;0.0482;0.0416;0.0566;0.0150
1816.16;44100;0.0488;0.0423;0.0570;0.0147
1816.31;44120;0.0493;0.0429;0.0576;0.0146
1816.47;44140;0.0497;0.0434;0.0572;0.0138
1816.63;44160;0.0506;0.0437;0.0592;0.0151
1816.79;44180;0.0515;0.0439;0.0604;0.0161
1816.96;44200;0.0518;0.0440;0.0607;0.0162
1817.13;44220;0.0522;0.0444;0.0610;0.0161
1817.30;44240;0.0528;0.0449;0.0623;0.0166
1817.47;44260;0.0534;0.0457;0.0629;0.0164
1817.65;44280;0.0544;0.0469;0.0637;0.0160
1817.82;44300;0.0557;0.0485;0.0644;0.0151
1818.01;44320;0.0575;0.0506;0.0661;0.0148
1818.20;44340;0.0598;0.0526;0.0688;0.0153
1818.39;44360;0.0619;0.0543;0.0708;0.0155
1818.59;44380;0.0637;0.0557;0.0723;0.0157
1818.79;44400;0.0656;0.0568;0.0746;0.0169
1819.00;44420;0.0670;0.0575;0.0769;0.0186
1819.21;44440;0.0675;0.0575;0.0782;0.0202
1819.42;44460;0.0672;0.0566;0.0790;0.0218
1819.62;44480;0.0663;0.0550;0.0778;0.0228
1819.82;44500;0.0647;0.0531;0.0773;0.0239
1820.02;44520;0.0630;0.0509;0.0763;0.0250
1820.20;44540;0.0607;0.0488;0.0742;0.0251
1820.38;44560;0.0588;0.0469;0.0723;0.0253
1820.56;44580;0.0566;0.0452;0.0698;0.0241
1820.73;44600;0.0552;0.0444;0.0678;0.0228
1820.89;44620;0.0543;0.0443;0.0664;0.0214
1821.06;44640;0.0545;0.0448;0.0662;0.0210
1821.23;44660;0.0548;0.0453;0.0661;0.0204
1821.40;44680;0.0554;0.0460;0.0663;0.0200
1821.57;44700;0.0557;0.0468;0.0667;0.0191
1821.74;44720;0.0569;0.0477;0.0676;0.0196
1821.92;44740;0.0578;0.0482;0.0688;0.0205
1822.10;44760;0.0582;0.0482;0.0695;0.0210
1822.28;44780;0.0582;0.0480;0.0695;0.0211
1822.46;44800;0.0581;0.0478;0.0696;0.0213
1822.63;44820;0.0579;0.0474;0.0697;0.0216
1822.81;44840;0.0577;0.0469;0.0693;0.0220
1822.98;44860;0.0573;0.0461;0.0689;0.0222
1823.16;44880;0.0569;0.0456;0.0683;0.0221
1823.33;44900;0.0566;0.0454;0.0675;0.0214
1823.51;44920;0.0566;0.0457;0.0672;0.0210
1823.69;44940;0.0568;0.0463;0.0669;0.0202
1823.87;44960;0.0575;0.0474;0.0676;0.0200
1824.05;44980;0.0584;0.0487;0.0682;0.0195
1824.24;45000;0.0593;0.0501;0.0692;0.0191
1824.43;45020;0.0600;0.0513;0.0697;0.0185
1824.61;45040;0.0610;0.0523;0.0709;0.0188
1824.81;45060;0.0619;0.0530;0.0721;0.0194
1825.00;45080;0.0627;0.0533;0.0733;0.0205
1825.20;45100;0.0630;0.0533;0.0735;0.0208
1825.39;45120;0.0629;0.0529;0.0742;0.0213
1825.57;45140;0.0626;0.0524;0.0742;0.0216
1825.76;45160;0.0624;0.0519;0.0746;0.0222
1825.94;45180;0.0620;0.0516;0.0745;0.0224
1826.13;45200;0.0616;0.0514;0.0739;0.0221
1826.31;45220;0.0613;0.0513;0.0735;0.0218
1826.49;45240;0.0611;0.0512;0.0730;0.0217
1826.67;45260;0.0612;0.0512;0.0724;0.0215
1826.86;45280;0.0615;0.0513;0.0724;0.0216
1827.05;45300;0.0616;0.0516;0.0719;0.0210
