age (yr)	total sulfate (ppb)	volcanic sulfate

40627.50	214.99	0
40636.10	188.71	0
40644.70	159.50	9
40652.90	183.10	5
40660.70	179.12	4
40668.50	173.31	0
40676.30	172.04	4
40684.10	178.57	9
40692.90	155.50	0
40702.70	170.95	19
40712.50	109.67	0
40722.30	306.85	140
40732.10	96.90	0
40741.40	104.86	0
40750.20	93.00	0
40759.00	96.53	0
40767.80	88.54	0
40775.94	110.04	0
40784.57	63.06	0
40793.60	84.81	2
40802.00	66.45	0
40810.40	69.46	0
40818.80	78.83	0
40827.20	55.31	0
40835.60	75.47	0
40844.00	62.69	0
40852.40	57.96	0
40860.80	64.38	10
40870.10	83.13	0
40880.30	78.27	0
40890.50	159.14	45
40900.70	279.15	194
40910.90	100.33	12
40920.80	120.24	30
40930.40	88.64	0
40940.00	83.54	0
40949.60	102.77	15
40959.44	81.46	0
40968.73	67.26	0
40977.50	58.70	0
40986.50	53.18	0
40995.50	81.46	4
41004.50	93.17	0
41012.70	88.83	0
41020.10	88.45	0
41027.50	59.46	0
41034.90	61.37	0
41042.30	68.21	0
41050.50	55.46	0
41059.50	58.51	0
41068.50	67.64	0
41077.50	60.03	0
41086.50	60.03	0
41095.10	50.12	0
41103.30	60.80	3
41111.50	88.83	9
41119.70	83.92	10
41127.90	44.77	0
41136.00	52.98	0
41144.00	59.27	0
41152.00	49.93	0
41160.00	51.65	5
41168.00	51.08	0
41177.10	62.89	0
41187.30	91.28	0
41197.50	101.64	0
41207.70	122.68	0
41217.90	185.18	9
41228.10	175.70	0
41238.30	199.85	10
41248.50	225.60	39
41258.70	312.28	0
41268.90	199.58	0
41279.10	177.79	0
41289.30	203.40	28
41299.50	193.85	15
41309.70	187.35	4
41319.90	230.47	28
41330.60	209.12	0
41341.80	215.99	0
41353.00	172.05	0
41364.20	235.61	0
41375.40	230.67	3
41386.20	300.03	0
41396.60	241.85	0
41407.00	277.31	28
41417.40	263.83	0
41427.80	221.41	0
41440.04	249.76	0
41452.20	219.86	0
41465.00	263.83	0
41477.80	201.14	0
41490.60	219.86	0
41501.70	230.48	0
41511.10	337.93	8
41520.50	291.18	0
41529.90	173.70	0
41539.30	300.42	3
41549.20	251.11	0
41559.60	344.66	0
41570.00	167.90	0
41580.40	240.70	24
41590.80	218.32	0
41600.90	179.31	0
41610.70	241.08	0
41620.50	201.72	0
41630.30	124.33	0
41640.10	143.52	0
41650.00	167.13	34
41660.00	187.62	73
41670.00	118.90	3
41680.00	76.55	0
41690.00	97.75	14
41700.00	88.22	0
41710.00	77.13	0
41720.00	92.11	13
41729.75	144.29	32
41739.75	80.25	0
41750.70	73.43	0
41762.10	71.10	0
41773.50	76.94	0
41784.90	128.79	27
41796.02	112.89	35
41807.23	74.83	0
41818.50	86.88	0
41829.50	66.05	0
41840.50	69.17	0
41851.50	70.73	0
41862.10	103.41	8
41872.30	76.87	0
41882.50	102.40	8
41892.70	72.72	0
41902.90	75.77	0
41913.60	115.75	7
41924.80	78.98	0
41936.00	83.39	1
41947.20	84.99	0
41958.40	84.65	0
41969.00	154.50	57
41979.00	94.18	0
41989.00	96.44	0
41999.00	74.89	0
42009.00	72.38	0
42018.80	85.88	0
42028.40	96.57	27
42038.00	71.82	0
42047.60	59.67	0
42057.20	53.75	0
42067.30	53.85	0
42077.90	50.75	0
42088.50	59.71	0
42099.10	67.53	0
42109.70	55.66	0
42119.30	60.22	0
42127.90	56.18	0
42136.50	75.01	8
42145.10	62.77	0
42153.70	90.76	30
42163.00	54.54	0
42173.00	49.13	0
42183.00	50.91	0
42193.00	67.51	0
42203.00	46.85	0
42213.00	60.76	0
42223.00	52.81	0
42233.00	40.58	0
42243.00	72.47	0
42253.00	51.40	0
42263.10	60.33	0
42273.30	70.81	0
42283.50	62.58	0
42293.70	68.33	0
42313.30	75.43	0
42330.50	52.23	0
42339.10	43.48	0
42347.70	54.96	0
42356.10	79.03	16
42364.30	134.89	49
42372.50	57.62	0
42380.70	51.99	0
42388.90	59.38	0
42397.80	45.74	0
42407.40	45.67	0
42417.00	75.80	3
42426.60	48.46	0
42436.20	63.76	0
42445.50	50.76	0
42454.50	82.67	12
42463.50	60.83	0
42481.50	58.57	0
42490.80	48.40	0
42500.40	52.23	0
42510.00	65.25	0
42519.60	58.49	0
42538.70	93.17	21
42548.10	53.76	0
42557.50	69.15	0
42566.90	138.18	60
42576.30	168.80	58
42587.70	185.09	26
42601.10	252.99	7
42615.17	326.40	84
42628.57	298.18	0
42641.30	211.08	3
42654.50	240.24	0
42667.50	269.33	2
42680.50	388.00	138
42693.50	314.85	79
42706.50	229.95	0
42719.30	305.76	9
42731.90	315.42	32
42744.50	242.90	1
42757.10	219.66	0
42769.70	207.07	0
42782.30	210.89	0
42794.90	264.01	5
42807.50	282.44	39
42820.10	224.05	0
42832.70	238.91	0
42845.60	214.70	0
42858.80	204.95	0
42872.00	225.24	0
42885.20	222.48	0
42911.20	222.68	0
42923.60	244.51	0
42936.00	214.61	0
42948.40	211.85	0
42960.80	249.82	0
42973.72	191.75	0
42986.52	293.41	0
42999.00	208.11	0
43011.80	205.74	0
43024.60	215.20	0
43036.40	268.29	0
43047.20	259.84	0
43058.00	257.88	0
43068.80	251.79	0
43079.60	180.51	0
43090.70	143.76	0
43102.10	163.53	0
43113.50	161.35	0
43124.90	162.34	0
43136.30	191.75	0
43148.10	193.13	0
43160.30	192.14	13
43172.50	124.90	0
43184.70	174.19	0
43196.90	109.47	0
43208.40	113.25	0
43219.20	115.08	2
43230.00	90.71	0
43240.80	151.29	57
43251.60	142.66	16
43261.80	166.07	70
43271.40	69.00	0
43281.00	68.09	0
43290.60	67.89	0
43300.20	68.80	1
43310.10	88.79	13
43320.30	81.01	6
43330.50	59.46	0
43340.70	57.93	0
43350.90	43.13	0
43361.70	146.58	79
43373.10	91.55	0
43384.50	72.56	0
43395.90	90.04	0
43407.30	117.86	0
43419.40	113.21	0
43432.20	163.40	1
43445.00	129.26	0
43457.80	111.34	0
43470.60	171.21	26
43482.50	85.31	0
43493.50	97.15	0
43504.50	69.98	0
43515.50	82.29	0
43538.10	71.10	0
43550.30	144.52	33
43562.50	79.06	0
43574.70	320.14	206
43586.90	88.21	0
43598.60	80.20	0
43609.80	70.51	0
43621.00	73.67	0
43632.20	103.65	0
43642.28	85.23	0
43653.88	110.17	12
43667.30	96.94	0
43679.50	66.36	0
43691.70	163.45	65
43703.90	74.63	0
43716.00	139.09	33
43728.00	91.20	0
43740.00	81.61	0
43752.00	84.81	0
43764.00	76.53	0
43775.50	65.31	0
43786.50	100.99	0
43797.50	107.10	0
43808.50	114.49	12
43819.50	73.69	0
43831.20	61.20	0
43843.60	66.51	0
43856.00	69.29	0
43868.40	75.91	0
43880.80	70.45	0
43892.70	79.39	0
43904.10	76.95	0
43915.50	87.17	0
43926.90	78.69	0
43938.30	70.89	0
43949.90	77.40	0
43961.70	57.33	0
43973.50	84.82	0
43985.89	69.70	0
43997.69	69.96	0
44008.20	76.77	0
44018.60	64.85	0
44029.00	107.96	15
44039.40	64.70	0
44049.80	61.52	0
44071.80	83.65	0
44083.00	65.39	0
44094.20	60.89	0
44105.40	61.88	0
44116.30	72.69	0
44126.90	53.65	0
44137.50	74.44	5
44148.10	56.22	0
44158.70	53.16	0
44168.60	47.83	0
44178.26	46.27	0
44187.46	52.45	0
44196.20	48.88	0
44205.40	67.05	0
44214.60	115.64	39
44223.80	64.37	3
44233.00	55.16	0
44242.20	226.04	152
44251.40	71.83	10
44260.30	176.73	111
44268.90	100.92	0
44277.50	70.13	0
44286.10	54.70	0
44294.70	44.92	0
44303.50	47.42	0
44312.50	48.50	0
44321.50	70.65	0
44330.50	65.72	0
44339.50	43.29	0
44348.90	69.53	0
44358.70	78.56	20
44368.50	79.26	17
44378.30	59.74	0
44388.10	71.78	11
44397.60	45.66	0
44406.80	47.98	0
44416.00	49.87	0
44425.20	57.37	0
44434.40	59.07	3
44444.30	47.01	0
44454.90	59.80	1
44465.50	86.78	23
44476.10	71.76	0
44486.70	87.21	30
44497.00	55.64	0
44507.00	53.59	0
44517.00	54.80	0
44527.00	51.48	0
44537.00	54.22	0
44546.10	127.43	65
44554.30	40.08	0
44562.50	50.83	0
44570.70	43.19	0
44578.90	64.80	4
44587.60	48.85	0
44596.80	81.78	14
44606.00	47.71	0
44615.20	56.20	0
44624.40	44.41	0
44633.70	135.35	75
44643.10	58.83	4
44652.50	42.56	0
44661.90	62.21	7
44671.30	83.08	18
44680.10	45.93	0
44688.30	51.33	0
44696.50	48.10	0
44704.70	53.36	0
44712.90	55.77	0
44721.40	48.36	0
44730.20	59.33	8
44739.00	110.99	44
44747.80	47.31	0
44756.60	61.04	0
44765.40	43.55	0
44774.20	45.86	0
44783.00	48.61	0
44791.80	57.56	10
44800.60	96.22	36
44809.50	75.78	14
44818.50	59.14	0
44827.50	57.84	10
44836.50	67.98	0
44845.50	54.36	0
44854.50	65.82	12
44863.50	42.07	0
44872.50	54.11	0
44881.50	42.54	0
44890.50	60.07	0
44899.60	37.53	0
44908.80	61.52	3
44918.00	51.59	0
44927.20	52.41	0
44936.40	62.57	12
44945.60	46.94	0
44954.80	65.22	15
44964.00	49.85	1
44973.20	51.34	0
44982.40	63.95	3
44991.10	45.03	0
44999.30	47.61	0
45007.50	82.25	13
45015.70	54.79	0
45032.30	57.04	0
45040.90	96.32	9
45049.50	52.99	3
45058.10	79.38	22
45066.70	88.33	24
45074.60	56.53	8
45081.80	87.97	9
45089.00	54.91	0
45096.20	68.89	25
45103.40	67.32	0
45111.40	84.28	18
45119.76	61.45	0
45128.56	124.69	64
45137.80	54.19	0
45146.60	61.70	0
45155.60	52.55	0
45164.80	94.20	39
45174.00	52.56	0
45183.20	44.14	0
45192.40	61.47	4
45201.20	50.55	0
45209.60	43.22	0
45218.00	47.51	0
45226.40	48.19	0
45234.80	80.60	25
45243.40	123.72	62
45269.80	59.25	6
45278.60	48.81	0
45286.90	48.46	0
45294.70	52.43	0
45302.50	71.07	20
45310.30	62.62	10
45318.10	75.57	16
45325.80	57.04	0
45333.40	100.75	40
45341.00	88.04	33
45348.60	47.92	3
45356.20	50.25	0
45364.20	38.89	0
45372.60	54.86	0
45381.00	47.14	6
45397.80	50.39	0
45408.00	73.55	0
45420.00	160.32	0
45444.00	180.24	0
45456.00	200.31	0
45467.80	186.95	0
45479.40	205.44	0
45491.00	245.50	1
45502.60	204.56	0
45514.20	294.59	0
45526.50	296.75	40
45539.50	211.85	0
45552.50	214.21	0
45565.50	197.07	0
45578.50	278.89	0
45606.00	229.17	0
45620.00	232.32	0
45634.00	201.98	0
45648.00	243.51	8
45661.93	228.07	13
45674.80	234.83	23
45688.00	221.89	0
45701.20	284.76	6
45714.40	156.84	0
45727.60	192.69	0
45740.80	202.75	0
45754.00	207.01	0
45767.20	183.20	0
45780.40	174.10	0
45794.20	276.87	1
45808.60	337.09	74
45883.00	233.67	0
45899.00	278.60	6
45915.00	246.02	0
45931.00	220.92	0
45947.50	267.62	0
45964.50	235.02	0
45981.50	250.84	0
45998.50	217.83	0
46015.50	201.79	0
46033.10	203.53	0
46051.30	219.96	0
46069.50	180.69	0
46087.70	203.91	0
46105.90	243.32	0
46122.90	219.96	0
46138.70	266.46	0
46154.50	196.76	0
46170.30	194.82	0
46186.10	278.32	0
46202.00	250.58	0
46218.00	326.56	47
46234.00	421.48	79
46250.00	325.98	0
46266.00	387.29	0
46282.90	365.44	0
46300.70	273.09	0
46318.50	333.14	0
46336.30	177.67	0
46354.10	242.82	0
46371.10	234.47	0
46387.30	295.57	0
46403.50	219.31	0
46419.70	172.80	0
46435.90	171.05	0
46452.70	190.52	0
46470.10	159.16	0
46487.50	163.25	14
46504.90	153.70	0
46522.30	184.88	32
46537.90	164.03	9
46565.50	138.28	7
46579.30	122.65	10
46593.10	72.28	0
46606.40	84.85	0
46619.20	83.67	0
46632.00	118.74	0
46644.16	110.72	0
46669.70	80.33	0
46681.10	110.33	0
46692.50	110.72	0
46703.90	118.54	0
46715.30	106.99	0
46727.70	84.06	0
46741.10	124.18	0
46754.50	99.94	0
46767.90	97.00	0
46781.30	97.79	0
46794.60	100.72	0
46807.80	96.41	0
46821.00	86.02	0
46834.20	87.98	0
46847.40	74.42	0
46859.70	95.04	0
46871.10	76.59	0
46882.50	78.95	0
46893.90	66.94	0
46905.30	76.19	0
46916.50	78.75	0
46927.50	94.45	6
46938.50	87.20	12
46949.50	53.11	0
46960.50	51.13	0
46972.45	74.23	3
46984.00	59.44	0
46996.00	47.17	0
47008.00	75.41	0
47020.00	62.21	0
47032.00	79.73	0
47044.00	231.07	99
47056.00	93.87	0
47068.00	77.90	0
47080.00	117.16	0
47092.00	100.85	0
47104.00	55.49	0
47128.00	65.24	0
47140.00	57.24	0
47150.60	45.91	0
47159.80	110.76	28
47169.00	68.56	0
47178.20	55.88	0
47187.40	54.90	0
47197.30	57.44	0
47207.90	53.93	0
47218.50	61.15	0
47229.10	85.88	0
47239.70	122.21	0
47251.20	212.78	29
47263.60	166.57	0
47276.00	146.44	0
47288.40	144.31	0
47300.80	129.58	0
47315.40	138.11	0
47332.20	152.25	0
47349.00	118.33	0
47365.80	147.41	0
47382.60	142.56	0
47398.50	125.12	0
47413.50	130.94	0
47428.50	121.43	0
47443.50	109.98	0
47458.50	108.23	0
47472.30	90.55	0
47484.90	108.43	4
47497.50	101.36	0
47510.10	109.81	0
47522.70	100.01	0
47534.90	81.51	0
47546.70	77.84	0
47558.50	69.70	0
47570.30	73.96	0
47582.10	64.65	0
47594.10	66.01	0
47606.30	74.35	0
47618.50	70.67	0
47630.70	76.48	0
47642.90	85.95	0
47654.50	74.74	0
47665.50	73.58	0
47676.50	74.49	0
47687.50	61.89	0
47698.50	77.55	0
47710.30	72.83	0
47722.90	68.75	0
47735.50	102.91	0
47748.10	86.14	0
47760.70	100.17	0
47773.30	90.23	0
47785.90	93.81	0
47798.50	81.01	0
47811.10	95.18	0
47823.70	64.88	0
47836.20	74.60	0
47848.60	76.18	0
47861.00	85.67	0
47873.40	77.86	0
47885.80	72.56	0
47898.20	88.86	0
47910.60	91.94	0
47923.00	101.93	0
47935.40	105.18	4
47947.80	66.30	0
47960.70	69.60	0
47974.10	83.79	0
47987.50	84.43	0
48000.90	81.40	0
48014.30	78.89	0
48027.20	71.42	0
48039.60	64.70	0
48052.00	110.61	0
48064.40	79.93	0
48076.80	61.77	0
48089.80	67.99	0
48103.40	88.67	0
48117.00	96.19	0
48130.60	117.00	11
48144.20	81.71	0
48157.20	87.67	0
48169.60	64.10	0
48182.00	58.25	0
48194.40	84.43	0
48206.80	81.09	0
48219.60	95.40	11
48232.80	118.69	22
48246.00	64.41	0
48259.20	59.14	0
48272.40	132.78	16
48285.00	68.45	0
48297.00	60.90	0
48309.00	74.86	0
48321.00	75.36	0
48333.00	57.23	0
48345.10	66.66	0
48357.30	60.45	0
48369.50	73.16	0
48381.70	86.26	7
48430.50	62.73	0
48442.70	96.57	0
48454.90	64.84	0
48468.10	85.36	0
48482.30	69.26	0
48496.50	68.41	0
48510.70	68.93	0
48524.90	64.62	0
48538.80	99.33	21
48552.40	77.95	0
48566.00	59.91	0
48579.60	81.64	0
48593.20	82.03	0
48607.10	84.23	0
48621.30	69.50	0
48635.50	84.18	0
48649.70	88.95	3
48663.90	90.22	0
48677.00	94.13	0
48689.00	77.12	0
48701.00	73.46	0
48713.00	69.26	0
48737.40	173.21	79
48750.20	72.25	0
48763.00	92.06	0
48775.80	80.70	0
48789.56	102.24	17
48802.82	79.60	0
48815.40	76.19	5
48829.00	74.55	0
48842.60	54.92	0
48856.20	68.96	0
48869.30	124.63	40
48881.90	69.96	0
48894.50	70.75	0
48907.10	80.97	0
48919.70	89.11	15
48932.20	62.11	0
48944.60	63.29	0
48969.40	71.06	0
48981.80	68.26	0
48994.90	61.95	0
49008.70	63.66	0
49022.50	104.18	4
49036.30	63.15	0
49050.10	70.76	0
49064.20	104.80	18
49078.60	58.41	0
49093.00	57.23	0
49107.40	64.58	0
49121.80	64.70	0
49135.10	77.79	0
49147.30	82.54	0
49159.50	83.22	1
49171.70	68.35	0
49183.90	65.30	0
49196.50	76.11	5
49209.50	65.90	0
49222.50	57.68	0
49235.50	64.35	0
49248.50	57.90	0
49261.50	45.63	0
49274.50	39.59	0
49287.50	54.47	0
49300.50	54.16	0
49313.50	90.15	29
49326.00	52.78	0
49338.00	51.36	0
49350.00	42.39	0
49362.00	106.78	44
49374.00	68.50	4
49385.20	54.54	0
49395.60	55.62	4
49406.00	52.34	0
49416.40	47.55	0
49426.80	56.04	4
49457.50	62.84	0
49467.70	50.61	0
49477.90	66.58	1
49489.09	45.11	0
49500.40	48.16	0
49512.00	56.01	0
49523.60	83.50	16
49535.20	54.50	0
49546.60	78.32	10
49557.80	54.52	0
49569.00	48.47	0
49580.20	51.19	0
49591.40	68.10	3
49602.50	49.23	0
49613.50	65.60	0
49624.50	60.37	7
49635.50	55.92	0
49646.50	52.85	0
49657.60	92.36	15
49668.80	57.64	0
49680.00	62.71	5
49691.20	50.30	0
49714.00	53.65	0
49726.00	58.51	3
49738.00	50.21	0
49750.00	281.68	217
49762.00	78.67	21
49774.20	56.37	0
49786.60	65.18	0
49799.00	58.97	0
49811.40	65.53	2
49823.80	56.48	0
49835.40	59.00	2
49846.20	49.62	3
49857.00	58.21	0
49867.80	46.85	0
49878.60	64.69	0
49889.90	61.23	0
49901.70	55.45	0
49913.50	46.13	0
49925.30	51.16	0
49937.10	43.64	0
49948.90	60.48	1
49960.70	55.88	3
49972.50	42.63	0
49984.30	47.31	0
49996.10	60.32	8
50008.20	64.73	0
50020.60	52.97	0
50033.00	41.92	0
50045.40	57.22	0
50057.80	59.55	0
50069.80	45.34	0
50081.40	45.53	0
50093.00	49.60	5
50104.60	67.70	3
50116.20	51.14	0
50127.80	48.71	0
50139.40	58.70	0
50151.00	54.38	5
50162.60	51.01	0
50174.20	55.88	4
50185.90	45.42	0
50197.70	40.15	0
50209.50	70.96	9
50221.30	51.92	0
50244.80	60.87	18
50256.40	50.96	0
50268.00	74.51	16
50279.60	50.10	0
50326.68	53.43	0
50337.88	42.93	0
50360.41	59.65	0
50371.81	52.58	0
50383.21	48.26	0
50394.61	51.76	0
50406.01	39.68	0
50430.46	87.77	27
50442.86	62.36	3
50455.26	50.01	0
50467.66	51.89	0
50478.67	53.12	0
50489.40	60.01	6
50501.00	56.65	4
50512.60	65.77	6
50524.20	42.68	0
50535.90	52.81	0
50547.70	55.63	0
50559.50	51.52	0
50571.30	74.08	18
50583.10	40.72	0
50594.90	159.81	94
50606.70	48.42	0
50618.50	70.98	2
50630.30	55.79	0
50642.10	60.83	0
50654.20	40.60	0
50665.70	49.73	0
50677.50	51.68	0
50689.30	68.96	7
50701.10	49.58	0
50712.60	53.54	0
50723.80	73.91	1
50735.00	52.03	0
50746.20	56.39	0
50757.40	41.99	0
50769.00	46.08	0
50781.00	69.07	1
50793.00	61.03	0
50805.00	54.54	0
50817.00	41.79	0
50828.40	54.67	0
50839.20	51.87	0
50850.00	41.23	0
50860.80	46.71	0
50871.60	65.90	0
50882.60	38.00	0
50893.80	44.55	0
50905.00	46.80	0
50916.20	59.30	0
50927.40	50.77	0
50938.90	52.30	0
50950.70	101.83	30
50962.50	75.11	0
50974.30	52.47	0
50986.10	48.53	0
50998.20	56.34	0
51010.60	57.25	0
51023.00	56.48	0
51035.40	54.31	0
51047.80	48.93	0
51059.70	48.96	0
51071.10	40.69	0
51082.50	44.59	0
51105.30	57.18	0
51116.60	61.87	13
51127.80	67.89	11
51139.00	42.51	0
51150.20	55.33	0
51161.40	44.27	0
51172.80	49.44	0
51184.40	49.13	0
51196.00	69.35	0
51207.60	82.10	17
51219.20	50.56	0
51232.80	81.80	0
51253.50	83.40	0
51272.50	97.67	6
51291.50	92.97	0
51310.50	55.65	0
51329.50	50.97	0
51348.50	45.21	0
51367.50	40.41	0
51386.50	50.58	0
51405.50	54.63	0
51424.50	66.01	3
51443.50	60.91	4
51462.50	45.94	0
51481.50	46.57	0
51500.50	70.69	0
51520.00	79.23	4
51540.00	66.01	12
51560.00	72.06	19
51580.00	65.87	0
51600.50	132.99	0
51620.50	168.72	0
51640.00	183.68	0
51660.00	170.31	0
51680.00	192.99	16
51700.00	178.32	0
51721.00	247.89	4
51743.00	209.10	3
51765.00	169.36	0
51787.00	152.45	0
51809.00	160.38	6
51831.00	271.21	13
51853.00	177.63	7
51875.00	170.77	16
51897.00	229.82	39
51919.00	206.46	31
51940.50	211.21	21
51961.50	233.33	9
51982.50	218.58	21
52003.50	202.07	0
52045.50	161.26	6
52066.50	268.58	68
52087.50	196.98	1
52108.50	196.80	0
52129.50	163.55	13
52152.00	132.70	0
52176.00	77.52	0
52200.00	44.81	0
52224.00	44.56	0
52248.00	38.81	0
52296.00	47.25	0
52320.00	84.11	0
52344.00	167.36	0
52368.00	186.85	6
52413.00	192.98	0
52435.00	177.10	28
52457.00	218.25	49
52479.00	240.28	0
52501.00	188.83	13
52545.00	227.82	21
52567.00	193.70	16
52589.00	176.92	20
52610.50	212.65	31
52631.50	978.03	557
52652.50	94.40	0
52673.50	61.81	21
52694.50	49.77	0
52715.50	49.77	0
52736.50	55.70	0
52757.50	60.19	0
52778.50	85.01	24
52799.50	60.19	0
52821.50	76.73	3
52844.50	61.63	1
52867.50	87.89	0
52890.50	65.76	0
52913.50	69.36	0
52936.50	60.19	0
52959.50	62.71	0
52982.50	59.65	0
53005.50	67.02	0
53028.50	78.18	18
53053.00	58.99	0
53079.00	53.41	0
53105.00	65.45	5
53131.00	77.11	0
53157.00	120.99	0
53183.00	171.88	0
53209.00	175.42	1
53235.00	206.31	4
53261.00	260.53	35
53287.00	215.13	12
53312.00	192.38	23
53336.00	234.68	0
53360.00	205.78	0
53384.00	221.47	22
53408.00	220.24	48
53432.00	181.96	1
53456.00	183.02	0
53480.00	205.43	0
53504.00	230.28	7
53528.00	201.20	0
53553.00	213.72	20
53579.00	214.07	0
53605.00	221.29	0
53631.00	232.21	0
53657.00	309.48	6
53683.00	211.25	0
53709.00	151.88	0
53735.00	115.66	11
53761.00	149.93	0
53787.00	229.57	2
53812.00	137.16	0
53836.00	117.26	8
53860.00	90.91	0
53884.00	107.36	0
53908.00	101.82	5
53932.00	120.76	10
53980.00	86.26	0
54004.00	83.76	7
54028.00	77.32	17
54051.50	66.39	0
54074.50	67.11	0
54097.50	65.86	0
54120.50	57.62	0
54143.50	52.60	0
54166.50	75.71	0
54189.50	59.59	0
54212.50	67.47	0
54236.08	88.59	13
54259.08	74.09	0
54281.00	76.24	0
54303.00	84.12	0
54325.00	62.81	0
54369.00	62.81	0
54391.00	61.20	0
54413.00	74.63	0
54457.00	71.05	0
54479.00	101.11	3
54502.00	80.00	0
54526.00	122.72	32
54550.00	84.12	5
54574.00	81.97	0
54598.00	76.25	0
54622.00	60.52	0
54646.00	69.30	0
54670.00	134.05	50
54694.00	66.93	0
54718.00	74.06	0
54742.00	129.50	37
54766.00	113.47	35
54790.00	76.80	0
54814.00	62.72	0
54838.00	53.19	0
54862.00	80.27	7
54886.00	68.94	0
54910.00	61.44	0
54934.00	69.85	0
54958.00	65.83	0
54983.00	67.29	0
55009.00	61.07	0
55035.00	49.71	0
55061.00	64.91	0
55085.05	75.15	0
55111.05	98.52	18
55139.00	70.77	0
55165.00	56.68	0
55191.00	74.61	0
55217.00	86.66	6
55243.00	50.63	0
55269.00	73.33	0
55295.00	79.36	3
55321.00	54.29	0
55347.00	61.07	0
55399.00	59.06	0
55425.00	80.42	0
55451.00	75.76	2
55477.00	64.05	0
55502.00	58.07	0
55526.00	95.03	25
55550.00	57.89	0
55574.00	59.89	0
55598.00	50.60	0
55622.00	59.53	0
55646.00	51.88	0
55670.00	63.87	0
55694.00	52.97	0
55718.00	90.23	32
55742.50	121.67	45
55767.50	58.98	0
55792.50	70.55	0
55817.50	83.10	0
55842.50	85.25	0
55867.50	47.48	0
55892.50	43.62	0
55917.50	43.81	0
55942.50	88.81	23
55967.50	57.89	0
55993.50	153.24	6
56020.50	141.07	0
56047.50	255.11	50
56074.50	123.60	0
56101.50	126.75	0
56128.50	116.58	0
56155.50	175.89	102
56209.50	85.96	19
56236.50	51.69	0
56264.00	38.63	0
56292.00	58.44	0
56320.00	139.33	1
56376.00	306.62	95
56404.00	193.90	0
56432.00	247.26	90
56460.00	196.57	18
56488.00	209.52	12
56516.00	198.16	4
56543.50	192.48	0
56570.50	185.73	4
56597.50	225.48	52
56624.50	134.06	2
56651.50	91.79	0
56678.50	85.49	0
56705.50	130.67	30
56732.50	117.07	24
56759.50	71.98	11
56786.50	75.59	18
56813.00	83.69	22
56839.00	100.94	26
56865.00	55.54	8
56917.00	84.05	30
56943.00	63.14	0
56969.00	57.89	0
56995.00	59.52	0
57047.00	141.74	49
57073.50	91.97	15
57100.50	45.02	0
57127.50	91.97	32
57154.50	51.55	0
57181.50	48.29	0
57209.18	50.10	0
57235.50	45.02	0
57262.50	50.10	0
57289.50	44.84	0
57316.50	47.02	0
57345.00	48.47	0
57375.00	61.30	0
57405.00	48.71	0
57435.00	42.10	0
57495.00	56.02	0
57525.00	126.87	0
57555.00	159.83	0
57585.00	203.82	0
57615.00	201.37	23
57644.50	212.41	15
57673.50	231.47	34
57702.50	206.63	38
57731.50	192.94	35
57760.50	111.90	14
57789.50	77.43	0
57818.50	48.34	0
57847.50	43.75	0
57876.50	63.66	8
57905.50	43.75	0
57936.50	59.12	0
57968.26	49.81	0
58001.26	56.02	0
58035.50	73.45	5
58068.50	86.44	0
58101.50	144.44	0
58134.50	193.65	0
58167.50	209.26	0
58200.50	275.53	5
58233.50	206.80	0
58266.50	207.50	0
58299.50	173.59	0
58332.50	255.19	59
58365.50	258.67	27
58398.50	314.19	55
58431.50	238.80	0
58464.50	266.84	19
58497.50	233.38	10
58563.50	198.08	0
58595.50	229.52	5
58626.50	209.86	8
58657.50	211.27	0
58688.50	258.78	16
58719.50	256.68	25
58750.50	230.05	0
58812.50	272.77	0
58843.50	282.21	11
58874.50	225.49	0
58939.50	210.74	30
58972.50	221.35	14
59038.50	177.31	1
59104.50	273.29	62
59137.50	223.03	0
59170.50	185.24	0
59203.50	327.05	106
59236.00	225.49	16
59268.00	222.50	4
59300.00	269.10	31
59332.00	253.88	17
59364.00	277.49	1
59396.00	270.15	28
59428.00	218.82	0
59460.00	277.84	41
59492.00	410.85	141
59524.00	282.56	39
59556.50	265.42	59
59589.50	291.99	76
59622.50	242.96	0
59655.50	277.02	0
59688.50	214.36	0
59721.50	320.81	61
59754.50	238.98	31
59788.33	303.59	68
59821.33	213.14	2
59853.50	255.08	0
59887.50	298.07	27
59922.50	235.17	0
59957.50	275.47	0
59992.50	222.34	3
60027.50	276.51	19
60062.50	254.56	18
60097.50	246.94	0
60132.50	196.98	10
60167.50	223.55	0
60202.50	187.06	0
60238.00	283.41	0
60274.00	371.68	64
60310.00	331.48	6
60346.00	265.97	0
60382.00	342.31	25
60418.00	286.00	63
60454.00	218.87	0
60490.00	254.73	52
60526.00	284.96	38
60562.00	242.44	14
60598.50	240.88	20
60635.50	260.78	28
60672.50	270.80	0
60709.50	260.49	0
60747.43	351.27	0
60784.43	254.90	0
60820.50	283.71	0
60857.50	203.61	0
60894.50	341.71	60
60931.50	296.79	0
60968.50	347.62	44
61005.50	377.16	25
61042.50	254.38	0
61079.50	296.79	0
61116.50	303.06	0
61153.50	296.44	53
61190.50	319.09	26
61227.50	257.87	0
61264.50	252.98	0
61338.00	287.37	0
61374.00	274.99	0
61410.00	393.13	76
61446.00	286.85	0
61482.00	317.17	6
61554.00	286.33	0
61590.00	256.30	0
61626.00	277.60	0
61662.00	218.16	0
61696.00	288.07	28
61728.00	291.38	11
