age (yr)	total sulfate (ppb)	volcanic sulfate

9526.71	157.17	106
9528.60	224.24	114
9530.72	47.87	11
9532.80	42.70	0
9535.08	32.71	0
9537.87	51.82	3
9539.95	40.35	7
9542.05	59.58	11
9544.41	55.32	0
9546.56	54.79	0
9548.67	93.64	68
9550.69	26.71	0
9552.89	75.65	18
9555.09	34.17	0
9556.90	60.69	0
9559.50	54.80	3
9562.00	39.59	0
9564.00	52.18	4
9566.35	41.40	0
9568.56	60.64	3
9571.00	40.52	0
9573.32	60.17	16
9575.17	36.18	2
9577.14	31.44	0
9579.36	30.19	0
9581.73	52.83	8
9583.17	138.65	98
9585.53	49.84	1
9587.76	45.10	0
9589.87	42.87	4
9592.00	64.14	16
9594.67	95.40	39
9597.00	60.06	11
9598.77	39.50	0
9601.08	57.27	13
9604.10	56.11	2
9606.58	44.18	0
9608.63	51.14	10
9611.05	55.33	24
9613.30	82.10	38
9615.42	39.54	0
9617.85	38.09	0
9619.68	46.62	9
9621.73	44.55	0
9623.68	44.41	17
9626.00	45.47	0
9628.88	105.82	8
9631.35	32.99	0
9633.19	46.15	8
9635.06	46.96	15
9637.80	45.58	5
9640.69	45.63	3
9642.81	44.29	0
9644.63	50.40	0
9647.06	60.96	17
9649.14	56.67	23
9651.26	55.26	17
9653.32	57.52	24
9654.85	36.62	15
9656.67	49.36	13
9658.83	42.35	4
9661.00	44.77	0
9663.23	63.89	0
9665.40	48.81	0
9667.65	67.02	25
9669.75	52.23	0
9671.95	37.96	0
9674.00	42.33	0
9676.32	55.10	6
9678.50	39.55	0
9681.22	45.52	3
9684.09	58.53	9
9686.91	65.99	15
9689.75	68.95	33
9691.89	34.87	1
9694.21	39.59	0
9696.53	39.49	0
9698.45	47.16	7
9701.00	66.61	0
9703.44	33.71	0
9705.62	52.28	0
9707.50	39.98	0
9709.42	65.15	18
9711.56	98.04	35
9713.39	76.60	18
9715.19	57.26	16
9717.42	56.41	0
9719.44	73.94	24
9722.06	97.09	41
9724.14	72.16	26
9725.90	80.93	33
9728.24	94.01	54
9730.35	103.17	48
9732.61	90.76	51
9734.74	113.78	60
9736.73	177.03	120
9739.32	132.94	84
9741.44	117.50	71
9744.00	97.96	53
9746.46	68.80	24
9748.31	82.14	38
9750.26	85.73	36
9752.50	74.06	23
9754.69	70.66	24
9757.17	80.11	35
9759.20	55.86	0
9761.06	46.46	6
9763.31	60.01	15
9765.57	56.77	5
9767.43	40.78	0
9769.73	155.11	111
9772.16	36.01	0
9774.00	52.15	0
9776.89	44.29	0
9779.11	37.41	0
9781.20	49.93	0
9783.50	54.08	4
9785.76	45.71	2
9787.65	50.20	0
9789.72	54.28	9
9791.64	45.39	14
9793.76	52.00	14
9796.06	61.59	5
9798.59	60.67	16
9800.71	46.03	1
9803.63	50.86	1
9805.44	54.31	17
9807.50	110.62	68
9809.65	29.15	0
9811.76	32.37	0
9813.57	45.66	0
9815.71	23.37	0
9817.52	34.60	0
9820.13	32.50	0
9821.92	55.64	20
9823.95	86.65	29
9825.71	51.95	0
9827.50	53.20	2
9830.07	36.16	0
9832.31	52.34	0
9834.19	112.65	75
9836.33	87.46	35
9838.44	41.38	4
9840.62	63.58	20
9843.07	247.04	199
9845.28	30.33	0
9846.95	39.51	5
9849.41	31.27	0
9851.37	44.65	8
9852.92	44.68	2
9855.14	30.59	0
9856.95	39.84	3
9859.04	42.62	7
9860.43	114.09	66
9862.20	62.81	5
9864.63	57.69	0
9866.95	42.10	0
9869.05	62.82	0
9871.00	59.19	6
9872.88	42.11	9
9875.46	59.27	11
9877.84	193.31	144
9880.08	72.52	21
9882.38	54.85	2
9884.75	54.40	16
9886.76	58.39	0
9888.47	76.44	26
9890.65	67.31	15
9893.00	76.31	31
9895.56	70.97	33
9897.89	92.82	51
9899.95	89.79	67
9901.76	84.95	52
9903.89	91.54	30
9905.48	102.97	50
9907.00	40.68	0
9909.20	32.53	0
9910.60	40.65	2
9912.86	62.34	9
9915.05	57.71	9
9917.05	59.14	20
9919.13	74.92	32
9921.19	50.13	14
9923.44	84.50	34
9925.53	150.59	97
9928.63	110.61	68
9930.76	164.60	109
9933.05	69.76	24
9934.81	53.70	20
9936.67	44.43	3
9938.70	73.01	34
9940.76	63.07	22
9943.36	78.28	31
9945.73	55.83	17
9948.25	64.68	13
9950.00	40.62	0
9951.90	60.66	2
9954.25	95.57	44
9956.39	54.44	17
9958.21	59.93	20
9960.38	58.12	13
9962.47	65.63	21
9964.46	51.80	10
9966.67	66.90	35
9968.58	74.80	37
9970.33	77.29	46
9972.26	51.92	21
9974.00	53.43	9
9975.55	53.76	12
9977.28	49.46	16
9979.50	66.95	22
9981.50	62.15	20
9983.44	72.22	19
9985.71	87.30	58
9988.05	116.64	60
9990.07	128.81	75
9991.46	134.77	85
9993.77	141.50	81
9995.81	79.72	34
9998.00	128.92	94
10000.07	134.32	66
10002.54	160.46	109
10004.75	118.32	71
10006.79	39.69	0
10008.57	27.56	0
10010.79	25.43	0
10012.77	29.93	0
10014.89	32.99	0
10017.29	32.52	0
10019.11	34.78	0
10021.36	45.36	5
10023.63	138.83	80
10025.86	93.20	59
10027.16	37.04	4
10029.35	33.52	2
10031.55	42.82	0
10033.92	119.27	76
10036.29	52.02	38
10037.82	32.82	15
10039.75	31.81	5
10041.88	37.21	16
10044.15	51.79	25
10045.95	52.62	15
10048.00	80.88	57
10049.87	67.49	53
10051.55	70.66	1
10053.53	138.95	91
10055.77	86.09	42
10058.15	79.39	35
10060.13	52.39	18
10063.10	81.92	46
10065.22	75.31	36
10067.13	88.22	47
10068.57	167.94	142
10070.85	127.91	89
10072.87	45.06	1
10074.39	42.13	10
10076.04	35.22	0
10077.68	45.81	12
10080.08	46.69	2
10082.39	44.90	0
10084.36	35.03	0
10086.14	38.48	0
10087.76	53.08	10
10091.07	48.31	14
10093.33	45.46	9
10094.79	54.27	20
10096.39	28.57	10
10101.21	46.46	0
10103.63	35.02	0
10105.47	26.77	0
10108.05	28.16	0
10110.08	38.00	0
10112.56	25.89	0
10114.33	31.43	0
10116.63	41.87	0
10119.06	34.40	0
10121.11	40.61	0
10122.82	52.21	0
10125.23	43.28	0
10127.45	46.45	0
10129.65	184.99	150
10131.69	212.35	148
10133.81	50.03	0
10135.70	41.89	0
10138.24	45.52	2
10140.38	131.26	57
10142.53	47.32	11
10144.80	62.12	7
10147.50	51.20	4
10149.55	55.65	13
10151.71	51.19	9
10153.57	45.99	10
10155.93	51.83	2
10158.46	54.67	7
10160.69	42.52	11
10162.31	69.19	11
10165.21	55.76	0
10167.70	40.42	0
10169.88	40.59	0
10171.92	51.27	1
10174.25	55.43	6
10175.94	85.51	35
10178.44	72.88	15
10180.27	182.92	130
10185.20	34.03	0
10187.44	46.78	0
10189.79	40.03	0
10192.40	40.14	0
10194.67	40.06	7
10197.13	36.79	0
10199.47	42.39	0
10201.23	27.28	0
10203.07	37.14	0
10205.41	35.16	0
10207.69	48.57	8
10210.29	50.89	0
10212.18	29.06	0
10214.31	60.58	22
10216.64	32.30	2
10218.57	34.82	0
10220.43	38.45	0
10222.07	41.41	0
10224.18	37.16	0
10226.43	63.31	0
10228.53	49.90	0
10230.23	46.47	3
10231.89	55.46	8
10233.94	51.10	6
10236.18	44.03	0
10238.38	46.85	0
10240.33	54.48	0
10242.31	58.46	0
10244.26	38.38	0
10246.35	30.33	0
10248.17	34.72	0
10250.29	46.20	0
10252.23	49.27	0
10254.36	30.20	0
10256.27	49.82	5
10258.39	37.90	0
10260.33	48.47	0
10262.17	63.22	15
10264.10	48.49	3
10266.27	46.84	0
10268.07	46.23	0
10270.64	60.90	2
10273.00	80.71	0
10275.29	576.20	480
10277.36	85.08	29
10278.73	97.37	49
10280.53	97.37	0
10282.37	98.25	57
10283.84	373.70	311
10285.77	160.00	113
10287.87	116.30	55
10289.61	162.30	124
10291.61	152.80	92
10293.55	142.80	100
10296.15	161.90	82
10298.10	102.82	56
10300.29	119.55	60
10302.75	104.42	40
10305.35	37.80	0
10307.00	39.49	0
10309.46	60.03	0
10311.77	32.75	0
10313.67	37.67	0
10315.94	28.70	0
10318.13	32.58	0
10320.13	39.88	0
10322.40	39.56	0
10325.57	34.59	0
10327.62	117.71	69
10330.15	36.42	0
10332.13	26.24	0
10334.40	39.53	3
10336.46	38.98	0
10338.53	52.33	6
10340.56	28.99	0
10342.47	32.74	0
10344.67	34.05	0
10346.52	48.98	15
10348.13	42.08	0
10350.53	35.70	0
10352.57	31.29	0
10354.75	36.01	1
10356.72	54.38	0
10358.67	29.20	0
10360.44	46.18	11
10362.24	96.84	52
10363.94	34.60	0
10366.00	31.16	0
10367.90	74.47	16
10370.17	74.19	14
10372.35	119.02	54
10374.26	69.89	20
10376.09	74.10	20
10377.75	112.61	66
10379.39	38.00	0
10381.92	54.14	19
10384.23	34.03	10
10386.13	44.70	0
10388.79	39.94	0
10391.54	34.01	0
10393.71	34.24	0
10395.67	30.88	0
10397.50	42.76	0
10399.31	66.22	24
10401.16	81.15	44
10402.76	221.58	172
10404.46	612.31	548
10407.17	108.59	63
10409.43	45.04	0
10412.00	39.30	0
10413.86	32.27	0
10415.43	33.23	0
10418.25	28.76	0
10420.50	33.31	0
10423.25	36.02	0
10425.71	55.78	16
10428.00	49.75	3
10430.33	42.66	0
10431.94	31.30	0
10433.87	68.00	18
10435.95	120.92	68
10438.33	35.37	37
10440.54	41.12	4
10442.79	58.07	21
10446.74	39.66	0
10448.77	44.38	0
10450.80	88.27	34
10452.83	32.21	0
10454.92	40.87	7
10457.05	33.23	0
10459.30	40.68	0
10461.70	26.89	0
10464.10	72.19	5
10466.50	32.20	0
10468.83	40.54	0
10471.13	32.75	2
10473.21	43.78	5
10475.29	39.32	0
10477.31	39.11	0
10479.32	34.28	0
10481.40	79.87	35
10483.42	118.06	68
10485.65	68.84	15
10488.05	48.00	0
10490.45	40.33	0
10492.78	72.22	18
10495.10	40.70	0
10497.50	33.05	0
10499.77	39.45	0
10501.94	48.33	1
10504.18	35.89	0
10506.35	45.51	2
10508.52	48.99	0
10510.69	56.43	0
10512.86	200.86	151
10515.10	74.09	21
10517.27	55.63	10
10519.44	40.97	10
10521.61	59.66	16
10523.78	57.22	18
10525.95	78.21	40
10528.20	82.52	44
10530.60	45.61	0
10533.23	47.30	0
10535.25	42.04	0
10537.58	39.95	0
10539.90	58.73	21
10541.78	54.37	17
10544.21	52.13	18
10546.23	52.94	25
10548.24	62.62	9
10550.26	88.60	9
10552.27	42.69	1
10556.17	77.61	27
10558.32	83.03	45
10560.33	49.46	0
10562.35	48.93	0
10564.30	45.66	10
10566.31	53.94	7
10568.35	69.99	14
10570.52	86.95	41
10572.69	69.81	31
10574.79	37.36	0
10576.96	47.81	3
10579.13	58.15	5
10581.30	63.22	21
10583.47	48.32	17
10585.57	38.02	0
10587.74	55.55	13
10589.91	67.01	21
10592.01	42.34	15
10594.18	52.81	17
10596.42	57.70	1
10598.52	67.95	35
10600.55	89.43	66
10602.72	92.21	45
10604.89	101.24	49
10606.99	86.47	34
10609.16	45.62	5
10611.33	65.26	14
10613.43	48.98	4
10615.53	51.31	1
10617.70	50.72	0
10619.87	65.69	0
10621.97	55.33	17
10624.08	52.99	12
10626.48	60.41	12
10628.96	45.75	14
10631.44	38.80	5
10633.84	48.96	11
10636.24	72.93	14
10638.72	40.13	16
10640.98	57.60	10
10643.08	70.96	23
10645.25	104.02	63
10647.35	146.11	104
10649.45	80.83	44
10651.55	55.71	11
10653.65	61.29	30
10655.75	46.26	3
10657.85	32.95	0
10660.02	66.54	27
10662.19	50.65	19
10664.29	40.82	0
10666.39	88.44	33
10668.49	68.33	21
10670.59	39.42	10
10672.69	33.44	0
10674.79	27.36	0
10676.89	26.98	0
10678.99	34.35	0
10681.02	24.03	0
10683.12	23.70	0
10685.29	37.17	0
10687.39	45.11	0
10689.49	44.58	0
10691.59	56.61	0
10693.90	42.94	17
10695.79	60.55	4
10697.76	52.15	4
10699.71	65.02	17
10701.66	72.59	25
10703.61	50.34	7
10705.56	76.70	14
10707.51	53.08	22
10709.45	34.26	1
10711.63	82.39	33
10713.88	76.25	35
10716.13	69.02	25
10718.38	89.29	35
10720.63	83.90	35
10722.88	80.91	33
10725.20	71.81	16
10727.52	78.97	33
10729.84	99.92	49
10732.24	101.44	49
10734.64	91.27	49
10737.04	108.50	36
10739.44	69.45	19
10741.54	77.68	20
10743.57	72.92	3
10745.67	89.13	42
10747.77	112.30	58
10749.87	56.36	18
10751.90	43.18	0
10753.93	37.77	0
10756.03	33.66	0
10758.13	43.78	0
10760.16	53.68	0
10762.19	57.91	13
10764.29	43.81	0
10766.32	61.81	13
10768.33	38.95	0
10770.28	40.85	0
10772.23	36.53	0
10774.11	48.80	0
10776.00	32.96	0
10777.95	49.25	0
10779.83	36.32	0
10781.77	62.62	22
10783.87	46.68	0
10785.90	56.46	0
10787.93	46.18	0
10789.96	43.29	3
10791.99	54.55	13
10794.02	57.93	0
10796.05	43.76	0
10798.15	38.25	92
10800.25	37.01	0
10802.28	45.19	0
10804.31	40.39	0
10806.34	61.90	4
10808.37	58.80	6
10810.50	52.48	0
10812.68	61.94	0
10814.85	49.38	0
10817.03	55.07	0
10819.28	44.90	0
10821.45	78.37	29
10823.63	40.71	0
10825.80	63.95	5
10827.98	42.47	0
10830.15	158.73	118
10832.33	53.44	15
10834.50	54.24	0
10836.60	46.69	9
10838.78	68.40	21
10840.82	40.74	1
10842.85	51.80	14
10844.88	59.66	22
10846.91	54.99	5
10848.94	40.04	0
10850.97	46.79	0
10853.00	57.65	0
10855.10	55.42	0
10857.28	71.55	12
10859.45	72.65	3
10861.63	52.47	7
10863.80	77.28	22
10865.90	68.25	4
10868.08	62.60	3
10870.25	74.47	23
10872.35	61.23	18
10874.53	67.95	24
10876.70	41.33	0
10878.80	48.94	2
10880.98	43.40	0
10883.16	35.35	8
10885.40	45.05	0
10887.72	52.54	1
10890.04	55.86	0
10892.28	67.74	4
10894.52	75.68	19
10896.84	49.85	0
10899.14	37.08	0
10901.10	92.48	36
10903.06	88.00	29
10905.09	39.27	0
10907.12	43.49	0
10909.08	43.57	0
10911.04	30.06	0
10913.07	41.29	0
10915.10	61.36	7
10917.06	47.00	9
10919.02	33.66	0
10920.98	39.70	0
10925.04	31.62	0
10927.00	63.33	20
10929.10	47.43	0
10931.20	38.92	0
10933.30	38.42	0
10935.40	47.28	7
10937.58	48.78	1
10939.75	30.78	0
10941.85	52.71	17
10943.95	41.72	0
10946.05	44.49	0
10948.15	35.78	0
10950.25	35.99	0
10952.35	39.37	0
10954.45	38.97	0
10956.55	44.55	1
10958.76	61.78	11
10961.00	72.14	21
10963.24	83.26	40
10965.56	105.32	63
10967.88	72.98	30
10970.12	67.65	21
10972.36	51.89	0
10974.40	40.58	0
10976.36	65.21	0
10978.32	34.90	0
10980.28	48.28	3
10982.24	73.88	26
10984.20	62.62	23
10986.09	95.24	27
10987.98	65.06	18
10989.94	47.24	4
10991.90	56.01	0
10993.86	37.65	0
10995.82	52.34	0
10997.78	54.89	13
10999.74	117.26	59
11001.90	98.36	47
11006.94	163.56	93
11009.46	130.38	64
11011.98	70.20	5
11014.41	54.88	19
11016.84	86.08	14
11019.28	115.85	77
11021.24	63.95	12
11023.20	104.97	50
11025.16	55.51	0
11027.05	57.26	10
11028.94	107.30	40
11030.90	189.47	128
11032.86	60.88	16
11035.24	211.02	163
11037.48	80.17	30
11039.48	59.16	22
11041.64	120.43	44
11043.88	51.83	0
11046.12	54.25	3
11048.28	45.42	0
11050.26	71.78	12
11052.22	53.63	0
11054.18	65.07	25
11056.07	60.71	16
11057.96	52.52	0
11059.92	58.85	2
11061.95	60.11	11
11064.14	96.63	51
11066.61	178.73	120
11069.27	66.90	16
11071.84	73.48	16
11074.40	81.32	32
11077.06	72.76	26
11079.63	70.35	2
11082.15	69.62	27
11084.25	106.18	55
11086.28	83.81	25
11088.30	72.15	13
11090.40	59.78	0
11092.43	49.80	6
11094.45	55.00	8
11096.48	54.98	22
11098.40	43.29	0
11100.36	64.35	2
11102.25	45.23	0
11104.14	78.43	14
11106.03	39.12	0
11107.92	51.24	0
11109.95	60.60	19
11111.84	57.84	0
11113.66	29.55	0
11115.55	38.81	0
11117.44	41.43	0
11119.33	41.23	0
11121.22	57.21	6
11123.11	183.75	124
11125.00	80.09	13
11127.30	63.45	3
11129.59	47.29	0
11131.89	61.01	11
11134.18	51.09	3
11136.48	53.57	2
11138.77	78.24	25
11140.98	127.47	66
11143.28	78.99	29
11145.66	107.76	54
11147.95	112.08	55
11150.25	102.62	47
11152.46	123.66	76
11154.75	127.98	66
11157.05	133.70	59
11159.32	68.89	10
11161.48	61.01	0
11163.56	39.23	0
11165.72	54.82	13
11167.88	74.93	10
11170.04	74.68	0
11172.20	84.87	30
11174.28	81.48	23
11176.44	81.39	33
11178.60	86.56	39
11180.68	76.71	10
11182.84	87.93	34
11185.00	113.94	29
11187.08	100.16	33
11189.24	110.43	35
11191.35	164.17	118
11193.17	119.71	98
11195.06	106.62	52
11196.95	147.40	70
11198.77	86.10	0
11200.59	93.01	22
11202.48	70.90	1
11204.37	75.53	25
11206.28	97.85	41
11208.23	87.43	34
11212.28	91.40	47
11214.23	54.89	3
11216.18	49.45	3
11218.20	45.99	3
11220.24	71.86	16
11222.32	62.15	8
11224.40	68.59	17
11226.48	129.16	60
11228.64	66.44	12
11230.80	82.30	16
11232.88	221.17	145
11234.96	876.03	801
11236.98	44.35	0
11238.93	44.51	0
11240.95	51.16	1
11242.98	57.37	0
11244.93	75.69	20
11246.88	80.32	26
11248.83	87.59	38
11250.78	47.64	0
11253.07	40.56	0
11255.41	76.85	15
11257.75	84.62	25
11260.18	45.22	0
11262.61	229.03	175
11264.95	116.05	56
11267.29	46.71	0
11269.60	40.18	0
11271.81	35.68	0
11274.02	77.81	13
11276.23	55.45	0
11278.44	79.61	32
11280.65	39.30	0
11282.86	36.09	0
11284.98	53.37	0
11287.05	40.72	0
11289.08	50.78	9
11291.03	60.90	16
11292.98	52.71	15
11294.93	60.66	8
11296.88	63.05	3
11298.83	56.92	0
11300.78	52.55	0
11302.73	78.52	25
11304.68	90.98	30
11306.63	74.06	24
11308.58	106.65	25
11310.53	94.04	35
11312.48	115.86	46
11314.35	84.46	0
11316.26	111.68	43
11318.47	77.88	13
11320.68	86.49	17
11322.89	124.53	49
11325.10	67.77	3
11327.31	61.47	15
11329.52	108.49	32
11331.81	94.93	30
11334.08	102.02	44
11336.24	106.36	20
11338.49	105.52	27
11340.83	59.96	0
11343.17	65.70	0
11345.51	94.01	26
11347.76	70.12	0
11349.92	118.03	21
11352.43	83.50	15
11354.90	96.08	0
11357.37	79.99	0
11359.74	85.49	13
11362.12	64.73	0
11364.59	81.76	0
11367.06	59.25	0
11369.43	46.85	5
11371.81	59.51	0
11374.28	58.04	0
11376.75	65.13	0
11379.12	58.14	3
11381.50	97.24	21
11383.97	49.90	0
11386.44	87.38	12
11388.81	65.52	11
11391.19	66.07	0
11393.66	114.30	28
11396.03	109.30	21
11398.41	89.55	5
11400.88	60.45	7
11403.25	190.90	109
11405.63	151.10	78
11408.08	47.78	0
11410.08	96.71	18
11412.08	83.09	22
11414.16	57.15	0
11416.16	61.51	0
11418.16	59.04	0
11420.24	67.12	0
11422.24	68.96	10
11424.26	54.69	0
11426.38	87.64	22
11428.51	60.39	8
11430.72	63.10	0
11432.84	126.70	69
11434.97	61.80	13
11437.09	65.14	3
11439.22	115.40	23
11441.34	49.30	5
11443.47	86.39	0
11445.68	78.15	11
11447.80	64.27	0
11449.93	88.69	13
11452.05	93.21	19
11454.18	52.19	0
11456.30	52.57	0
11458.40	45.70	0
11460.40	48.59	0
11462.40	59.82	0
11464.40	53.08	0
11466.40	35.21	0
11468.40	45.55	0
11470.40	41.47	6
11472.40	46.90	0
11474.38	46.94	0
11476.25	71.81	12
11478.05	24.21	0
11479.93	37.33	0
11481.80	45.94	0
11483.68	52.27	0
11485.55	39.01	0
11487.43	38.00	0
11489.30	27.41	0
11491.10	41.15	0
11492.98	45.22	0
11494.85	51.24	0
11496.73	33.31	0
11498.60	56.36	13
11500.40	261.50	176
11502.28	64.20	0
11504.16	39.66	0
11506.08	43.07	0
11508.16	45.91	0
11510.16	49.18	4
11512.00	55.10	0
11514.00	38.48	0
11516.00	40.70	0
11517.92	34.41	10
11519.92	40.84	0
11522.16	35.15	0
11524.23	42.88	0
11526.75	59.47	4
11528.82	36.85	0
11530.98	49.46	0
11533.14	29.72	0
11535.39	45.90	0
11537.64	40.39	0
11539.80	36.49	0
11541.96	36.41	0
11544.21	33.55	0
11546.46	58.30	2
11548.62	43.21	0
11550.78	35.63	0
11553.03	33.26	0
11555.10	96.37	25
11557.19	51.13	2
11559.40	44.79	0
11561.44	35.03	0
11563.57	31.96	0
11565.69	48.73	0
11567.73	82.07	15
11569.77	134.10	79
11571.90	31.98	0
11573.94	32.71	0
11575.98	35.97	0
11578.10	23.67	0
11580.14	34.67	0
11582.18	42.16	0
11584.22	44.65	0
11586.26	80.77	12
11588.30	42.68	0
11590.38	38.21	0
11592.76	36.57	0
11595.13	35.38	0
11597.41	42.21	0
11599.69	47.11	0
11601.97	36.37	0
11604.25	47.00	0
11606.53	32.11	0
11608.81	57.99	0
11611.09	84.91	32
11613.37	49.68	0
11615.65	68.13	0
11617.93	42.46	0
11620.21	53.93	0
11622.49	43.55	0
11624.77	47.02	0
11626.96	71.54	0
11629.20	54.53	0
11631.60	74.28	0
11634.00	67.88	0
11636.40	57.46	0
11638.80	49.99	0
11641.20	69.70	0
11643.60	69.25	0
11646.00	48.40	0
11648.40	81.65	0
11650.80	87.31	0
11653.65	92.61	0
11656.95	180.70	63
11660.25	402.80	195
11663.55	92.08	0
11666.85	97.96	0
11670.15	156.80	0
11673.45	111.90	0
11676.75	157.30	0
11680.05	136.20	0
11683.35	102.10	0
11686.60	83.32	0
11689.80	128.90	0
11693.00	119.30	0
11696.20	111.80	0
11699.40	89.49	0
11702.60	175.60	0
11705.80	100.30	0
11709.00	169.00	0
11712.20	95.43	0
11715.40	104.50	0
11718.75	85.40	0
11722.25	76.27	0
11725.75	56.78	0
11729.25	97.00	0
11732.75	95.31	0
11736.25	101.10	0
11739.75	115.10	0
11743.25	121.90	0
11746.75	105.20	0
11750.25	108.20	0
11753.98	132.10	0
11757.12	93.39	0
11760.25	185.50	5
11763.55	82.56	0
11766.85	187.50	16
11770.15	194.20	0
11773.45	85.53	0
11776.75	98.66	0
11780.05	132.40	0
11783.68	174.80	14
11787.38	126.40	0
11790.95	132.00	30
11794.52	82.09	0
11797.92	103.80	0
11801.32	145.10	0
11804.72	84.50	0
11807.61	81.21	0
11810.50	86.84	0
11813.90	161.00	0
11817.47	233.60	0
11820.76	152.57	0
11823.80	113.57	0
11827.00	123.39	0
11830.20	212.77	0
11833.40	156.91	1
11836.60	180.53	1
11839.80	142.19	0
11843.00	152.11	0
11846.20	152.11	0
11849.40	113.83	0
11852.65	184.23	27
11855.95	120.74	0
11859.25	119.50	0
11862.55	125.41	0
11865.85	170.04	0
11869.15	121.68	0
11872.45	133.34	0
11875.75	117.31	0
11879.05	106.70	0
11882.52	104.67	0
11886.04	87.91	0
11889.55	85.87	0
11893.25	155.51	0
11896.95	102.33	0
11900.65	99.82	0
11904.35	86.65	0
11908.05	179.61	0
11911.75	169.73	0
11915.45	120.43	0
11919.15	96.38	0
11922.70	101.39	0
11926.10	81.31	0
11929.50	139.55	0
11932.90	109.20	0
11936.30	98.10	0
11939.70	224.19	1
11943.10	218.21	86
11946.50	144.67	0
11949.90	193.64	0
11953.30	238.19	67
11956.80	211.49	35
11960.40	175.13	10
11964.00	187.32	0
11967.60	125.48	8
11971.20	155.63	0
11974.80	164.92	9
11978.40	181.77	38
11982.00	256.71	104
11985.60	130.40	0
11989.20	143.84	0
11992.70	124.55	0
11996.10	90.27	0
11999.50	125.48	0
12002.90	122.52	0
12006.30	70.71	0
12009.70	113.15	0
12013.10	191.48	0
12016.50	120.49	0
12019.90	106.74	0
12023.30	142.45	0
12027.05	135.45	0
12031.15	94.98	0
12035.25	149.90	0
12039.35	119.71	0
12043.45	138.40	0
12047.55	130.31	0
12051.65	127.35	0
12055.75	129.69	0
12059.85	166.44	2
12063.95	138.09	26
12067.80	227.31	107
12071.40	91.05	0
12075.00	86.49	0
12078.60	122.83	0
12082.20	126.11	0
12085.80	125.64	0
12089.40	177.29	0
12093.00	143.22	0
12096.60	149.28	0
12100.20	98.91	0
12107.27	134.06	0
12110.50	175.53	0
12113.90	131.52	0
12117.30	133.59	0
12120.70	156.95	0
12124.10	137.24	0
12127.50	179.17	30
12130.90	178.22	11
12134.30	260.12	74
12137.95	123.40	0
12141.85	148.21	0
12145.75	739.36	432
12149.65	127.54	0
12153.55	166.16	0
12157.45	184.88	9
12161.35	102.52	0
12165.25	122.28	0
12169.15	171.72	0
12173.05	188.69	19
12176.65	131.36	9
12179.95	145.19	1
12183.25	168.07	27
12186.55	193.60	31
12189.85	200.57	0
12193.15	150.28	0
12196.45	166.64	26
12199.75	232.71	0
12203.05	209.89	39
12206.35	110.97	0
12209.70	248.36	9
12213.10	128.02	0
12216.50	374.38	262
12219.90	123.40	0
12223.30	247.73	64
12226.70	129.13	0
12230.10	173.78	0
12233.50	117.35	0
12236.90	170.92	33
12240.30	128.18	13
12244.10	187.12	0
12248.30	144.21	0
12252.50	157.27	0
12256.49	103.21	0
12260.69	152.55	0
12265.10	147.04	0
12269.30	108.11	0
12273.50	149.40	0
12277.70	134.82	8
12281.90	145.47	0
12285.95	88.51	0
12289.85	131.14	0
12293.75	206.09	0
12297.65	177.70	0
12301.55	155.38	2
12305.45	150.82	0
12309.35	120.26	0
12313.25	129.56	0
12317.15	152.39	0
12321.05	99.89	0
12325.00	141.06	0
12329.00	263.23	95
12333.00	259.79	2
12337.00	200.29	0
12341.00	131.77	0
12345.00	192.45	0
12349.00	412.29	175
12353.00	322.10	64
12357.00	214.24	4
12361.00	156.32	0
12364.85	91.36	0
12368.55	105.58	0
12372.25	186.80	0
12375.95	150.82	9
12379.65	326.94	159
12383.35	211.58	17
12387.05	149.88	0
12390.75	76.79	0
12394.45	230.38	0
12398.15	132.05	0
12401.85	117.10	0
12405.55	152.42	7
12409.25	117.42	0
12412.95	101.67	0
12416.65	171.21	0
12420.35	201.77	19
12424.05	240.17	82
12427.75	160.81	0
12431.45	171.29	0
12435.15	116.79	0
12438.80	115.80	0
12442.40	176.00	0
12446.00	82.72	0
12449.60	152.00	25
12453.20	206.80	0
12456.80	177.70	4
12460.40	99.48	0
12464.00	135.40	0
12467.60	148.90	0
12471.20	131.90	0
12475.34	156.00	0
12479.05	220.50	14
12482.75	127.20	0
12486.65	148.50	0
12490.55	127.10	0
12494.45	150.90	0
12498.35	144.00	0
12502.25	149.50	0
12506.15	107.80	0
12510.05	123.20	0
12514.09	182.80	0
12517.89	127.50	0
12521.50	128.80	0
12525.30	221.70	33
12529.10	92.19	0
12532.90	171.50	0
12536.70	159.80	0
12540.50	280.20	59
12544.30	184.70	54
12548.10	236.80	0
12552.00	113.10	0
12556.00	216.40	58
12560.00	345.30	131
12564.00	275.30	84
12568.00	268.30	42
12572.00	192.40	0
12576.00	142.80	0
12580.00	243.70	0
12584.00	115.10	0
12588.00	125.00	9
12591.90	153.00	20
12595.70	183.70	0
12599.50	172.00	27
12603.30	439.04	126
12607.10	985.90	740
12610.90	159.30	0
12614.70	247.10	0
12618.50	131.70	0
12622.30	216.20	111
12626.10	318.40	113
12629.95	259.40	81
12633.85	145.90	0
12637.75	124.80	0
12641.65	116.90	0
12645.55	158.80	1
12649.45	228.60	18
12653.35	119.90	0
12657.25	257.30	35
12661.15	113.10	0
12665.05	153.70	4
12669.00	335.70	80
