GISP2 Ions: Deep (D) Core (Detailed)

REFERENCES: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This file contains the GISP2 major ion concentrations in parts per billion
(ppb) by mass. Blanks (999999) in chemical species represent samples below
detection limits.  Firn samples were cleaned in the freezer by hand
scraping and placed in a pre-cleaned container.  The pieces were kept
frozen until analyzed.  Samples from 96 meters to 200 meters were cleaned
by rinsing with milli-Q water.  Samples below 200 meters were cleaned by
hand scraping after sectioning. 

DATA: 											

depth top (m)	depth bottom (m)	Na	NH4	K	Mg	Ca	Cl	NO3	SO4	age top (yr)	
age bottom (yr)

291.2	291.25	4.34	1.37	0.72	1	3.92	19.82	56.54	53.68	1095.1	1095.3
291.25	291.3	3.05	2	0.73	0.65	2.8	21.48	74.1	81.92	1095.3	1095.5
291.3	291.35	2.23	9.16	1.26	1.68	7.08	45.53	70.08	143.94	1095.5	1095.7
291.35	291.4	21.24	3.87	1.79	4.42	22.72	82.64	57.2	85.71	1095.7	1095.9
291.4	291.45	3.79	1.8	0.52	0.59	1.14	10.36	79.83	18.98	1095.9	1096.1
291.45	291.5	1.8	13.34	1.14	0.66	2.35	9.73	106.25	31.26	1096.1	1096.3
291.5	291.55	3.83	9.92	1.49	2.65	12.56	4.78	44.66	19.94	1096.3	1096.4
291.55	291.6	4.43	2.25	0.48	1.19	5.09	4.59	34.08	21.89	1096.4	1096.6
292.7	292.75	7.64	1.4	0.8	1.7	7.82	13.89	62.38	33.75	1101.1	1101.4
292.75	292.8	6.18	2.12	0.62	0.88	1.92	13.23	72.09	24.78	1101.4	1101.7
292.8	292.85	0.93	4.39	0.97	0.68	3.53	21.79	69.2	196.7	1101.7	1101.9
292.85	292.9	1.67	9.79	0.86	2.17	11.49	18.37	102.08	92.85	1101.9	1102.2
292.9	292.95	4.54	1.59	0.64	1.49	8.3	11.1	65.4	26.66	1102.2	1102.4
292.95	292.3	9.44	1.13	0.62	1.22	2.37	19.64	49.78	16.98	1102.4	1099.5
293	293.05	5.41	2.15	0.88	1.02	4.32	12.78	61.86	22.41	1102.6	1102.8
293.05	293.1	1.61	25.29	2.44	0.6	3.23	9.7	115.16	47.14	1102.8	1103.0
296	296.033	6.48	1.91	0.72	1.17	1.54	11.48	65.79	29.21	1115.1	1115.3
296.033	296.067	3.54	1.54	0.56	0.6	0.72	7.91	53.67	12.45	1115.3	1115.5
296.067	296.1	6.02	4.16	1.89	3.49	21.15	21.88	50.63	66.65	1115.5	1115.6
296.1	296.133	1.58	2.75	0.63	0.63	1.76	4.43	57.87	20.59	1115.6	1115.8
296.133	296.167	0.4	23.64	0.91	0.4	1.85	13.24	85.96	35.02	1115.8	1116.0
296.167	296.2	1.29	43.09	1.9	3.34	11.12	11.34	144.17	36.51	1116.0	1116.2
296.2	296.233	18.34	14.78	3.68	5.8	64.56	46.96	82.12	144.37	1116.2	1116.3
296.233	296.266	21.18	1.83	1.29	3.28	17.32	25.46	63.65	43.71	1116.3	1116.5
296.266	296.3	6.41	2.27	0.59	2.2	3.3	12.62	41.04	17.53	1116.5	1116.7
296.3	296.333	0.99	81.39	1.56	0.91	4.43	3.61	49.8	41.75	1116.7	1116.8
296.333	296.366	0.8	157.46	999999	1.7	13.24	4.56	86.97	52.94	1116.8	1117.0
296.366	296.4	0.74	8.87	1.01	0.51	2.2	8.26	73.26	43.91	1117.0	1117.1
296.4	296.433	6.81	5.02	1.54	5.13	23.37	15.34	77.01	71.95	1117.1	1117.3
296.433	296.466	5.48	3.2	1.13	2.52	22.5	11.68	74.12	36.02	1117.3	1117.4
296.466	296.5	5.84	3.8	2.73	3.16	22.27	11.74	73.37	35.51	1117.4	1117.5
303.01	303.035	2.25	5.42	1.28	3.01	13.67	10.48	89.26	154.83	1145.0	1145.1
303.035	303.06	8.75	3.21	1.16	4	14.23	18.04	75.2	127.15	1145.1	1145.2
303.06	303.085	10.22	2.31	0.97	3.49	13.42	20.48	65.17	68.41	1145.2	1145.3
303.085	303.11	9.48	2.11	0.86	3.74	16.26	21.97	45.5	72.55	1145.3	1145.4
303.11	303.135	5.22	1.84	0.59	1.63	4.78	12.37	45.19	31.94	1145.4	1145.5
303.135	303.16	6.5	1.43	0.56	0.95	0.29	14.29	44.18	16.63	1145.5	1145.6
303.16	303.185	5.89	10.86	1.29	1.18	3.38	14.05	51.45	22.95	1145.6	1145.7
303.185	303.21	3.55	61.46	0.69	1.12	3.59	11.45	92.86	33.52	1145.7	1145.8
303.21	303.235	0.51	5.42	1.53	0.22	0.99	6.19	66.2	17.18	1145.8	1145.9
303.235	303.26	0.55	24.69	2.41	0.34	2.49	8.95	111.2	39.55	1145.9	1146.0
303.26	303.281	0.99	5.67	0.96	0.9	2.83	7.41	88.99	27.7	1146.0	1146.1
303.281	303.302	1.81	6.53	0.85	1.54	6.22	4.42	86.32	22.44	1146.1	1146.2
303.302	303.323	11.72	3.38	1.01	3.01	10.11	24.98	57.6	40.72	1146.2	1146.3
303.323	303.344	14.57	2.3	0.99	2.29	2.67	29.76	44.1	25.12	1146.3	1146.4
303.344	303.365	10.21	4.2	1.35	3.86	17.32	17.12	54.86	83.97	1146.4	1146.5
303.365	303.386	2.53	2.5	0.86	1.06	5.67	6.78	58.12	34.28	1146.5	1146.6
303.386	303.407	1.02	3.59	0.88	0.45	2.91	2.77	58.82	25.8	1146.6	1146.7
303.407	303.428	0.41	6.63	0.54	0.02	0.08	3.21	59.42	18.81	1146.7	1146.8
303.428	303.449	0.32	16.1	0.97	0.23	0.15	0.96	73.11	23.31	1146.8	1146.9
303.449	303.47	1.49	10.2	1.08	5.03	11.81	10.48	64.43	47.91	1146.9	1147.0
303.47	303.49	14	3.85	2.04	2.86	34.11	24.41	65.6	88.25	1147.0	1147.1
303.49	303.51	6.67	2.75	1.35	1.72	16.65	13.98	56.68	39.14	1147.1	1147.2
303.51	303.53	2.8	8.39	2.55	0.55	0.39	10.91	46.09	25.08	1147.2	1147.3
303.53	303.55	3.41	2.07	1.14	0.94	4.41	6.81	40.57	32.69	1147.3	1147.4
303.55	303.57	5.49	3.9	1.02	1.69	6.88	10.85	39.44	39.83	1147.4	1147.5
303.57	303.59	1.51	1.93	0.61	0.04	1.15	3.41	31.72	11.92	1147.5	1147.6
303.59	303.61	1.5	96.59	0.75	0.73	2.62	8.57	166.93	74.45	1147.6	1147.7
303.61	303.63	0.43	3.18	0.55	0.55	1.45	1.91	67.53	18.01	1147.7	1147.8
303.63	303.65	0.67	11.67	1.08	0.15	1.52	10.17	87.84	24.95	1147.8	1147.9
303.65	303.67	1.25	16.04	1.24	11.81	5.76	22.81	94.92	62.82	1147.9	1148.0
303.67	303.7	58.84	7	3.14	3.37	26.82	112.06	79.29	80.9	1148.0	1148.1
315.7	315.73	0.29	3.39	0.4	0.25	1.19	2.12	62.92	17.01	1200.1	1200.2
315.73	315.77	0.7	10.79	1.69	0.84	2.62	11.98	87.32	28.86	1200.2	1200.4
315.77	315.8	4.87	13.83	0.98	1.54	6.06	12.33	103.24	25.04	1200.4	1200.5
315.8	315.83	8.81	2.62	1.2	1.71	4.46	16.06	62.81	27.67	1200.5	1200.6
315.83	315.87	1.95	2.89	1.42	0.62	2.31	4.17	46.36	14.62	1200.6	1200.8
315.87	315.9	9.35	121.1	4.92	0.77	5.34	13.29	86.81	44.94	1200.8	1200.9
315.9	315.93	0.91	133.8	2.32	0.77	4.71	8.3	147.7	48	1200.9	1201.0
315.93	315.97	0.59	156.13	0.98	0.74	5.57	10.1	183.25	47.67	1201.0	1201.2
315.97	316	2.63	6.67	0.9	2.74	10.25	7.2	78.2	38.89	1201.2	1201.3
327.2	327.25	8.64	1.63	0.75	2.46	8.43	16.32	71.5	36.62	1252.3	1252.5
327.25	327.3	2.2	3.77	0.82	0.69	2.87	5.86	107.23	28.91	1252.5	1252.7
327.3	327.35	0.61	7.53	1.47	0.31	2.61	28.54	129.59	83.25	1252.7	1252.9
327.35	327.4	2.54	3.29	0.69	1.21	5.15	31.86	131.49	76.65	1252.9	1253.1
327.4	327.45	7.7	1.14	0.75	1.83	5.92	14.17	99.11	60.85	1253.1	1253.3
327.45	327.5	1.85	1.2	0.4	0.38	1.55	4.31	75.9	45.47	1253.3	1253.4
327.5	327.55	2.3	6.61	1.4	3.71	17.06	14.16	106.13	124.52	1253.4	1253.6
327.55	327.6	13.99	2.01	1.78	6.44	25.4	24	90.35	193.96	1253.6	1253.7
332.4	332.425	0.79	4.32	0.64	0.55	2.37	5.34	90.74	33.86	1274.0	1274.1
332.425	332.45	1.18	3.4	0.57	1.41	5.76	5.39	85.41	30.78	1274.1	1274.2
332.45	332.475	3.71	6.02	1.11	1.21	5.65	11.07	77.47	23.8	1274.2	1274.3
332.475	332.5	11.2	2.13	1.13	1.69	2.06	26.02	53.1	21.2	1274.3	1274.4
332.5	332.525	3.87	2.55	0.92	0.59	0.63	9.78	42.2	14.71	1274.4	1274.5
332.525	332.55	0.66	2.08	0.6	0.06	4.4	999999	32.56	6.26	1274.5	1274.6
332.55	332.575	1.45	2.02	0.69	0.55	2.94	2.22	31.57	14.63	1274.6	1274.7
332.575	332.6	1.29	2.43	0.36	0.37	1.51	2.46	32.74	12.26	1274.7	1274.8
332.6	332.625	0.4	2.1	0.49	0.07	1.22	0.32	46.62	19.21	1274.8	1274.9
332.625	332.65	0.78	7.7	0.72	0.44	1.25	4.82	71.46	37.57	1274.9	1275.0
332.65	332.677	1.26	4.73	0.84	0.97	3.46	6.16	85	32.22	1275.0	1275.1
332.677	332.704	1.95	9.69	0.98	1.82	9.12	8.02	96.59	33.78	1275.1	1275.2
332.704	332.731	7.41	3.46	1.24	1.26	15.31	11.5	83.5	39.29	1275.2	1275.3
332.731	332.758	11.96	2.71	1.02	2.91	5.17	35.22	62.25	34.42	1275.3	1275.4
332.758	332.785	1.66	2.24	0.56	0.37	1.91	3.25	60.12	15.62	1275.4	1275.5
332.785	332.812	0.81	2.61	0.72	0.17	1.05	2.15	54.07	15.8	1275.5	1275.6
332.812	332.839	3.59	3.24	0.64	0.71	1.36	9.07	61.06	23.19	1275.6	1275.7
332.839	332.866	1.02	8.75	1.11	1.33	4.92	10.5	69.91	44.07	1275.7	1275.8
332.866	332.893	2.72	4.95	1.18	2.59	11.49	6.11	76.89	42.79	1275.8	1275.9
332.893	332.92	7.26	13.22	1.96	2.25	11.41	16.92	84.79	32.44	1275.9	1276.0
332.92	332.935	12.41	12.14	2.3	1.87	16.54	24.65	77.3	46.51	1276.0	1276.1
332.935	332.95	8.21	2.64	1.55	1.68	4.11	17.72	66.27	33.31	1276.1	1276.2
332.95	332.965	6.03	3.39	1.1	1.28	3.05	11.07	67.05	45.2	1276.2	1276.3
332.965	332.98	2.94	5.2	2.37	0.54	1.9	6.84	78.35	37.48	1276.3	1276.4
332.98	332.995	7.12	3.14	1.23	2.23	9.03	16.07	57.75	20.69	1276.4	1276.5
332.995	333.01	1.89	5.83	0.89	3.28	9.04	8.58	63.82	33.8	1276.5	1276.6
333.01	333.025	0.91	9.64	1.04	0.99	3.15	10.52	66.66	25.2	1276.6	1276.7
333.025	333.04	0.41	2.98	0.68	0.23	3.29	2.52	59.68	21.43	1276.7	1276.8
333.04	333.055	0.54	1.87	0.8	0.18	9.62	0.89	44.41	11.81	1276.8	1276.9
333.055	333.06	0.29	2.17	0.42	0.04	0.27	0.5	42.63	8.97	1276.9	1276.9
361.4	361.45	999999	999999	999999	999999	999999	4.87	95.92	36.85	1413.0	1413.2
361.45	361.5	999999	999999	999999	999999	999999	15.04	89.83	50.2	1413.2	1413.5
361.5	361.55	999999	999999	999999	999999	999999	47.6	75.54	41.48	1413.5	1413.8
361.55	361.6	999999	999999	999999	999999	999999	64.01	78.48	29.9	1413.8	1414.1
361.6	361.65	999999	999999	999999	999999	999999	8.03	106.51	25.06	1414.1	1414.3
361.65	361.7	999999	999999	999999	999999	999999	13.2	101.44	41.62	1414.3	1414.5
361.7	361.75	999999	999999	999999	999999	999999	8.34	63.57	21.57	1414.5	1414.7
361.75	361.8	999999	999999	999999	999999	999999	18.5	51.64	34.92	1414.7	1414.9
362.5	362.55	999999	999999	999999	999999	999999	4.46	97.12	18.61	1418.9	1419.2
362.55	362.7	999999	999999	999999	999999	999999	12.13	95.6	60.48	1419.2	1419.9
362.7	362.75	999999	999999	999999	999999	999999	14.18	54.95	19.05	1419.9	1420.2
362.75	362.8	999999	999999	999999	999999	999999	5.11	57.08	23.83	1420.2	1420.5
362.8	362.85	999999	999999	999999	999999	999999	18.22	70.08	27.76	1420.5	1420.7
362.85	362.9	999999	999999	999999	999999	999999	40.66	48.83	35.78	1420.7	1421.0
362.9	362.95	999999	999999	999999	999999	999999	4.05	66.19	23.25	1421.0	1421.3
362.95	363	999999	999999	999999	999999	999999	4.3	72.18	27.34	1421.3	1421.6
365.6	365.65	999999	999999	999999	999999	999999	54.51	36.23	140.29	1433.8	1434.1
365.65	365.7	999999	999999	999999	999999	999999	8.46	63.45	153.42	1434.1	1434.5
365.7	365.75	999999	999999	999999	999999	999999	5.6	94.75	38.34	1434.5	1434.9
365.75	365.8	999999	999999	999999	999999	999999	8.3	79.38	27.64	1434.9	1435.1
374.3	374.35	999999	999999	999999	999999	999999	15.6	54.89	23.17	1476.4	1476.7
374.35	374.4	999999	999999	999999	999999	999999	3.12	56.78	20.27	1476.7	1477.0
374.4	374.45	999999	999999	999999	999999	999999	5.87	88.71	104.97	1477.0	1477.2
374.45	374.5	999999	999999	999999	999999	999999	17.98	72.05	249.56	1477.2	1477.4
374.5	374.55	999999	999999	999999	999999	999999	19.31	77.74	22.3	1477.4	1477.6
374.55	374.6	999999	999999	999999	999999	999999	6.66	48.93	11.3	1477.6	1477.8
374.6	374.65	999999	999999	999999	999999	999999	2.41	56.67	14.55	1477.8	1478.0
374.65	374.7	999999	999999	999999	999999	999999	8.46	110.45	26.23	1478.0	1478.3
374.7	374.75	999999	999999	999999	999999	999999	15.53	109.37	45.83	1478.3	1478.6
374.75	374.8	999999	999999	999999	999999	999999	12.25	82.12	23.02	1478.6	1478.8
426	426.05	999999	999999	999999	999999	999999	11.8	112.75	61.19	1731.0	1731.3
426.05	426.1	999999	999999	999999	999999	999999	4.24	75.63	23.52	1731.3	1731.5
426.1	426.15	999999	999999	999999	999999	999999	12.65	60.69	36.35	1731.5	1731.8
426.15	426.2	999999	999999	999999	999999	999999	999999	108.55	28.53	1731.8	1732.0
426.2	426.25	999999	999999	999999	999999	999999	10.81	108.39	70.86	1732.0	1732.2
426.25	426.3	999999	999999	999999	999999	999999	21.63	83.87	74.47	1732.2	1732.5
426.3	426.35	999999	999999	999999	999999	999999	23.89	49.07	38.52	1732.5	1732.7
426.35	426.4	999999	999999	999999	999999	999999	4.59	47.48	20.94	1732.7	1732.9
426.4	426.45	999999	999999	999999	999999	999999	999999	87.79	22.37	1732.9	1733.2
426.45	426.5	999999	999999	999999	999999	999999	11.02	64.72	36.53	1733.2	1733.4
426.5	426.5	999999	999999	999999	999999	999999	12.28	46.98	40.88	1733.4	1733.4
426.5	426.55	999999	999999	999999	999999	999999	10.97	55.05	16.75	1733.4	1733.7
426.55	426.6	999999	999999	999999	999999	999999	999999	24.16	9.56	1733.7	1733.9
426.6	426.65	999999	999999	999999	999999	999999	999999	32.5	12.64	1733.9	1734.3
426.65	426.7	999999	999999	999999	999999	999999	999999	71.09	16.23	1734.3	1734.6
426.7	426.75	999999	999999	999999	999999	999999	12.91	76.68	38.52	1734.6	1735.0
426.75	426.8	999999	999999	999999	999999	999999	15.32	63.53	29.81	1735.0	1735.5
426.8	426.9	999999	999999	999999	999999	999999	15.94	42.33	49.32	1735.5	1736.2
426.9	426.95	999999	999999	999999	999999	999999	3.78	113.91	19.36	1736.2	1736.5
426.95	427	999999	999999	999999	999999	999999	12.52	67.86	43.07	1736.5	1736.8
440.028	440.055	2.14	45.46	0.69	1.66	4.31	6.93	49.74	16.21	1804.7	1804.8
440.055	440.083	0.74	2.99	0.43	0.39	1.64	2.47	43.68	9.1	1804.8	1804.9
440.083	440.11	0.99	4.59	0.54	0.3	1.59	2.81	51.66	12.32	1804.9	1805.0
440.11	440.135	1.02	4.39	0.79	0.93	1.85	5.83	67.52	17.14	1805.0	1805.1
440.135	440.16	4.19	7.06	1.23	3.23	18.93	12.71	85.16	60.58	1805.1	1805.2
440.16	440.185	1.93	4.82	0.73	1.71	8.31	6.42	81.5	17.68	1805.2	1805.4
440.185	440.21	6.56	4.24	0.96	2.04	18.86	15.67	77.48	39.03	1805.4	1805.5
440.21	440.24	60.99	57.76	18.63	1.65	2.62	7.89	68.52	8.15	1805.5	1805.6
440.24	440.27	3.27	1.97	0.7	28.8	30.32	16.34	63.4	14.89	1805.6	1805.8
440.27	440.295	5.03	3.07	1.39	1.38	3.18	7.03	58.9	9.47	1805.8	1805.9
440.295	440.325	2.19	4.31	1.04	0.62	1.94	7.48	64.3	18.08	1805.9	1806.0
440.325	440.35	3.72	2.37	2.67	0.78	3.89	8.44	50.92	10.32	1806.0	1806.1
440.35	440.38	3.3	3.33	0.67	1.17	3.15	6.71	72.36	30.2	1806.1	1806.3
440.38	440.405	2.76	7.98	0.96	2.08	11.73	8.69	83.24	38.42	1806.3	1806.4
440.405	440.43	2.54	5.26	0.7	1.74	14.3	15.45	79.68	31.08	1806.4	1806.5
440.43	440.46	1.26	5.84	0.91	1.26	6.81	6.83	87.42	18.96	1806.5	1806.6
440.46	440.49	14.37	5.31	1.22	2.11	2.31	24.32	53.82	24.56	1806.6	1806.7
440.49	440.52	1.6	6.15	0.97	0.79	3.1	5.01	74.22	28.48	1806.7	1806.9
440.52	440.55	0.55	7.9	1.07	0.36	1.19	4.15	87.5	24.69	1806.9	1807.0
440.55	440.58	2.31	18.98	2.49	2.73	9.74	12.08	103.98	54.58	1807.0	1807.2
440.58	440.61	9.63	5	2.27	3.11	9.05	15.9	83.38	38.44	1807.2	1807.4
440.61	440.64	5.14	4.26	1.73	0.76	2.63	9.39	61.3	14.74	1807.4	1807.6
440.64	440.67	5.12	1.51	3.7	0.75	3.7	7.29	53.18	20.58	1807.6	1807.8
440.67	440.7	7.78	1.74	3.77	2.14	4.01	11.69	52.26	23.45	1807.8	1808.0
440.7	440.73	1.25	3.93	0.95	0.88	2.1	6.9	74.98	25.68	1808.0	1808.2
440.73	440.755	0.62	5.56	0.77	0.34	1.54	3.16	88.26	24.56	1808.2	1808.3
440.755	440.78	1.09	117.4	0.97	2.43	1.53	9.08	91.36	18.96	1808.3	1808.4
440.78	440.805	1.6	5.77	1.01	2.31	9.95	6.62	75.9	30.04	1808.4	1808.5
440.805	440.83	7.45	5.81	1.22	1.39	13.23	8.6	72.08	26.09	1808.5	1808.7
440.83	440.855	7.25	2.2	0.99	1.44	8.67	7.43	62.7	17.76	1808.7	1808.8
440.855	440.9	3.15	3.57	0.66	0.61	3.23	4.64	58.26	17.89	1808.8	1809.0
440.9	440.925	2.12	5.83	1.04	0.56	2.29	4.64	56.04	12.94	1809.0	1809.1
440.925	440.95	1.58	3.29	0.99	999999	18.71	4.45	53.82	19.11	1809.1	1809.2
440.95	440.975	0.48	2.85	2.39	999999	1.84	2.1	59.4	17.17	1809.2	1809.3
441	441.02	1.44	6.14	0.83	2.61	1.15	6.88	59.58	53.04	1809.4	1809.4
441.02	441.04	12.5	3.24	2.89	2.14	20.5	17.92	58.38	46.63	1809.4	1809.5
441.04	441.07	7.91	1.72	2.75	1.18	6.02	15.82	42.6	22.47	1809.5	1809.6
441.07	441.09	15.83	2.1	1.66	2.02	2.07	28.66	29.98	32.95	1809.6	1809.7
441.09	441.12	4.03	1.69	2.32	0.51	1.23	5.72	38.48	17.58	1809.7	1809.8
441.12	441.14	2.71	3.33	1.77	0.45	1.04	5.51	42.14	23.17	1809.8	1809.9
441.14	441.17	4.55	5.11	3.75	0.69	1.85	6.85	55.3	48.52	1809.9	1810.0
441.17	441.19	0.73	6.51	0.67	0.76	2.4	5.84	54.94	97.54	1810.0	1810.1
441.19	441.22	1.78	3.61	0.86	5.2	22.28	9.7	59.4	119.43	1810.1	1810.2
441.22	441.24	19.68	11.53	8.13	1.65	31.18	32.05	93.2	69.06	1810.2	1810.3
441.24	441.27	9.72	1.54	1.59	1.33	5.28	20.04	59.12	21.35	1810.3	1810.5
441.27	441.29	10.17	2.2	0.93	2.75	6.79	3.61	63.62	22.08	1810.5	1810.5
441.29	441.32	5.03	2.15	0.83	1.12	2.07	3.28	77.32	24.67	1810.5	1810.7
441.32	441.34	3.09	5.26	1.26	1.09	3.66	5.8	87.36	13.52	1810.7	1810.8
441.34	441.37	0.67	2.74	0.71	0.66	1.75	15.81	98.1	53.29	1810.8	1810.9
441.37	441.39	0.62	7.07	0.86	0.33	1.32	14.04	82.18	28.35	1810.9	1811.0
441.39	441.42	2.62	7.9	2.67	1.03	1.06	7.79	59.22	14.88	1811.0	1811.2
441.42	441.44	4.74	16.39	2.15	1.95	25.55	6.64	39.6	13.93	1811.2	1811.3
441.44	441.47	6.86	6.38	2.41	1.58	12.14	4.43	49.06	15.56	1811.3	1811.4
441.47	441.49	4.92	2.28	1.76	2.24	2.52	7.53	45.52	18.13	1811.4	1811.5
441.49	441.52	3.84	2.26	3.4	0.72	2.5	3.86	46.86	21.26	1811.5	1811.7
441.52	441.54	2.79	4.92	1.96	0.75	2.3	3.09	44.94	18	1811.7	1811.8
441.54	441.57	4.31	6.06	4.88	0.74	4.01	11.41	54.88	23.44	1811.8	1811.9
441.57	441.59	1.98	3.2	2.05	0.56	3.58	5.02	70.24	27.12	1811.9	1812.0
441.59	441.62	7.56	3.66	7.19	0.75	2.54	2.91	79.8	24.26	1812.0	1812.1
441.62	441.64	0.92	9.74	1.21	0.65	2.03	10.39	96.4	34.5	1812.1	1812.2
441.64	441.67	0.9	4.51	1.34	1.47	6.63	26.12	70.88	37.65	1812.2	1812.4
441.67	441.69	1.86	16.67	1.19	1.09	16.03	10.7	65.86	17.73	1812.4	1812.5
441.69	441.72	14.57	2.88	1.66	2.94	13.84	11.35	64.56	19.09	1812.5	1812.6
441.72	441.75	5.23	2.74	2.42	1.76	3.54	5.33	52.32	14.06	1812.6	1812.7
441.75	441.78	2.79	2.64	1.12	0.44	0.98	5.02	54.12	13.93	1812.7	1812.9
441.78	441.8	2.66	1.29	0.93	0.71	2.42	4.46	46.48	18.54	1812.9	1813.0
441.8	441.83	1.56	1.29	1.68	0.66	1.97	2.85	48.62	20.26	1813.0	1813.1
441.83	441.85	2.33	37.97	2.86	0.22	2.16	6.58	126.72	21.11	1813.1	1813.2
441.85	441.88	11.95	6.43	14.27	1.03	4.06	19.85	94.46	20.4	1813.2	1813.3
441.88	441.9	4.34	6.32	2.09	3.44	19.87	10.95	94	63.23	1813.3	1813.4
441.9	441.93	14.76	2.75	4.29	4.27	15.74	24.59	73.86	63.52	1813.4	1813.5
441.93	441.95	11.47	1.06	1.3	2.03	7.55	17.7	61.72	40.45	1813.5	1813.6
441.95	441.98	4.01	1.32	1	0.79	3.08	8.77	60.68	29.04	1813.6	1813.7
441.98	442	5.98	3.56	2.64	0.77	1.91	11.48	55.38	31.76	1813.7	1813.8
453.2	453.25	999999	999999	999999	999999	999999	10.78	88.36	40.02	1869.3	1869.5
453.3	453.35	999999	999999	999999	999999	999999	15.3	40.32	13.05	1869.7	1869.9
453.35	453.4	999999	999999	999999	999999	999999	22.21	83.53	57.24	1869.9	1870.1
453.4	453.45	999999	999999	999999	999999	999999	9.92	72.4	550.11	1870.1	1870.4
453.45	453.5	999999	999999	999999	999999	999999	14.93	109	272.91	1870.4	1870.6
453.5	453.55	999999	999999	999999	999999	999999	13.73	74.78	32.85	1870.6	1870.9
453.55	453.6	999999	999999	999999	999999	999999	24.94	65.58	35.8	1870.9	1871.1
453.6	453.65	999999	999999	999999	999999	999999	7.2	79.79	27.1	1871.1	1871.4
453.65	453.7	999999	999999	999999	999999	999999	21.13	71.26	35.94	1871.4	1871.7
453.7	453.75	999999	999999	999999	999999	999999	22.17	76.39	35.66	1871.7	1872.0
480.6	480.65	999999	999999	999999	999999	999999	6.12	51.68	17.17	2000.4	2000.8
480.65	480.7	999999	999999	999999	999999	999999	9.44	119.15	30.23	2000.8	2001.1
480.7	480.75	999999	999999	999999	999999	999999	8.46	101.15	67.28	2001.1	2001.4
480.75	480.8	999999	999999	999999	999999	999999	20.72	76.36	160.36	2001.4	2001.6
480.8	480.85	999999	999999	999999	999999	999999	3.42	76.88	190.13	2001.6	2001.9
480.85	480.9	999999	999999	999999	999999	999999	7.48	85.97	415.03	2001.9	2002.2
480.9	480.95	999999	999999	999999	999999	999999	17.62	93.77	602.37	2002.2	2002.4
480.95	481	999999	999999	999999	999999	999999	10.98	57.63	880.38	2002.4	2002.7
481	481.05	999999	999999	999999	999999	999999	7.2	64.45	397.18	2002.7	2003.0
481.05	481.1	999999	999999	999999	999999	999999	6.96	77.31	208.67	2003.0	2003.2
481.1	481.15	999999	999999	999999	999999	999999	58.75	33.83	178.84	2003.2	2003.5
481.15	481.2	999999	999999	999999	999999	999999	15.24	38.31	38.13	2003.5	2003.7
481.2	481.25	999999	999999	999999	999999	999999	9.94	47.57	31.99	2003.7	2004.0
481.25	481.3	999999	999999	999999	999999	999999	5.96	114.84	27.32	2004.0	2004.2
481.3	481.35	999999	999999	999999	999999	999999	11.87	109.52	46.49	2004.2	2004.4
481.35	481.4	999999	999999	999999	999999	999999	12.21	110.81	43.7	2004.4	2004.7
505.6	505.65	999999	999999	999999	999999	999999	8.93	90.19	55.17	2130.4	2130.7
505.65	505.7	999999	999999	999999	999999	999999	4.47	91.05	47.78	2130.7	2130.9
505.7	505.75	999999	999999	999999	999999	999999	7.99	76.8	45.83	2130.9	2131.2
505.75	505.8	999999	999999	999999	999999	999999	8.26	75.12	29.75	2131.2	2131.4
505.8	505.85	999999	999999	999999	999999	999999	96.05	28.62	26.81	2131.4	2131.7
505.85	505.9	999999	999999	999999	999999	999999	29.38	57.55	29.9	2131.7	2131.9
505.9	505.95	999999	999999	999999	999999	999999	12.1	175.79	27.55	2131.9	2132.3
505.95	506	999999	999999	999999	999999	999999	17.81	82.34	34.32	2132.3	2132.6
519.5	519.55	999999	999999	999999	999999	999999	22.33	92.85	27.64	2201.3	2201.6
519.55	519.6	999999	999999	999999	999999	999999	9.19	79.94	29.83	2201.6	2201.8
519.6	519.65	999999	999999	999999	999999	999999	7.74	92.39	37.46	2201.8	2202.1
519.65	519.7	999999	999999	999999	999999	999999	8.02	82.55	27.78	2202.1	2202.3
519.7	519.75	999999	999999	999999	999999	999999	10.14	62.67	124.8	2202.3	2202.6
519.75	519.8	999999	999999	999999	999999	999999	60.99	43.59	297.54	2202.6	2202.8
519.8	519.85	999999	999999	999999	999999	999999	4.72	96.1	134.63	2202.8	2203.0
519.85	519.9	999999	999999	999999	999999	999999	8.54	89.11	43.19	2203.0	2203.3
