Kindler et al., 2014, Clim. Past;;;;;;;;;;;
Temperature reconstruction from 10 to 120 kyr b2k from the NGRIP ice core;;;;;;;;;;;
supplementary data file;;;;;;;;;;;
;;;;;;;;;;;
modelled NGRIP data ;;;;;;;;;;;
'the model was run using the ss09sea06bm time scale (NGRIP members, 2004; Anderson et al., 2006), additionally ages have been transformed to GICC05modelext time scale (Svensson et al., 2008; Wolff et al., 2010)';;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;ss09sea06bm;;GICC05modelext;
depth ;age ss09sea06bm ;age GICC05modelext;accumulation tuned;temperature;;;depth ;ice age;gas age ;ice age;gas age
[m];[yr];[yr];[m ice/yr];[°C];;;[m];[yr];[yr];[yr];[yr]
;;;;;;;2704.91;87042;86426;86337;85721
;;;;;;;2705.00;87051;86436;86346;85731
;;;;;;;2705.10;87061;86446;86356;85741
;;;;;;;2705.19;87070;86456;86365;85751
;;;;;;;2705.29;87080;86466;86375;85761
;;;;;;;2705.39;87090;86476;86385;85771
;;;;;;;2705.48;87099;86486;86394;85781
;;;;;;;2705.58;87109;86496;86404;85791
;;;;;;;2705.67;87118;86506;86413;85801
;;;;;;;2705.77;87128;86516;86423;85811
;;;;;;;2705.86;87137;86526;86432;85821
;;;;;;;2705.96;87147;86536;86442;85831
;;;;;;;2706.06;87157;86546;86452;85841
;;;;;;;2706.15;87166;86556;86461;85851
;;;;;;;2706.25;87176;86566;86471;85861
;;;;;;;2706.35;87185;86576;86480;85871
;;;;;;;2706.45;87195;86586;86490;85881
;;;;;;;2706.55;87205;86596;86500;85891
;;;;;;;2706.64;87214;86606;86509;85901
;;;;;;;2706.74;87224;86616;86519;85911
;;;;;;;2706.84;87234;86626;86529;85921
;;;;;;;2706.94;87243;86636;86538;85931
;;;;;;;2707.04;87253;86646;86548;85941
;;;;;;;2707.14;87263;86656;86558;85951
;;;;;;;2707.24;87273;86665;86568;85960
;;;;;;;2707.34;87283;86675;86578;85970
;;;;;;;2707.44;87293;86685;86588;85980
;;;;;;;2707.55;87304;86695;86599;85990
;;;;;;;2707.65;87314;86705;86609;86000
;;;;;;;2707.76;87325;86715;86620;86010
;;;;;;;2707.87;87336;86725;86631;86020
;;;;;;;2707.97;87347;86735;86642;86030
;;;;;;;2708.08;87358;86745;86653;86040
;;;;;;;2708.19;87369;86755;86664;86050
;;;;;;;2708.30;87381;86766;86676;86061
;;;;;;;2708.41;87392;86776;86687;86071
;;;;;;;2708.52;87404;86786;86699;86081
;;;;;;;2708.64;87416;86796;86711;86091
;;;;;;;2708.75;87428;86806;86723;86101
;;;;;;;2708.86;87439;86816;86734;86111
;;;;;;;2708.97;87451;86826;86746;86121
;;;;;;;2709.09;87463;86836;86758;86131
;;;;;;;2709.20;87475;86846;86771;86141
;;;;;;;2709.31;87487;86856;86782;86151
;;;;;;;2709.43;87499;86866;86794;86161
;;;;;;;2709.53;87510;86876;86805;86171
;;;;;;;2709.64;87521;86886;86816;86181
;;;;;;;2709.76;87533;86896;86828;86191
;;;;;;;2709.86;87544;86906;86839;86201
;;;;;;;2709.97;87555;86916;86850;86211
;;;;;;;2710.07;87565;86926;86860;86221
;;;;;;;2710.18;87576;86936;86871;86231
;;;;;;;2710.27;87586;86946;86881;86241
;;;;;;;2710.37;87596;86956;86891;86251
;;;;;;;2710.47;87606;86966;86901;86261
;;;;;;;2710.57;87616;86976;86911;86271
;;;;;;;2710.67;87626;86986;86921;86281
;;;;;;;2710.77;87636;86996;86931;86291
;;;;;;;2710.87;87646;87006;86941;86301
;;;;;;;2710.96;87655;87016;86950;86311
;;;;;;;2711.06;87665;87026;86960;86321
;;;;;;;2711.16;87675;87036;86970;86331
;;;;;;;2711.25;87684;87045;86979;86340
;;;;;;;2711.35;87694;87055;86989;86350
;;;;;;;2711.45;87704;87065;87000;86360
;;;;;;;2711.53;87713;87075;87008;86370
;;;;;;;2711.63;87723;87085;87018;86380
;;;;;;;2711.73;87733;87095;87028;86390
;;;;;;;2711.82;87743;87105;87038;86400
;;;;;;;2711.92;87753;87115;87048;86410
;;;;;;;2712.02;87763;87125;87058;86420
;;;;;;;2712.11;87773;87135;87068;86430
;;;;;;;2712.22;87784;87145;87079;86440
;;;;;;;2712.31;87794;87155;87089;86450
;;;;;;;2712.41;87805;87165;87100;86460
;;;;;;;2712.51;87815;87175;87110;86470
;;;;;;;2712.61;87826;87185;87121;86480
;;;;;;;2712.71;87837;87195;87132;86490
;;;;;;;2712.80;87847;87205;87142;86500
;;;;;;;2712.91;87858;87215;87153;86510
;;;;;;;2713.01;87869;87225;87164;86520
;;;;;;;2713.11;87880;87235;87175;86530
;;;;;;;2713.21;87891;87245;87186;86540
;;;;;;;2713.31;87902;87255;87197;86550
;;;;;;;2713.40;87912;87265;87207;86560
;;;;;;;2713.51;87923;87275;87218;86570
;;;;;;;2713.60;87933;87285;87228;86580
;;;;;;;2713.70;87944;87295;87239;86590
;;;;;;;2713.79;87954;87305;87249;86600
;;;;;;;2713.89;87965;87315;87260;86610
;;;;;;;2713.98;87975;87325;87270;86620
;;;;;;;2714.08;87985;87335;87280;86630
;;;;;;;2714.17;87995;87345;87290;86640
;;;;;;;2714.26;88005;87355;87300;86650
;;;;;;;2714.35;88015;87365;87310;86660
;;;;;;;2714.44;88024;87375;87319;86670
;;;;;;;2714.53;88034;87385;87329;86680
;;;;;;;2714.63;88044;87395;87339;86690
;;;;;;;2714.71;88053;87405;87348;86700
;;;;;;;2714.80;88063;87415;87358;86710
;;;;;;;2714.89;88072;87425;87367;86720
;;;;;;;2714.98;88082;87435;87377;86730
;;;;;;;2715.07;88091;87445;87386;86740
;;;;;;;2715.16;88101;87455;87396;86750
;;;;;;;2715.25;88111;87465;87406;86761
;;;;;;;2715.34;88120;87475;87415;86771
;;;;;;;2715.43;88130;87485;87425;86780
;;;;;;;2715.53;88140;87495;87435;86790
;;;;;;;2715.62;88150;87505;87445;86800
;;;;;;;2715.71;88160;87515;87455;86810
;;;;;;;2715.80;88169;87525;87464;86820
;;;;;;;2715.90;88180;87535;87475;86830
;;;;;;;2715.99;88190;87545;87485;86840
;;;;;;;2716.09;88200;87555;87495;86850
;;;;;;;2716.18;88210;87565;87505;86860
;;;;;;;2716.28;88220;87575;87515;86870
;;;;;;;2716.37;88230;87585;87525;86880
;;;;;;;2716.47;88240;87595;87535;86890
;;;;;;;2716.57;88250;87605;87545;86900
;;;;;;;2716.66;88260;87615;87555;86910
;;;;;;;2716.76;88270;87625;87565;86920
;;;;;;;2716.86;88280;87635;87575;86930
;;;;;;;2716.96;88290;87645;87585;86940
;;;;;;;2717.05;88299;87655;87594;86950
;;;;;;;2717.15;88309;87665;87604;86960
;;;;;;;2717.25;88318;87675;87613;86970
;;;;;;;2717.35;88328;87685;87623;86980
;;;;;;;2717.44;88337;87695;87632;86990
;;;;;;;2717.53;88346;87705;87641;87001
;;;;;;;2717.62;88354;87715;87649;87010
;;;;;;;2717.72;88363;87724;87658;87019
;;;;;;;2717.82;88371;87734;87666;87029
;;;;;;;2717.92;88380;87744;87675;87039
;;;;;;;2718.01;88388;87754;87683;87049
;;;;;;;2718.09;88395;87764;87690;87059
;;;;;;;2718.18;88403;87774;87698;87069
;;;;;;;2718.27;88410;87784;87705;87079
;;;;;;;2718.36;88418;87794;87713;87089
;;;;;;;2718.45;88425;87804;87720;87099
;;;;;;;2718.53;88432;87814;87727;87109
;;;;;;;2718.61;88439;87824;87734;87119
;;;;;;;2718.70;88446;87834;87741;87129
;;;;;;;2718.79;88453;87844;87748;87139
;;;;;;;2718.86;88459;87854;87754;87149
;;;;;;;2718.95;88466;87864;87761;87159
;;;;;;;2719.03;88472;87874;87767;87169
;;;;;;;2719.11;88479;87884;87774;87179
;;;;;;;2719.20;88486;87894;87781;87189
;;;;;;;2719.27;88492;87904;87787;87199
;;;;;;;2719.36;88499;87914;87794;87209
;;;;;;;2719.44;88505;87924;87800;87219
;;;;;;;2719.52;88512;87934;87807;87229
;;;;;;;2719.61;88519;87944;87814;87239
;;;;;;;2719.70;88526;87954;87821;87249
;;;;;;;2719.77;88532;87964;87827;87259
;;;;;;;2719.84;88539;87974;87834;87269
;;;;;;;2719.91;88546;87983;87841;87278
;;;;;;;2720.00;88554;87993;87849;87288
;;;;;;;2720.07;88561;88003;87856;87298
;;;;;;;2720.14;88568;88013;87863;87308
;;;;;;;2720.23;88576;88023;87871;87318
;;;;;;;2720.30;88583;88033;87878;87328
;;;;;;;2720.38;88591;88043;87886;87338
;;;;;;;2720.46;88599;88053;87894;87348
;;;;;;;2720.55;88607;88063;87902;87358
;;;;;;;2720.63;88615;88073;87910;87368
;;;;;;;2720.71;88623;88083;87918;87378
;;;;;;;2720.79;88631;88093;87926;87388
;;;;;;;2720.87;88639;88103;87934;87398
;;;;;;;2720.96;88647;88113;87942;87408
;;;;;;;2721.04;88655;88123;87950;87418
;;;;;;;2721.12;88663;88133;87958;87428
;;;;;;;2721.20;88671;88143;87966;87438
;;;;;;;2721.29;88679;88153;87974;87448
;;;;;;;2721.37;88687;88163;87982;87458
;;;;;;;2721.45;88695;88173;87990;87468
;;;;;;;2721.54;88703;88183;87998;87478
;;;;;;;2721.62;88711;88193;88006;87488
;;;;;;;2721.71;88719;88203;88014;87498
;;;;;;;2721.79;88727;88213;88022;87508
;;;;;;;2721.88;88735;88223;88030;87518
;;;;;;;2721.96;88743;88233;88038;87528
;;;;;;;2722.05;88751;88243;88046;87538
;;;;;;;2722.14;88759;88253;88054;87548
;;;;;;;2722.23;88767;88262;88062;87557
;;;;;;;2722.32;88775;88272;88070;87567
;;;;;;;2722.41;88783;88282;88078;87577
;;;;;;;2722.50;88791;88292;88086;87587
;;;;;;;2722.60;88800;88302;88095;87597
;;;;;;;2722.69;88808;88312;88103;87607
;;;;;;;2722.79;88817;88322;88112;87617
;;;;;;;2722.88;88825;88332;88120;87627
;;;;;;;2722.98;88834;88342;88129;87637
;;;;;;;2723.08;88843;88352;88138;87647
;;;;;;;2723.18;88852;88362;88147;87657
;;;;;;;2723.30;88862;88372;88157;87667
;;;;;;;2723.40;88871;88382;88166;87677
;;;;;;;2723.51;88881;88392;88176;87687
;;;;;;;2723.63;88891;88402;88186;87697
;;;;;;;2723.73;88900;88412;88195;87707
;;;;;;;2723.84;88910;88422;88205;87717
;;;;;;;2723.96;88920;88432;88215;87727
;;;;;;;2724.07;88930;88442;88225;87737
;;;;;;;2724.18;88940;88452;88235;87747
;;;;;;;2724.30;88950;88462;88245;87757
;;;;;;;2724.42;88960;88472;88255;87767
;;;;;;;2724.53;88970;88482;88265;87777
;;;;;;;2724.63;88979;88492;88274;87787
;;;;;;;2724.75;88989;88502;88284;87797
;;;;;;;2724.86;88998;88512;88293;87807
;;;;;;;2724.96;89007;88522;88302;87817
;;;;;;;2725.07;89016;88532;88311;87827
;;;;;;;2725.17;89025;88542;88320;87837
;;;;;;;2725.28;89034;88552;88329;87847
;;;;;;;2725.37;89042;88561;88337;87856
;;;;;;;2725.48;89051;88571;88346;87866
;;;;;;;2725.58;89059;88581;88354;87876
;;;;;;;2725.67;89067;88591;88362;87886
;;;;;;;2725.77;89075;88601;88370;87896
;;;;;;;2725.87;89084;88611;88379;87906
;;;;;;;2725.97;89092;88621;88387;87916
;;;;;;;2726.07;89100;88631;88395;87926
;;;;;;;2726.16;89108;88641;88403;87936
;;;;;;;2726.26;89116;88651;88411;87946
;;;;;;;2726.35;89124;88661;88419;87956
;;;;;;;2726.46;89133;88671;88428;87966
;;;;;;;2726.56;89141;88681;88436;87976
;;;;;;;2726.67;89150;88691;88445;87986
;;;;;;;2726.76;89158;88701;88453;87996
;;;;;;;2726.87;89167;88711;88462;88006
;;;;;;;2726.98;89176;88721;88471;88016
;;;;;;;2727.09;89185;88731;88480;88026
;;;;;;;2727.20;89194;88741;88489;88036
;;;;;;;2727.30;89203;88751;88498;88046
;;;;;;;2727.41;89212;88761;88507;88056
;;;;;;;2727.52;89221;88771;88516;88066
;;;;;;;2727.63;89230;88781;88525;88076
;;;;;;;2727.74;89239;88791;88534;88086
;;;;;;;2727.86;89249;88801;88544;88096
;;;;;;;2727.97;89258;88811;88553;88106
;;;;;;;2728.08;89267;88821;88562;88116
;;;;;;;2728.20;89277;88831;88572;88126
;;;;;;;2728.31;89286;88841;88581;88136
;;;;;;;2728.42;89295;88851;88590;88146
;;;;;;;2728.53;89304;88861;88599;88156
;;;;;;;2728.65;89314;88871;88609;88166
;;;;;;;2728.76;89323;88881;88618;88176
;;;;;;;2728.87;89332;88891;88627;88186
;;;;;;;2728.98;89341;88901;88636;88196
;;;;;;;2729.10;89350;88911;88645;88206
;;;;;;;2729.21;89359;88921;88654;88216
;;;;;;;2729.32;89368;88931;88663;88226
;;;;;;;2729.43;89377;88941;88672;88236
;;;;;;;2729.54;89386;88951;88681;88246
;;;;;;;2729.65;89395;88961;88690;88256
;;;;;;;2729.77;89405;88971;88700;88266
;;;;;;;2729.88;89414;88981;88709;88276
;;;;;;;2730.00;89424;88991;88719;88286
;;;;;;;2730.11;89433;89001;88728;88296
;;;;;;;2730.23;89443;89011;88738;88306
;;;;;;;2730.35;89453;89021;88748;88316
;;;;;;;2730.46;89463;89031;88758;88326
;;;;;;;2730.58;89473;89041;88768;88336
;;;;;;;2730.69;89483;89051;88778;88346
;;;;;;;2730.82;89494;89061;88789;88356
;;;;;;;2730.93;89504;89071;88799;88366
;;;;;;;2731.06;89515;89081;88810;88376
;;;;;;;2731.18;89526;89091;88821;88386
;;;;;;;2731.29;89536;89101;88831;88396
;;;;;;;2731.42;89547;89111;88842;88406
;;;;;;;2731.54;89558;89121;88853;88416
;;;;;;;2731.66;89569;89131;88864;88426
;;;;;;;2731.77;89579;89141;88874;88436
;;;;;;;2731.90;89590;89151;88885;88446
;;;;;;;2732.02;89601;89161;88896;88456
;;;;;;;2732.14;89611;89171;88906;88466
;;;;;;;2732.26;89622;89181;88917;88476
;;;;;;;2732.39;89633;89191;88928;88486
;;;;;;;2732.50;89643;89201;88938;88496
;;;;;;;2732.63;89654;89211;88949;88506
;;;;;;;2732.75;89664;89221;88959;88516
;;;;;;;2732.88;89675;89231;88970;88526
;;;;;;;2733.00;89685;89241;88980;88536
;;;;;;;2733.13;89696;89251;88991;88546
;;;;;;;2733.25;89706;89261;89001;88556
;;;;;;;2733.38;89717;89271;89012;88566
;;;;;;;2733.50;89727;89281;89022;88576
;;;;;;;2733.63;89737;89291;89032;88586
;;;;;;;2733.77;89748;89301;89043;88596
;;;;;;;2733.89;89758;89311;89053;88606
;;;;;;;2734.02;89768;89321;89063;88616
;;;;;;;2734.14;89778;89331;89073;88626
;;;;;;;2734.27;89788;89341;89083;88636
;;;;;;;2734.40;89798;89351;89093;88646
;;;;;;;2734.52;89808;89361;89103;88656
;;;;;;;2734.65;89818;89371;89113;88666
;;;;;;;2734.78;89828;89381;89123;88676
;;;;;;;2734.89;89837;89391;89132;88686
;;;;;;;2735.02;89847;89401;89142;88696
;;;;;;;2735.14;89856;89411;89151;88706
;;;;;;;2735.26;89866;89422;89161;88717
;;;;;;;2735.38;89875;89431;89170;88726
;;;;;;;2735.49;89884;89441;89179;88736
;;;;;;;2735.60;89893;89451;89188;88746
;;;;;;;2735.72;89902;89461;89197;88756
;;;;;;;2735.83;89911;89471;89206;88766
;;;;;;;2735.94;89920;89481;89215;88776
;;;;;;;2736.04;89928;89491;89223;88786
;;;;;;;2736.16;89937;89501;89232;88796
;;;;;;;2736.27;89946;89511;89241;88806
;;;;;;;2736.37;89954;89521;89249;88816
;;;;;;;2736.49;89963;89531;89258;88826
;;;;;;;2736.59;89971;89541;89266;88836
;;;;;;;2736.69;89979;89551;89274;88846
;;;;;;;2736.80;89988;89561;89283;88856
;;;;;;;2736.91;89996;89571;89291;88866
;;;;;;;2737.02;90005;89581;89300;88876
;;;;;;;2737.12;90013;89591;89308;88886
;;;;;;;2737.23;90021;89601;89316;88896
;;;;;;;2737.34;90030;89611;89325;88906
;;;;;;;2737.45;90038;89621;89333;88916
;;;;;;;2737.56;90047;89631;89342;88926
;;;;;;;2737.68;90056;89641;89351;88936
;;;;;;;2737.80;90065;89651;89360;88946
;;;;;;;2737.90;90073;89661;89368;88956
;;;;;;;2738.02;90082;89671;89377;88966
;;;;;;;2738.15;90092;89681;89387;88976
;;;;;;;2738.26;90101;89691;89396;88986
;;;;;;;2738.38;90110;89701;89405;88996
;;;;;;;2738.51;90120;89711;89415;89006
;;;;;;;2738.63;90129;89721;89424;89016
;;;;;;;2738.75;90138;89731;89433;89026
;;;;;;;2738.89;90148;89741;89443;89036
;;;;;;;2739.02;90158;89751;89453;89046
;;;;;;;2739.14;90167;89761;89462;89056
;;;;;;;2739.27;90177;89771;89472;89066
;;;;;;;2739.39;90186;89781;89481;89076
;;;;;;;2739.52;90196;89791;89491;89086
;;;;;;;2739.64;90205;89801;89500;89096
;;;;;;;2739.77;90215;89811;89510;89106
;;;;;;;2739.89;90224;89821;89519;89116
;;;;;;;2740.03;90234;89831;89529;89126
;;;;;;;2740.14;90243;89841;89538;89136
;;;;;;;2740.28;90253;89851;89548;89146
;;;;;;;2740.40;90262;89861;89557;89156
;;;;;;;2740.53;90272;89871;89567;89166
;;;;;;;2740.65;90281;89881;89576;89176
;;;;;;;2740.77;90290;89891;89585;89186
;;;;;;;2740.90;90300;89901;89595;89196
;;;;;;;2741.02;90309;89911;89604;89206
;;;;;;;2741.16;90319;89921;89614;89216
;;;;;;;2741.28;90328;89931;89623;89226
;;;;;;;2741.40;90337;89941;89632;89236
;;;;;;;2741.53;90347;89951;89642;89246
;;;;;;;2741.65;90356;89961;89651;89256
;;;;;;;2741.77;90365;89971;89660;89266
;;;;;;;2741.91;90375;89981;89670;89276
;;;;;;;2742.03;90384;89991;89679;89286
;;;;;;;2742.16;90394;90001;89689;89296
;;;;;;;2742.28;90403;90011;89698;89306
;;;;;;;2742.41;90413;90021;89708;89316
;;;;;;;2742.53;90422;90031;89717;89326
;;;;;;;2742.66;90432;90041;89727;89336
;;;;;;;2742.79;90442;90051;89737;89346
;;;;;;;2742.92;90452;90061;89747;89356
;;;;;;;2743.05;90463;90071;89758;89366
;;;;;;;2743.18;90473;90081;89768;89376
;;;;;;;2743.31;90483;90091;89778;89386
;;;;;;;2743.44;90494;90101;89789;89396
;;;;;;;2743.58;90505;90111;89800;89406
;;;;;;;2743.70;90515;90121;89810;89416
;;;;;;;2743.84;90526;90131;89821;89426
;;;;;;;2743.98;90537;90141;89832;89436
;;;;;;;2744.11;90548;90151;89843;89446
;;;;;;;2744.25;90559;90161;89854;89456
;;;;;;;2744.37;90569;90171;89864;89466
;;;;;;;2744.51;90580;90181;89875;89476
;;;;;;;2744.65;90591;90191;89886;89486
;;;;;;;2744.78;90602;90201;89897;89496
;;;;;;;2744.92;90613;90211;89908;89506
;;;;;;;2745.06;90624;90221;89919;89516
;;;;;;;2745.20;90635;90231;89930;89526
;;;;;;;2745.32;90645;90241;89940;89536
;;;;;;;2745.46;90656;90251;89951;89546
;;;;;;;2745.60;90667;90261;89962;89556
;;;;;;;2745.74;90678;90272;89973;89567
;;;;;;;2745.88;90690;90282;89985;89577
;;;;;;;2746.02;90701;90292;89996;89587
;;;;;;;2746.15;90712;90302;90007;89597
;;;;;;;2746.29;90724;90312;90019;89607
;;;;;;;2746.42;90735;90322;90030;89617
;;;;;;;2746.56;90747;90332;90042;89627
;;;;;;;2746.71;90760;90342;90055;89637
;;;;;;;2746.83;90772;90352;90067;89647
;;;;;;;2746.96;90785;90362;90080;89657
;;;;;;;2747.09;90798;90372;90093;89667
;;;;;;;2747.22;90811;90382;90106;89677
;;;;;;;2747.35;90824;90392;90120;89687
;;;;;;;2747.48;90838;90402;90133;89697
;;;;;;;2747.61;90852;90412;90147;89707
;;;;;;;2747.74;90866;90422;90161;89717
;;;;;;;2747.87;90880;90432;90175;89727
;;;;;;;2748.01;90895;90442;90190;89737
;;;;;;;2748.14;90909;90452;90204;89747
;;;;;;;2748.26;90923;90462;90218;89757
;;;;;;;2748.39;90937;90472;90232;89767
;;;;;;;2748.53;90952;90482;90247;89777
;;;;;;;2748.65;90966;90492;90261;89787
;;;;;;;2748.78;90980;90502;90275;89797
;;;;;;;2748.91;90994;90512;90289;89807
;;;;;;;2749.03;91007;90522;90302;89817
;;;;;;;2749.16;91021;90532;90316;89827
;;;;;;;2749.29;91035;90542;90330;89837
;;;;;;;2749.42;91049;90552;90344;89847
;;;;;;;2749.55;91062;90562;90357;89857
;;;;;;;2749.68;91076;90572;90371;89867
;;;;;;;2749.81;91090;90582;90385;89877
;;;;;;;2749.94;91104;90592;90399;89887
;;;;;;;2750.07;91118;90602;90413;89897
;;;;;;;2750.21;91132;90612;90427;89907
;;;;;;;2750.34;91146;90622;90441;89917
;;;;;;;2750.47;91160;90632;90455;89927
;;;;;;;2750.61;91174;90642;90469;89937
;;;;;;;2750.74;91188;90652;90483;89947
;;;;;;;2750.87;91201;90663;90496;89958
;;;;;;;2751.00;91215;90673;90510;89968
;;;;;;;2751.12;91228;90683;90523;89978
;;;;;;;2751.25;91241;90693;90536;89988
;;;;;;;2751.36;91253;90703;90548;89998
;;;;;;;2751.49;91266;90713;90561;90008
;;;;;;;2751.60;91278;90723;90573;90018
;;;;;;;2751.71;91289;90733;90584;90028
;;;;;;;2751.83;91301;90743;90596;90038
;;;;;;;2751.93;91312;90753;90607;90048
;;;;;;;2752.03;91322;90763;90617;90058
;;;;;;;2752.13;91333;90773;90628;90068
;;;;;;;2752.23;91343;90783;90638;90078
;;;;;;;2752.33;91353;90792;90648;90087
;;;;;;;2752.42;91363;90802;90658;90097
;;;;;;;2752.51;91372;90812;90667;90107
;;;;;;;2752.60;91382;90822;90677;90117
;;;;;;;2752.69;91391;90832;90686;90127
;;;;;;;2752.78;91401;90842;90696;90137
;;;;;;;2752.87;91410;90852;90705;90147
;;;;;;;2752.95;91419;90862;90714;90157
;;;;;;;2753.05;91429;90872;90724;90167
;;;;;;;2753.13;91438;90882;90733;90177
;;;;;;;2753.23;91448;90892;90743;90187
;;;;;;;2753.31;91457;90902;90752;90197
;;;;;;;2753.41;91467;90912;90762;90207
;;;;;;;2753.49;91476;90922;90771;90217
;;;;;;;2753.59;91486;90932;90781;90227
;;;;;;;2753.68;91496;90942;90791;90237
;;;;;;;2753.77;91505;90952;90799;90247
;;;;;;;2753.86;91515;90962;90810;90257
;;;;;;;2753.95;91524;90972;90819;90267
;;;;;;;2754.04;91534;90982;90829;90277
;;;;;;;2754.14;91544;90992;90839;90287
;;;;;;;2754.22;91553;91002;90848;90297
;;;;;;;2754.32;91563;91012;90858;90307
;;;;;;;2754.40;91572;91022;90867;90317
;;;;;;;2754.50;91582;91032;90877;90327
;;;;;;;2754.59;91592;91042;90887;90337
;;;;;;;2754.68;91601;91052;90896;90347
;;;;;;;2754.78;91611;91062;90906;90357
;;;;;;;2754.87;91621;91072;90916;90367
;;;;;;;2754.96;91630;91082;90925;90377
;;;;;;;2755.05;91640;91092;90935;90387
;;;;;;;2755.15;91650;91102;90945;90397
;;;;;;;2755.24;91660;91112;90955;90407
;;;;;;;2755.34;91670;91122;90965;90417
;;;;;;;2755.44;91680;91132;90975;90427
;;;;;;;2755.53;91690;91142;90985;90437
;;;;;;;2755.63;91700;91152;90995;90447
;;;;;;;2755.73;91710;91162;91005;90457
;;;;;;;2755.82;91720;91172;91015;90467
;;;;;;;2755.92;91730;91182;91025;90477
;;;;;;;2756.02;91740;91192;91035;90487
;;;;;;;2756.11;91750;91202;91045;90497
;;;;;;;2756.21;91760;91212;91055;90507
;;;;;;;2756.32;91771;91222;91066;90517
;;;;;;;2756.42;91781;91232;91076;90527
;;;;;;;2756.51;91791;91242;91086;90537
;;;;;;;2756.61;91801;91252;91096;90547
;;;;;;;2756.71;91811;91262;91106;90557
;;;;;;;2756.81;91821;91272;91116;90567
;;;;;;;2756.90;91831;91282;91126;90577
;;;;;;;2757.00;91841;91292;91136;90587
;;;;;;;2757.10;91851;91302;91146;90597
;;;;;;;2757.20;91861;91312;91156;90607
;;;;;;;2757.29;91871;91322;91166;90617
;;;;;;;2757.39;91881;91332;91176;90627
;;;;;;;2757.48;91891;91342;91186;90637
;;;;;;;2757.58;91901;91352;91196;90647
;;;;;;;2757.68;91911;91362;91206;90657
;;;;;;;2757.77;91921;91372;91216;90667
;;;;;;;2757.86;91930;91382;91225;90677
;;;;;;;2757.96;91940;91392;91235;90687
;;;;;;;2758.05;91950;91402;91245;90697
;;;;;;;2758.15;91960;91412;91255;90707
;;;;;;;2758.25;91970;91422;91265;90717
;;;;;;;2758.34;91980;91432;91275;90727
;;;;;;;2758.44;91990;91442;91285;90737
;;;;;;;2758.53;92000;91452;91295;90747
;;;;;;;2758.63;92010;91462;91305;90757
;;;;;;;2758.72;92020;91472;91315;90767
;;;;;;;2758.81;92030;91482;91325;90777
;;;;;;;2758.91;92040;91492;91335;90787
;;;;;;;2759.00;92050;91502;91345;90797
;;;;;;;2759.10;92060;91512;91355;90807
;;;;;;;2759.20;92071;91522;91366;90817
;;;;;;;2759.30;92081;91532;91376;90827
;;;;;;;2759.39;92091;91542;91386;90837
;;;;;;;2759.48;92101;91552;91396;90847
;;;;;;;2759.57;92111;91562;91406;90857
;;;;;;;2759.67;92121;91572;91416;90867
;;;;;;;2759.77;92132;91582;91427;90877
;;;;;;;2759.86;92142;91592;91437;90887
;;;;;;;2759.96;92153;91602;91448;90897
;;;;;;;2760.05;92163;91612;91458;90907
;;;;;;;2760.15;92174;91622;91469;90917
;;;;;;;2760.25;92184;91632;91479;90927
;;;;;;;2760.35;92195;91642;91490;90937
;;;;;;;2760.45;92206;91652;91501;90947
;;;;;;;2760.55;92217;91662;91512;90957
;;;;;;;2760.65;92228;91672;91523;90967
;;;;;;;2760.75;92239;91682;91534;90977
;;;;;;;2760.84;92249;91692;91544;90987
;;;;;;;2760.95;92261;91702;91556;90997
;;;;;;;2761.05;92272;91712;91567;91007
;;;;;;;2761.15;92283;91722;91578;91017
;;;;;;;2761.25;92294;91732;91589;91027
;;;;;;;2761.35;92305;91742;91600;91037
;;;;;;;2761.45;92316;91752;91611;91047
;;;;;;;2761.55;92327;91762;91622;91057
;;;;;;;2761.65;92338;91772;91633;91067
;;;;;;;2761.75;92349;91782;91644;91077
;;;;;;;2761.85;92360;91792;91655;91087
;;;;;;;2761.94;92370;91802;91665;91097
;;;;;;;2762.04;92381;91812;91676;91107
;;;;;;;2762.14;92392;91822;91687;91117
;;;;;;;2762.25;92403;91832;91698;91127
;;;;;;;2762.34;92413;91842;91708;91137
;;;;;;;2762.45;92424;91852;91719;91147
;;;;;;;2762.54;92434;91862;91729;91157
;;;;;;;2762.65;92445;91872;91740;91167
;;;;;;;2762.75;92456;91883;91751;91178
;;;;;;;2762.85;92466;91893;91761;91188
;;;;;;;2762.94;92476;91903;91771;91198
;;;;;;;2763.05;92487;91913;91782;91208
;;;;;;;2763.14;92497;91923;91792;91218
;;;;;;;2763.25;92508;91933;91803;91228
;;;;;;;2763.34;92518;91943;91813;91238
;;;;;;;2763.44;92528;91953;91823;91248
;;;;;;;2763.55;92539;91963;91834;91258
;;;;;;;2763.64;92549;91973;91844;91268
;;;;;;;2763.74;92559;91983;91854;91278
;;;;;;;2763.84;92569;91993;91864;91288
;;;;;;;2763.93;92579;92003;91874;91298
;;;;;;;2764.03;92589;92013;91884;91308
;;;;;;;2764.12;92598;92023;91893;91318
;;;;;;;2764.21;92608;92033;91903;91328
;;;;;;;2764.31;92618;92043;91913;91338
;;;;;;;2764.40;92628;92053;91923;91348
;;;;;;;2764.49;92637;92063;91932;91358
;;;;;;;2764.58;92647;92073;91942;91368
;;;;;;;2764.68;92657;92083;91952;91378
