Depth (m)	Accum (m ice)	Conf.	Age (yr B.P.)

1787.58	0.238	1.5	14548
1787.64	0.204	2.5	14549
1787.69	0.170	1.5	14550
1787.75	0.204	2.5	14551
1787.81	0.204	2.5	14552
1787.87	0.204	1.5	14553
1787.94	0.238	1.5	14554
1788.00	0.204	2.5	14555
1788.09	0.306	2.5	14556
1788.13	0.136	2.5	14557
1788.18	0.170	2.5	14558
1788.25	0.255	2.5	14559
1788.30	0.170	2.5	14560
1788.37	0.221	2.5	14561
1788.42	0.187	2.5	14562
1788.46	0.119	2.5	14563
1788.51	0.187	1.0	14564
1788.55	0.136	2.5	14565
1788.62	0.221	2.5	14566
1788.68	0.204	2.5	14567
1788.74	0.204	2.5	14568
1788.81	0.238	2.5	14569
1788.88	0.238	2.5	14570
1788.94	0.204	2.5	14571
1789.04	0.340	2.5	14572
1789.08	0.136	2.5	14573
1789.16	0.272	1.5	14574
1789.23	0.238	1.0	14575
1789.29	0.204	1.5	14576
1789.35	0.204	1.5	14577
1789.43	0.272	2.5	14578
1789.50	0.238	1.0	14579
1789.57	0.238	2.5	14580
1789.61	0.136	1.0	14581
1789.64	0.119	1.5	14582
1789.68	0.119	2.5	14583
1789.73	0.170	2.5	14584
1789.79	0.204	1.5	14585
1789.86	0.238	2.5	14586
1789.94	0.272	2.5	14587
1790.00	0.204	2.5	14588
1790.02	0.085	1.0	14589
1790.07	0.170	2.5	14590
1790.15	0.255	2.5	14591
1790.22	0.238	2.5	14592
1790.29	0.238	1.0	14593
1790.34	0.170	2.5	14594
1790.39	0.170	2.5	14595
1790.45	0.221	2.5	14596
1790.52	0.238	1.0	14597
1790.58	0.204	1.5	14598
1790.64	0.204	1.5	14599
1790.70	0.187	2.5	14600
1790.79	0.307	1.0	14601
1790.87	0.290	1.0	14602
1790.95	0.273	1.5	14603
1791.03	0.256	1.0	14604
1791.15	0.409	1.0	14605
1791.22	0.256	1.5	14606
1791.29	0.222	2.5	14607
1791.35	0.222	1.5	14608
1791.40	0.170	1.0	14609
1791.45	0.153	1.5	14610
1791.50	0.171	1.0	14611
1791.56	0.205	1.0	14612
1791.60	0.136	1.5	14613
1791.66	0.205	1.5	14614
1791.73	0.239	1.5	14615
1791.79	0.205	1.0	14616
1791.86	0.239	1.0	14617
1791.93	0.239	1.5	14618
1792.00	0.239	1.5	14619
1792.05	0.171	1.0	14620
1792.12	0.239	1.0	14621
1792.18	0.205	1.5	14622
1792.25	0.273	1.0	14623
1792.34	0.273	1.0	14624
1792.39	0.188	1.0	14625
1792.45	0.205	1.5	14626
1792.50	0.154	1.0	14627
1792.58	0.273	1.0	14628
1792.63	0.171	1.5	14629
1792.69	0.222	1.5	14630
1792.75	0.205	1.5	14631
1792.82	0.239	1.5	14632
1792.87	0.154	1.5	14633
1792.92	0.188	1.0	14634
1792.98	0.188	1.5	14635
1793.06	0.273	2.5	14636
1793.14	0.273	2.5	14637
1793.20	0.222	2.5	14638
1793.25	0.171	2.5	14639
1793.32	0.222	1.0	14640
1793.38	0.205	1.5	14641
1793.43	0.171	2.5	14642
1793.50	0.239	1.0	14643
1793.57	0.239	2.5	14644
1793.62	0.188	2.5	14645
1793.69	0.222	2.5	14646
1793.73	0.137	2.5	14647
1793.80	0.239	2.5	14648
1793.85	0.171	1.0	14649
1793.92	0.257	2.5	14650
1793.96	0.120	2.5	14651
1794.00	0.137	2.5	14652
1794.04	0.137	2.5	14653
1794.09	0.171	2.5	14654
1794.15	0.205	2.5	14655
1794.21	0.205	2.5	14656
1794.25	0.154	2.5	14657
1794.30	0.154	2.5	14658
1794.38	0.274	2.5	14659
1794.41	0.103	2.5	14660
1794.47	0.205	2.5	14661
1794.52	0.171	2.5	14662
1794.58	0.205	2.5	14663
1794.63	0.188	2.5	14664
1794.71	0.257	2.5	14665
1794.77	0.206	2.5	14666
1794.80	0.120	2.5	14667
1794.86	0.188	2.5	14668
1794.90	0.137	2.5	14669
1794.94	0.137	2.5	14670
1794.98	0.137	2.5	14671
1795.02	0.137	2.5	14672
1795.07	0.171	2.5	14673
1795.11	0.137	2.5	14674
1795.14	0.103	2.5	14675
1795.19	0.171	2.5	14676
1795.23	0.137	2.5	14677
1795.27	0.137	2.5	14678
1795.31	0.137	2.5	14679
1795.34	0.103	2.5	14680
1795.39	0.171	2.5	14681
1795.44	0.171	2.5	14682
1795.50	0.206	2.5	14683
1795.55	0.171	2.5	14684
1795.63	0.274	2.5	14685
1795.67	0.137	2.5	14686
1795.71	0.137	2.5	14687
1795.79	0.274	2.5	14688
1795.83	0.137	2.5	14689
1795.88	0.172	2.5	14690
1795.92	0.137	2.5	14691
1795.98	0.206	2.5	14692
1796.03	0.172	2.5	14693
1796.08	0.172	2.5	14694
1796.12	0.154	2.5	14695
1796.19	0.240	2.5	14696
1796.25	0.223	2.5	14697
1796.33	0.240	2.5	14698
1796.41	0.275	2.5	14699
1796.46	0.189	2.5	14700
1796.51	0.172	2.5	14701
1796.56	0.155	2.5	14702
1796.61	0.172	2.5	14703
1796.67	0.206	2.5	14704
1796.71	0.137	2.5	14705
1796.75	0.137	2.5	14706
1796.81	0.206	2.5	14707
1796.85	0.137	2.5	14708
1796.89	0.137	2.5	14709
1796.94	0.172	2.5	14710
1796.98	0.137	2.5	14711
1797.00	0.103	2.5	14712
1797.05	0.137	2.5	14713
1797.09	0.137	2.5	14714
1797.13	0.137	2.5	14715
1797.18	0.172	2.5	14716
1797.22	0.155	2.5	14717
1797.27	0.155	2.5	14718
1797.30	0.120	2.5	14719
1797.37	0.223	2.5	14720
1797.43	0.206	2.5	14721
1797.46	0.103	2.5	14722
1797.52	0.206	2.5	14723
1797.58	0.223	2.5	14724
1797.61	0.086	2.5	14725
1797.64	0.120	2.5	14726
1797.72	0.258	2.5	14727
1797.77	0.172	2.5	14728
1797.81	0.138	2.5	14729
1797.86	0.172	2.5	14730
1797.89	0.120	2.5	14731
1797.94	0.155	3.0	14732
1797.97	0.120	2.5	14733
1798.00	0.086	2.5	14734
1798.02	0.086	2.5	14735
1798.05	0.086	2.5	14736
1798.07	0.069	2.5	14737
1798.09	0.086	2.5	14738
1798.11	0.069	2.5	14739
1798.12	0.034	2.5	14740
1798.14	0.069	2.5	14741
1798.16	0.069	2.5	14742
1798.20	0.120	2.5	14743
1798.23	0.103	2.5	14744
1798.25	0.069	2.5	14745
1798.27	0.069	2.5	14746
1798.30	0.120	2.5	14747
1798.33	0.103	2.5	14748
1798.36	0.086	2.5	14749
1798.38	0.086	2.5	14750
1798.41	0.103	2.5	14751
1798.44	0.086	2.5	14752
1798.46	0.086	2.5	14753
1798.50	0.121	2.5	14754
1798.53	0.103	2.5	14755
1798.55	0.086	2.5	14756
1798.60	0.155	2.5	14757
1798.63	0.103	2.5	14758
1798.66	0.103	2.5	14759
1798.68	0.069	2.5	14760
1798.70	0.069	2.5	14761
1798.73	0.103	2.5	14762
1798.75	0.103	2.5	14763
1798.78	0.069	2.5	14764
1798.80	0.069	2.5	14765
1798.81	0.052	2.5	14766
1798.84	0.103	2.5	14767
1798.86	0.069	2.5	14768
1798.89	0.086	2.5	14769
1798.94	0.172	2.5	14770
1798.97	0.121	2.5	14771
1799.00	0.086	2.5	14772
1799.02	0.069	2.5	14773
1799.04	0.069	2.5	14774
1799.06	0.069	2.5	14775
1799.08	0.086	2.5	14776
1799.13	0.155	2.5	14777
1799.16	0.121	2.5	14778
1799.18	0.052	2.5	14779
1799.20	0.069	2.5	14780
1799.23	0.103	2.5	14781
1799.25	0.086	2.5	14782
1799.28	0.086	2.5	14783
1799.31	0.103	2.5	14784
1799.33	0.069	2.5	14785
1799.36	0.121	2.5	14786
1799.38	0.052	2.5	14787
1799.39	0.052	2.5	14788
1799.43	0.121	2.5	14789
1799.44	0.052	2.5	14790
1799.46	0.069	2.5	14791
1799.50	0.155	2.5	14792
1799.56	0.172	2.5	14793
1799.57	0.052	2.5	14794
1799.59	0.052	2.5	14795
1799.62	0.121	2.5	14796
1799.65	0.103	2.5	14797
1799.67	0.069	2.5	14798
1799.70	0.086	2.5	14799
1799.72	0.069	2.5	14800
1799.74	0.086	2.5	14801
1799.75	0.052	2.5	14802
1799.80	0.138	2.5	14803
1799.82	0.069	2.5	14804
1799.85	0.103	2.5	14805
1799.88	0.103	2.5	14806
1799.92	0.138	2.5	14807
1799.94	0.069	2.5	14808
1799.95	0.052	2.5	14809
1799.97	0.052	2.5	14810
1800.00	0.104	2.5	14811
1800.04	0.138	2.5	14812
1800.09	0.173	2.5	14813
1800.12	0.121	2.5	14814
1800.15	0.086	2.5	14815
1800.17	0.086	2.5	14816
1800.21	0.121	2.5	14817
1800.24	0.121	2.5	14818
1800.26	0.069	2.5	14819
1800.29	0.104	2.5	14820
1800.32	0.086	2.5	14821
1800.34	0.069	2.5	14822
1800.37	0.104	2.5	14823
1800.40	0.104	2.5	14824
1800.43	0.104	2.5	14825
1800.45	0.086	2.5	14826
1800.48	0.086	2.5	14827
1800.50	0.104	2.5	14828
1800.54	0.104	2.5	14829
1800.55	0.052	2.5	14830
1800.57	0.052	2.5	14831
1800.59	0.069	2.5	14832
1800.61	0.086	2.5	14833
1800.63	0.069	2.5	14834
1800.65	0.069	2.5	14835
1800.67	0.052	2.5	14836
1800.69	0.069	2.5	14837
1800.71	0.086	2.5	14838
1800.74	0.086	2.5	14839
1800.76	0.086	2.5	14840
1800.79	0.086	2.5	14841
1800.81	0.086	2.5	14842
1800.85	0.121	2.5	14843
1800.89	0.138	2.5	14844
1800.91	0.086	2.5	14845
1800.94	0.086	2.5	14846
1800.97	0.104	2.5	14847
1801.04	0.259	2.5	14848
1801.07	0.086	2.5	14849
1801.09	0.069	2.5	14850
1801.13	0.138	2.5	14851
1801.17	0.156	2.5	14852
1801.20	0.086	2.5	14853
1801.24	0.138	2.5	14854
1801.27	0.104	2.5	14855
1801.31	0.138	2.5	14856
1801.36	0.173	2.5	14857
1801.38	0.069	2.5	14858
1801.41	0.104	2.5	14859
1801.43	0.069	2.5	14860
1801.45	0.069	2.5	14861
1801.47	0.069	2.5	14862
1801.48	0.052	2.5	14863
1801.50	0.069	2.5	14864
1801.54	0.138	2.5	14865
1801.56	0.069	2.5	14866
1801.59	0.104	2.5	14867
1801.62	0.104	2.5	14868
1801.65	0.086	2.5	14869
1801.67	0.086	2.5	14870
1801.69	0.069	2.5	14871
1801.71	0.052	2.5	14872
1801.73	0.069	2.5	14873
1801.75	0.086	2.5	14874
1801.79	0.121	2.5	14875
1801.81	0.069	2.5	14876
1801.83	0.069	2.5	14877
1801.86	0.121	2.5	14878
1801.90	0.121	2.5	14879
1801.92	0.086	2.5	14880
1801.94	0.069	2.5	14881
1801.96	0.069	2.5	14882
1802.00	0.121	2.5	14883
1802.03	0.104	2.5	14884
1802.06	0.104	2.5	14885
1802.09	0.104	2.5	14886
1802.12	0.104	2.5	14887
1802.15	0.104	2.5	14888
1802.17	0.069	2.5	14889
1802.19	0.087	2.5	14890
1802.22	0.104	2.5	14891
1802.24	0.069	2.5	14892
1802.27	0.087	2.5	14893
1802.29	0.087	2.5	14894
1802.32	0.087	2.5	14895
1802.34	0.069	2.5	14896
1802.36	0.069	2.5	14897
1802.39	0.104	2.5	14898
1802.41	0.069	2.5	14899
1802.43	0.069	2.5	14900
1802.45	0.087	2.5	14901
1802.48	0.087	2.5	14902
1802.52	0.156	2.5	14903
1802.55	0.087	2.5	14904
1802.58	0.104	3.0	14905
1802.61	0.121	2.5	14906
1802.64	0.087	2.5	14907
1802.67	0.104	2.5	14908
1802.69	0.087	2.5	14909
1802.72	0.087	2.5	14910
1802.74	0.069	2.5	14911
1802.78	0.139	2.5	14912
1802.81	0.104	2.5	14913
1802.83	0.069	2.5	14914
1802.85	0.069	2.5	14915
1802.87	0.069	2.5	14916
1802.89	0.069	2.5	14917
1802.92	0.104	2.5	14918
1802.95	0.121	2.5	14919
1803.00	0.156	2.5	14920
1803.03	0.104	2.5	14921
1803.06	0.104	2.5	14922
1803.08	0.069	2.5	14923
1803.11	0.104	2.5	14924
1803.13	0.069	2.5	14925
1803.15	0.069	2.5	14926
1803.17	0.069	2.5	14927
1803.19	0.069	2.5	14928
1803.21	0.087	2.5	14929
1803.24	0.087	2.5	14930
1803.26	0.087	2.5	14931
1803.32	0.208	2.5	14932
1803.35	0.087	2.5	14933
1803.39	0.156	2.5	14934
1803.42	0.087	2.5	14935
1803.45	0.104	2.5	14936
1803.47	0.087	2.5	14937
1803.50	0.087	2.5	14938
1803.53	0.104	2.5	14939
1803.56	0.104	2.5	14940
1803.59	0.104	2.5	14941
1803.62	0.104	2.5	14942
1803.64	0.069	2.5	14943
1803.67	0.104	2.5	14944
1803.70	0.104	2.5	14945
1803.75	0.173	2.5	14946
1803.77	0.069	2.5	14947
1803.80	0.104	2.5	14948
1803.83	0.104	2.5	14949
1803.85	0.069	2.5	14950
1803.87	0.069	2.5	14951
1803.89	0.069	2.5	14952
1803.93	0.139	2.5	14953
1803.97	0.139	2.5	14954
1804.00	0.121	2.5	14955
1804.03	0.087	2.5	14956
1804.05	0.069	2.5	14957
1804.06	0.052	2.5	14958
1804.08	0.069	2.5	14959
1804.10	0.052	2.5	14960
1804.12	0.069	2.5	14961
1804.14	0.069	2.5	14962
1804.18	0.139	2.5	14963
1804.22	0.156	2.5	14964
1804.25	0.122	2.5	14965
1804.28	0.069	2.5	14966
1804.31	0.104	2.5	14967
1804.34	0.104	2.5	14968
1804.36	0.087	2.5	14969
1804.39	0.087	2.5	14970
1804.43	0.139	2.5	14971
1804.47	0.139	2.5	14972
1804.50	0.122	2.5	14973
1804.53	0.087	2.5	14974
1804.55	0.069	2.5	14975
1804.57	0.087	2.5	14976
1804.60	0.087	2.5	14977
1804.63	0.104	2.5	14978
1804.65	0.069	2.5	14979
1804.67	0.069	2.5	14980
1804.69	0.069	2.5	14981
1804.73	0.156	2.5	14982
1804.77	0.139	2.5	14983
1804.79	0.069	2.5	14984
1804.81	0.069	2.5	14985
1804.83	0.069	2.5	14986
1804.86	0.104	2.5	14987
1804.92	0.191	2.5	14988
1804.95	0.122	2.5	14989
1804.97	0.070	2.5	14990
1804.99	0.070	2.5	14991
1805.01	0.070	2.5	14992
1805.04	0.104	2.5	14993
1805.08	0.122	2.5	14994
1805.11	0.104	2.5	14995
1805.13	0.087	2.5	14996
1805.17	0.122	2.5	14997
1805.21	0.139	2.5	14998
1805.25	0.174	2.5	14999
1805.29	0.122	2.5	15000
1805.33	0.122	2.5	15001
1805.36	0.122	2.5	15002
1805.40	0.139	2.5	15003
1805.43	0.104	2.5	15004
1805.45	0.052	2.5	15005
1805.47	0.070	2.5	15006
1805.50	0.139	2.5	15007
1805.53	0.070	2.5	15008
1805.58	0.174	2.5	15009
1805.62	0.139	2.5	15010
1805.64	0.070	2.5	15011
1805.67	0.122	2.5	15012
1805.69	0.052	2.5	15013
1805.72	0.104	2.5	15014
1805.74	0.070	2.5	15015
1805.77	0.122	2.5	15016
1805.81	0.122	2.5	15017
1805.84	0.122	2.5	15018
1805.87	0.087	2.5	15019
1805.89	0.070	2.5	15020
1805.92	0.122	2.5	15021
1805.95	0.087	2.5	15022
1805.97	0.087	2.5	15023
1806.00	0.087	2.5	15024
1806.03	0.104	2.5	15025
1806.06	0.104	2.5	15026
1806.10	0.139	2.5	15027
1806.12	0.070	2.5	15028
1806.15	0.104	2.5	15029
1806.21	0.209	2.5	15030
1806.23	0.070	2.5	15031
1806.25	0.070	2.5	15032
1806.28	0.104	2.5	15033
1806.31	0.104	2.5	15034
1806.34	0.104	2.5	15035
1806.36	0.070	2.5	15036
1806.38	0.070	2.5	15037
1806.42	0.139	2.5	15038
1806.44	0.070	2.5	15039
1806.47	0.122	2.5	15040
1806.50	0.105	2.5	15041
1806.52	0.070	2.5	15042
1806.54	0.070	2.5	15043
1806.58	0.122	2.5	15044
1806.61	0.105	2.5	15045
1806.63	0.070	2.5	15046
1806.64	0.052	2.5	15047
1806.67	0.087	2.5	15048
1806.71	0.139	2.5	15049
1806.73	0.070	2.5	15050
1806.75	0.105	2.5	15051
1806.78	0.070	2.5	15052
1806.80	0.070	2.5	15053
1806.84	0.139	2.5	15054
1806.89	0.174	2.5	15055
1806.92	0.105	2.5	15056
1806.97	0.192	2.5	15057
1806.99	0.070	2.5	15058
1807.02	0.105	2.5	15059
1807.04	0.070	2.5	15060
1807.07	0.105	2.5	15061
1807.09	0.070	2.5	15062
1807.12	0.087	2.5	15063
1807.15	0.105	2.5	15064
1807.19	0.139	2.5	15065
1807.21	0.070	2.5	15066
1807.23	0.087	2.5	15067
1807.27	0.122	2.5	15068
1807.30	0.105	2.5	15069
1807.34	0.157	2.5	15070
1807.37	0.087	2.5	15071
1807.40	0.122	2.5	15072
1807.43	0.087	2.5	15073
1807.44	0.052	2.5	15074
1807.47	0.087	2.5	15075
1807.49	0.087	2.5	15076
1807.52	0.087	2.5	15077
1807.55	0.105	2.5	15078
1807.59	0.140	2.5	15079
1807.61	0.070	2.5	15080
1807.63	0.070	2.5	15081
1807.65	0.087	2.5	15082
1807.68	0.087	2.5	15083
1807.69	0.052	2.5	15084
1807.72	0.105	2.5	15085
1807.75	0.087	2.5	15086
1807.77	0.070	2.5	15087
1807.80	0.105	2.5	15088
1807.83	0.105	2.5	15089
1807.85	0.087	2.5	15090
1807.87	0.052	2.5	15091
1807.89	0.070	2.5	15092
1807.92	0.105	2.5	15093
1807.94	0.070	2.5	15094
1807.96	0.087	2.5	15095
1807.98	0.052	2.5	15096
1807.99	0.052	2.5	15097
1808.03	0.122	2.5	15098
1808.05	0.070	2.5	15099
1808.09	0.140	2.5	15100
1808.11	0.087	2.5	15101
1808.13	0.070	2.5	15102
1808.16	0.087	2.5	15103
1808.20	0.140	2.5	15104
1808.24	0.140	2.5	15105
1808.26	0.087	2.5	15106
1808.29	0.105	2.5	15107
1808.33	0.140	2.5	15108
1808.36	0.105	2.5	15109
1808.39	0.087	2.5	15110
1808.40	0.052	2.5	15111
1808.42	0.070	2.5	15112
1808.45	0.087	2.5	15113
1808.47	0.087	2.5	15114
1808.50	0.122	2.5	15115
1808.53	0.070	2.5	15116
1808.55	0.087	2.5	15117
1808.59	0.122	2.5	15118
1808.61	0.070	2.5	15119
1808.64	0.105	2.5	15120
1808.67	0.105	2.5	15121
1808.70	0.105	2.5	15122
1808.72	0.070	2.5	15123
1808.74	0.087	2.5	15124
1808.80	0.192	2.5	15125
1808.83	0.105	2.5	15126
1808.86	0.105	2.5	15127
1808.90	0.140	2.5	15128
1808.93	0.105	2.5	15129
1808.96	0.105	2.5	15130
1809.00	0.140	2.5	15131
1809.02	0.087	2.5	15132
1809.06	0.122	2.5	15133
1809.08	0.087	2.5	15134
1809.11	0.087	2.5	15135
1809.14	0.105	2.5	15136
1809.17	0.105	2.5	15137
1809.19	0.087	2.5	15138
1809.21	0.052	2.5	15139
1809.22	0.035	2.5	15140
1809.24	0.070	2.5	15141
1809.25	0.070	2.5	15142
1809.29	0.105	2.5	15143
1809.32	0.105	2.5	15144
1809.34	0.070	2.5	15145
1809.37	0.105	2.5	15146
1809.42	0.192	2.5	15147
1809.45	0.087	2.5	15148
1809.48	0.105	2.5	15149
1809.50	0.070	2.5	15150
1809.53	0.105	2.5	15151
1809.57	0.140	2.5	15152
1809.61	0.140	2.5	15153
1809.63	0.087	2.5	15154
1809.67	0.122	2.5	15155
1809.72	0.192	2.5	15156
1809.74	0.070	2.5	15157
1809.77	0.087	2.5	15158
1809.81	0.140	2.5	15159
1809.85	0.140	2.5	15160
1809.87	0.070	2.5	15161
1809.90	0.105	2.5	15162
1809.93	0.105	2.5	15163
1809.96	0.105	2.5	15164
1809.99	0.105	2.5	15165
1810.02	0.122	2.5	15166
1810.05	0.087	2.5	15167
1810.08	0.122	2.5	15168
1810.12	0.122	2.5	15169
1810.13	0.052	2.5	15170
1810.16	0.087	2.5	15171
1810.21	0.175	2.5	15172
1810.23	0.070	2.5	15173
1810.25	0.070	2.5	15174
1810.27	0.070	2.5	15175
1810.30	0.122	2.5	15176
1810.33	0.087	2.5	15177
1810.38	0.175	2.5	15178
1810.42	0.140	2.5	15179
1810.45	0.105	2.5	15180
1810.49	0.140	2.5	15181
1810.53	0.140	2.5	15182
1810.55	0.070	2.5	15183
1810.57	0.087	2.5	15184
1810.60	0.105	2.5	15185
1810.63	0.087	2.5	15186
1810.66	0.105	2.5	15187
1810.69	0.105	2.5	15188
1810.72	0.105	2.5	15189
1810.74	0.070	2.5	15190
1810.75	0.070	2.5	15191
1810.79	0.105	2.5	15192
1810.81	0.087	2.5	15193
1810.84	0.087	2.5	15194
1810.86	0.070	2.5	15195
1810.88	0.088	2.5	15196
1810.91	0.088	2.5	15197
1810.94	0.105	2.5	15198
1810.98	0.140	2.5	15199
1811.02	0.140	2.5	15200
1811.03	0.053	2.5	15201
1811.06	0.088	2.5	15202
1811.09	0.105	2.5	15203
1811.13	0.140	2.5	15204
1811.16	0.105	2.5	15205
1811.19	0.105	2.5	15206
1811.23	0.140	2.5	15207
1811.25	0.070	2.5	15208
1811.27	0.070	2.5	15209
1811.30	0.105	2.5	15210
1811.33	0.123	2.5	15211
1811.39	0.193	2.5	15212
1811.41	0.088	2.5	15213
1811.43	0.070	2.5	15214
1811.45	0.070	2.5	15215
1811.47	0.070	2.5	15216
1811.50	0.088	2.5	15217
1811.52	0.088	2.5	15218
1811.54	0.053	2.5	15219
1811.57	0.105	2.5	15220
1811.59	0.088	2.5	15221
1811.61	0.070	2.5	15222
1811.64	0.088	2.5	15223
1811.66	0.070	2.5	15224
1811.69	0.105	2.5	15225
1811.71	0.070	2.5	15226
1811.74	0.105	2.5	15227
1811.75	0.070	2.5	15228
1811.79	0.105	2.5	15229
1811.82	0.105	2.5	15230
1811.83	0.035	2.5	15231
1811.85	0.070	2.5	15232
1811.86	0.053	2.5	15233
1811.89	0.088	2.5	15234
1811.92	0.105	2.5	15235
1811.94	0.070	2.5	15236
1811.97	0.105	2.5	15237
1812.00	0.140	2.5	15238
1812.04	0.123	2.5	15239
1812.08	0.123	2.5	15240
1812.11	0.105	2.5	15241
1812.13	0.070	2.5	15242
1812.17	0.158	2.5	15243
1812.21	0.123	2.5	15244
1812.25	0.175	2.5	15245
1812.30	0.140	2.5	15246
1812.33	0.105	2.5	15247
1812.35	0.088	2.5	15248
1812.38	0.088	2.5	15249
1812.40	0.088	2.5	15250
1812.42	0.070	2.5	15251
1812.44	0.070	2.5	15252
1812.46	0.070	2.5	15253
1812.49	0.088	2.5	15254
1812.52	0.105	2.5	15255
1812.54	0.070	2.5	15256
1812.57	0.105	2.5	15257
1812.59	0.088	2.5	15258
1812.62	0.088	2.5	15259
1812.66	0.140	2.5	15260
1812.68	0.070	2.5	15261
1812.70	0.070	2.5	15262
1812.72	0.088	2.5	15263
1812.75	0.123	2.5	15264
1812.79	0.105	2.5	15265
1812.82	0.105	2.5	15266
1812.85	0.105	2.5	15267
1812.87	0.088	2.5	15268
1812.89	0.053	2.5	15269
1812.91	0.070	2.5	15270
1812.92	0.053	2.5	15271
1812.95	0.088	2.5	15272
1812.98	0.105	2.5	15273
1813.00	0.105	2.5	15274
1813.02	0.053	2.5	15275
1813.06	0.123	2.5	15276
1813.11	0.175	2.5	15277
1813.15	0.158	2.5	15278
1813.18	0.088	2.5	15279
1813.20	0.070	2.5	15280
1813.22	0.088	2.5	15281
1813.26	0.140	2.5	15282
1813.28	0.070	2.5	15283
1813.31	0.088	2.5	15284
1813.33	0.088	2.5	15285
1813.36	0.088	2.5	15286
1813.38	0.070	2.5	15287
1813.40	0.070	2.5	15288
1813.42	0.070	2.5	15289
1813.44	0.070	2.5	15290
1813.45	0.053	2.5	15291
1813.47	0.070	2.5	15292
1813.50	0.088	2.5	15293
1813.52	0.070	2.5	15294
1813.54	0.070	2.5	15295
1813.56	0.070	2.5	15296
1813.57	0.053	2.5	15297
1813.59	0.070	2.5	15298
1813.62	0.088	2.5	15299
1813.64	0.070	2.5	15300
1813.67	0.105	2.5	15301
1813.69	0.070	2.5	15302
1813.72	0.105	2.5	15303
1813.74	0.070	2.5	15304
1813.77	0.123	2.5	15305
1813.79	0.053	2.5	15306
1813.81	0.070	2.5	15307
1813.83	0.070	2.5	15308
1813.86	0.105	2.5	15309
1813.88	0.070	2.5	15310
1813.90	0.070	2.5	15311
1813.92	0.088	2.5	15312
1813.96	0.140	2.5	15313
1813.98	0.070	2.5	15314
1814.00	0.053	2.5	15315
1814.04	0.141	2.5	15316
1814.07	0.105	2.5	15317
1814.09	0.088	2.5	15318
1814.11	0.053	2.5	15319
1814.12	0.053	2.5	15320
1814.14	0.070	2.5	15321
1814.16	0.070	2.5	15322
1814.18	0.070	2.5	15323
1814.20	0.070	2.5	15324
1814.22	0.070	2.5	15325
1814.25	0.088	2.5	15326
1814.27	0.088	2.5	15327
1814.30	0.105	2.5	15328
1814.34	0.123	2.5	15329
1814.38	0.158	2.5	15330
1814.40	0.070	2.5	15331
1814.42	0.053	2.5	15332
1814.45	0.105	2.5	15333
1814.47	0.088	2.5	15334
1814.50	0.105	2.5	15335
1814.52	0.070	2.5	15336
1814.54	0.070	2.5	15337
1814.56	0.070	2.5	15338
1814.59	0.088	2.5	15339
1814.61	0.070	2.5	15340
1814.63	0.070	2.5	15341
1814.64	0.053	2.5	15342
1814.66	0.070	2.5	15343
1814.68	0.070	2.5	15344
1814.70	0.053	2.5	15345
1814.72	0.088	2.5	15346
1814.75	0.088	2.5	15347
1814.77	0.070	2.5	15348
1814.81	0.141	2.5	15349
1814.83	0.070	2.5	15350
1814.86	0.105	2.5	15351
1814.89	0.123	2.5	15352
1814.92	0.105	2.5	15353
1814.94	0.070	2.5	15354
1814.97	0.105	2.5	15355
1815.00	0.088	2.5	15356
1815.00	0.035	2.5	15357
1815.03	0.070	2.5	15358
1815.05	0.088	2.5	15359
1815.08	0.088	2.5	15360
1815.10	0.070	2.5	15361
1815.12	0.070	2.5	15362
1815.13	0.053	2.5	15363
1815.15	0.070	2.5	15364
1815.18	0.106	2.5	15365
1815.20	0.053	2.5	15366
1815.22	0.070	2.5	15367
1815.24	0.088	2.5	15368
1815.27	0.088	2.5	15369
1815.29	0.070	2.5	15370
1815.31	0.088	2.5	15371
1815.34	0.106	2.5	15372
1815.36	0.070	2.5	15373
1815.40	0.123	2.5	15374
1815.44	0.141	2.5	15375
1815.46	0.088	2.5	15376
1815.49	0.106	2.5	15377
1815.52	0.088	2.5	15378
1815.54	0.070	2.5	15379
1815.55	0.053	2.5	15380
1815.57	0.053	2.5	15381
1815.59	0.070	2.5	15382
1815.62	0.106	2.5	15383
1815.64	0.088	2.5	15384
1815.67	0.088	2.5	15385
1815.69	0.070	2.5	15386
1815.72	0.106	2.5	15387
1815.74	0.088	2.5	15388
1815.76	0.070	2.5	15389
1815.78	0.053	2.5	15390
1815.81	0.106	2.5	15391
1815.83	0.070	2.5	15392
1815.85	0.088	2.5	15393
1815.88	0.088	2.5	15394
1815.92	0.141	2.5	15395
1815.94	0.088	2.5	15396
1815.97	0.088	2.5	15397
1816.00	0.106	2.5	15398
1816.02	0.070	2.5	15399
1816.04	0.070	2.5	15400
1816.07	0.123	2.5	15401
1816.09	0.070	2.5	15402
1816.12	0.106	2.5	15403
1816.15	0.088	2.5	15404
1816.17	0.070	2.5	15405
1816.19	0.070	2.5	15406
1816.21	0.070	2.5	15407
1816.22	0.053	2.5	15408
1816.24	0.053	2.5	15409
1816.27	0.106	2.5	15410
1816.32	0.176	2.5	15411
1816.34	0.070	2.5	15412
1816.36	0.088	2.5	15413
1816.38	0.053	2.5	15414
1816.39	0.035	2.5	15415
1816.40	0.053	2.5	15416
1816.42	0.053	2.5	15417
1816.43	0.053	2.5	15418
1816.45	0.053	2.5	15419
1816.48	0.106	2.5	15420
